# LAST EDIT: 2021/04/11 - SUPERNOVA
##########
# TRAITS #
##########
###ÄNSI
#
# CREATURE TRAITS
#
armour_chaos_desc;This suit of cursed armour bears the taint of the Warp, bonding to the flesh and whispering to the mind.;;;;;;;;;;;;;x
armour_khorne;Armour of Khorne;;;;;;;;;;;;;x
armour_khorne_desc;This suit of heavy armour is infused with the power of Khorne. The wearer becomes a true engine of destruction, a melding of sinew and metal devoted to slaughter.;;;;;;;;;;;;;x
armour_slaanesh;Armour of Slaanesh;;;;;;;;;;;;;x
armour_slaanesh_desc;This suit of armour is an elegant shrine to Slaanesh, simultaneously beautiful and horrid to behold. The wearer will find their sanity stripped away as they are forced to indulge in ever greater acts of debauchery.;;;;;;;;;;;;;x
armour_nurgle;Armour of Nurgle;;;;;;;;;;;;;x
armour_nurgle_desc;This suit of armour reeks of decay and despair. The state of the wearer is that of putrid carrion, but Nurgle imbues them with cancerous regeneration to prolong their service.;;;;;;;;;;;;;x
armour_tzeentch;Armour of Tzeentch;;;;;;;;;;;;;x
armour_tzeentch_desc;This armour echoes with forgotten secrets and arcane lore, empowering the wearer to fulfill the Changer of Ways' plans.;;;;;;;;;;;;;x
armour_gromril;Gromril Armour;;;;;;;;;;;;;x
armour_gromril_desc;This armour is forged from Gromril star-metal, providing excellent protection for the fortunate owner.;;;;;;;;;;;;;x
armour_rune;Rune Armour;;;;;;;;;;;;;x
armour_rune_desc;This armour possesses runes of strength and protection.;;;;;;;;;;;;;x
armour_enchanted;Enchanted Armour;;;;;;;;;;;;;x
armour_enchanted_desc;This armour has been enchanted by wizardry to be stronger and tougher than regular armour.;;;;;;;;;;;;;x
armour_blessed;Blessed Armour;;;;;;;;;;;;;x
armour_blessed_desc;This armour has been blessed by divine power to be stronger and tougher than regular armour.;;;;;;;;;;;;;x
#
# WEAPON TRAITS
#
weapon_chaos;Weapon of Chaos;;;;;;;;;;;;;x
weapon_chaos_desc;This weapon thirsts for slaughter and seeks to influence the mind of the wielder.;;;;;;;;;;;;;x
weapon_khorne;Weapon of Khorne;;;;;;;;;;;;;x
weapon_khorne_desc;This weapon lusts for bloodletting and violence, and will guide the wielder towards ever greater martial prowess and mindless destruction.;;;;;;;;;;;;;x
weapon_slaanesh;Weapon of Slaanesh;;;;;;;;;;;;;x
weapon_slaanesh_desc;This weapon whispers sweet corruption to the wielder, leading them onward to glorious depravity and excess.;;;;;;;;;;;;;x
weapon_nurgle;Weapon of Nurgle;;;;;;;;;;;;;x
weapon_nurgle_desc;This weapon curdles the body and spirit of the wielder, drawing them closer to Nurgle's loving embrace even as they swell with power.;;;;;;;;;;;;;x
weapon_tzeentch;Weapon of Tzeentch;;;;;;;;;;;;;x
weapon_tzeentch_desc;This weapon writhes with a living energy, straining to make and unmake reality as the wielder learns forbidden secrets.;;;;;;;;;;;;;x
weapon_gromril;Gromril Weapon;;;;;;;;;;;;;x
weapon_gromril_desc;This weapon is forged from Gromril star-metal, allowing it to crush or cleave any foe.;;;;;;;;;;;;;x
weapon_rune;Rune Weapon;;;;;;;;;;;;;x
weapon_rune_desc;This weapon possesses runes of violence and unmaking.;;;;;;;;;;;;;x
weapon_enchanted;Enchanted Weapon;;;;;;;;;;;;;x
weapon_enchanted_desc;This weapon has been enchanted by wizardry to be deadlier than regular weapons.;;;;;;;;;;;;;x
weapon_blessed;Blessed Weapon;;;;;;;;;;;;;x
weapon_blessed_desc;This weapon has been blessed by divine power to be deadlier than regular weapons.;;;;;;;;;;;;;x
#
# WORSHIPPER TRAITS
#
worshipper_of_elder_gods;Worshipper of the Elder Gods;;;;;;;;;;;;;x
worshipper_of_elder_gods_desc;This character is not devoted to any particular God, instead paying reverence to the entire pantheon of Elder Gods.;;;;;;;;;;;;;x
worshipper_of_classical_gods;Worshipper of the Classical Gods;;;;;;;;;;;;;x
worshipper_of_classical_gods_desc;This character is not devoted to any particular God, instead paying reverence to the entire pantheon of Classical Gods.;;;;;;;;;;;;;x
worshipper_of_ancestor_gods;Worshipper of the Ancestor Gods;;;;;;;;;;;;;x
worshipper_of_ancestor_gods_desc;This character is not devoted to any particular God, instead paying reverence to the entire pantheon of Dwarfen Ancestor Gods.;;;;;;;;;;;;;x
worshipper_of_nehekharan_gods;Worshipper of the Nehekharan Gods;;;;;;;;;;;;;x
worshipper_of_nehekharan_gods_desc;This character is not devoted to any particular God, instead paying reverence to the entire pantheon of Nehekharan Gods.;;;;;;;;;;;;;x
worshipper_of_northern_gods;Worshipper of the Northern Gods;;;;;;;;;;;;;x
worshipper_of_northern_gods_desc;This character is not devoted to any particular God, instead paying reverence to the entire pantheon of Northern Gods.;;;;;;;;;;;;;x
worshipper_of_halfling_gods;Worshipper of the Halfling Gods;;;;;;;;;;;;;x
worshipper_of_halfling_gods_desc;This character is not devoted to any particular God, instead paying reverence to the entire pantheon of Halfling Gods.;;;;;;;;;;;;;x
worshipper_of_norse_gods;Worshipper of the Norse Gods;;;;;;;;;;;;;x
worshipper_of_norse_gods_desc;This character is not devoted to any particular God, instead paying reverence to the entire pantheon of Norse Gods.;;;;;;;;;;;;;x
worshipper_of_greenskin_gods;Worshipper of Gork and Mork;;;;;;;;;;;;;x
worshipper_of_greenskin_gods_desc;This character is not devoted to any particular God, instead paying reverence to both Gork and Mork. This may be because they place great value on both cunning and brutality, or because they have forgotten which one is which.;;;;;;;;;;;;;x
worshipper_of_taal;Worshipper of Taal;;;;;;;;;;;;;x
worshipper_of_taal_desc;This character is devoted to Taal, God of nature and wild lands.;;;;;;;;;;;;;x
worshipper_of_rhya;Worshipper of Rhya;;;;;;;;;;;;;x
worshipper_of_rhya_desc;This character is devoted to Rhya, Goddess of the earth, fertility, and love.;;;;;;;;;;;;;x
worshipper_of_manann;Worshipper of Manann;;;;;;;;;;;;;x
worshipper_of_manann_desc;This character is devoted to Manann, God of seas and great rivers.;;;;;;;;;;;;;x
worshipper_of_ulric;Worshipper of Ulric;;;;;;;;;;;;;x
worshipper_of_ulric_desc;This character is devoted to Ulric, God of battle, winter and wolves.;;;;;;;;;;;;;x
worshipper_of_morr;Worshipper of Morr;;;;;;;;;;;;;x
worshipper_of_morr_desc;This character is devoted to Morr, God of death, sleep and dreams.;;;;;;;;;;;;;x
worshipper_of_verena;Worshipper of Verena;;;;;;;;;;;;;x
worshipper_of_verena_desc;This character is devoted to Verena, Goddess of learning, knowledge and justice.;;;;;;;;;;;;;x
worshipper_of_myrmidia;Worshipper of Myrmidia;;;;;;;;;;;;;x
worshipper_of_myrmidia_desc;This character is devoted to Myrmidia, Goddess of strategy and war.;;;;;;;;;;;;;x
worshipper_of_shallya;Worshipper of Shallya;;;;;;;;;;;;;x
worshipper_of_shallya_desc;This character is devoted to Shallya, Goddess of healing and mercy.;;;;;;;;;;;;;x
worshipper_of_ranald;Worshipper of Ranald;;;;;;;;;;;;;x
worshipper_of_ranald_desc;This character is devoted to Ranald, God of gambling, tricks and thievery.;;;;;;;;;;;;;x
worshipper_of_sigmar;Worshipper of Sigmar;;;;;;;;;;;;;x
worshipper_of_sigmar_desc;This character is devoted to Sigmar, patron of the Empire and the Mankind.;;;;;;;;;;;;;x
worshipper_of_dazh;Worshipper of Dazh;;;;;;;;;;;;;x
worshipper_of_dazh_desc;This character is devoted to Dazh, God of fire and the sun.;;;;;;;;;;;;;x
worshipper_of_tor;Worshipper of Tor;;;;;;;;;;;;;x
worshipper_of_tor_desc;This character is devoted to Tor, God of thunder and war.;;;;;;;;;;;;;x
worshipper_of_kalita;Worshipper of Kalita;;;;;;;;;;;;;x
worshipper_of_kalita_desc;This character is devoted to Kalita, God of trade and commerce.;;;;;;;;;;;;;x
worshipper_of_salyak;Worshipper of Salyak;;;;;;;;;;;;;x
worshipper_of_salyak_desc;This character is devoted to Salyak, Goddess of healing and mercy.;;;;;;;;;;;;;x
worshipper_of_zemlya;Worshipper of Zemyla;;;;;;;;;;;;;x
worshipper_of_zemlya_desc;This character is devoted to Zemyla, Goddess of the steppe.;;;;;;;;;;;;;x
worshipper_of_heama;Worshipper of Heama;;;;;;;;;;;;;x
worshipper_of_heama_desc;This character is devoted to Heama, God of flame.;;;;;;;;;;;;;x
worshipper_of_esmerelda;Worshipper of Esmerelda;;;;;;;;;;;;;x
worshipper_of_esmerelda_desc;This character is devoted to Esmerelda, Goddess of hearth and home.;;;;;;;;;;;;;x
worshipper_of_gaffey;Worshipper of Gaffey;;;;;;;;;;;;;x
worshipper_of_gaffey_desc;This character is devoted to Gaffey, God of villages and building.;;;;;;;;;;;;;x
worshipper_of_hyacinth;Worshipper of Hyacinth;;;;;;;;;;;;;x
worshipper_of_hyacinth_desc;This character is devoted to Hyacinth, Goddess of fertility and childbirth.;;;;;;;;;;;;;x
worshipper_of_josias;Worshipper of Josias;;;;;;;;;;;;;x
worshipper_of_josias_desc;This character is devoted to Josias, God of agriculture.;;;;;;;;;;;;;x
worshipper_of_phineas;Worshipper of Phineas;;;;;;;;;;;;;x
worshipper_of_phineas_desc;This character is devoted to Phineas, God of smoking tobacco.;;;;;;;;;;;;;x
worshipper_of_quinsberry;Worshipper of Quinsberry;;;;;;;;;;;;;x
worshipper_of_quinsberry_desc;This character is devoted to Quinsberry, God of ancestry and tradition.;;;;;;;;;;;;;x
worshipper_of_handrich;Worshipper of Handrich;;;;;;;;;;;;;x
worshipper_of_handrich_desc;This character is devoted to Handrich, God of trade and commerce.;;;;;;;;;;;;;x
worshipper_of_stromfels;Worshipper of Stromfels;;;;;;;;;;;;;x
worshipper_of_stromfels_desc;This character is devoted to Stromfels, God of dangerous seas and patron of pirates.;;;;;;;;;;;;;x
worshipper_of_lady_of_the_lake;Worshipper of the Lady of the Lake;;;;;;;;;;;;;x
worshipper_of_lady_of_the_lake_desc;This character is devoted to the Lady of the Lake, patron of chivalry and protector of Bretonnia.;;;;;;;;;;;;;x
worshipper_of_lucan_and_luccina;Worshipper of Lucan and Luccina;;;;;;;;;;;;;x
worshipper_of_lucan_and_luccina_desc;This character is devoted to Lucan and Luccina, divine twins and patrons of the city of Luccini.;;;;;;;;;;;;;x
worshipper_of_mermedus;Worshipper of Mermedus;;;;;;;;;;;;;x
worshipper_of_mermedus_desc;This character is devoted to Mermedus, God of storms and sea monsters.;;;;;;;;;;;;;x
worshipper_of_grungni;Worshipper of Grungni;;;;;;;;;;;;;x
worshipper_of_grungni_desc;This character is devoted to Grungni, God of mining and blacksmiths.;;;;;;;;;;;;;x
worshipper_of_valaya;Worshipper of Valaya;;;;;;;;;;;;;x
worshipper_of_valaya_desc;This character is devoted to Valaya, Goddess of healing and protection.;;;;;;;;;;;;;x
worshipper_of_grimnir;Worshipper of Grimnir;;;;;;;;;;;;;x
worshipper_of_grimnir_desc;This character is devoted to Grimnir, God of war.;;;;;;;;;;;;;x
worshipper_of_gazul;Worshipper of Gazul;;;;;;;;;;;;;x
worshipper_of_gazul_desc;This character is devoted to Gazul, God of the dead.;;;;;;;;;;;;;x
worshipper_of_thungni;Worshipper of Thungni;;;;;;;;;;;;;x
worshipper_of_thungni_desc;This character is devoted to Thungni, God of runic magic and smithing.;;;;;;;;;;;;;x
worshipper_of_morgrim;Worshipper of Morgrim;;;;;;;;;;;;;x
worshipper_of_morgrim_desc;This character is devoted to Morgrim, God of engineering.;;;;;;;;;;;;;x
worshipper_of_smednir;Worshipper of Smednir;;;;;;;;;;;;;x
worshipper_of_smednir_desc;This character is devoted to Smednir, God of metalworking.;;;;;;;;;;;;;x
worshipper_of_hashut;Worshipper of Hashut;;;;;;;;;;;;;x
worshipper_of_hashut_desc;This character is devoted to Hashut, the Father of the Chaos Dwarfs.;;;;;;;;;;;;;x
worshipper_of_chaos_undivided;Worshipper of Chaos Undivided;;;;;;;;;;;;;x
worshipper_of_chaos_undivided_desc;This character is not devoted to any particular God, instead paying reverence to all four Chaos Gods.;;;;;;;;;;;;;x
worshipper_of_khorne;Worshipper of Khorne;;;;;;;;;;;;;x
worshipper_of_khorne_desc;This character is devoted to Khorne, the Chaos God of rage, bloodshed and eternal war.;;;;;;;;;;;;;x
worshipper_of_nurgle;Worshipper of Nurgle;;;;;;;;;;;;;x
worshipper_of_nurgle_desc;This character is devoted to Nurgle, the Chaos God of pestilence, despair and corruption.;;;;;;;;;;;;;x
worshipper_of_slaanesh;Worshipper of Slaanesh;;;;;;;;;;;;;x
worshipper_of_slaanesh_desc;This character is devoted to Slaanesh, the Chaos God of excesses, perfection and pleasure.;;;;;;;;;;;;;x
worshipper_of_tzeentch;Worshipper of Tzeentch;;;;;;;;;;;;;x
worshipper_of_tzeentch_desc;This character is devoted to Tzeentch, the Chaos God of change, hope, schemes and magic.;;;;;;;;;;;;;x
worshipper_of_malal;Worshipper of Hashut;;;;;;;;;;;;;x
worshipper_of_malal_desc;This character is devoted to Malal, the Chaos God of anarchy and terror.;;;;;;;;;;;;;x
worshipper_of_necoho;Ironic Worshipper of Necoho;;;;;;;;;;;;;x
worshipper_of_necoho_desc;This character is devoted, possibly, to Necoho, the Chaos God of doubt and atheism.;;;;;;;;;;;;;x
worshipper_of_zuvassin;Worshipper of Zuvassin;;;;;;;;;;;;;x
worshipper_of_zuvassin_desc;This character is devoted to Zuvassin, the Chaos God of sabotage and spite.;;;;;;;;;;;;;x
worshipper_of_asaph;Worshipper of Asaph;;;;;;;;;;;;;x
worshipper_of_asaph_desc;This character is devoted to Asaph, Goddess of magic, vengeance and beauty.;;;;;;;;;;;;;x
worshipper_of_khsar;Worshipper of Khsar;;;;;;;;;;;;;x
worshipper_of_khsar_desc;This character is devoted to Khsar, God of the desert.;;;;;;;;;;;;;x
worshipper_of_phakth;Worshipper of Phakth;;;;;;;;;;;;;x
worshipper_of_phakth_desc;This character is devoted to Phakth, God of the sky and the hunt.;;;;;;;;;;;;;x
worshipper_of_ptra;Worshipper of Ptra;;;;;;;;;;;;;x
worshipper_of_ptra_desc;This character is devoted to Ptra, God of the sun, immortality, and time.;;;;;;;;;;;;;x
worshipper_of_basth;Worshipper of Basth;;;;;;;;;;;;;x
worshipper_of_basth_desc;This character is devoted to Basth, Goddess of grace and love.;;;;;;;;;;;;;x
worshipper_of_usirian;Worshipper of Usirian;;;;;;;;;;;;;x
worshipper_of_usirian_desc;This character is devoted to Usirian, God of the underworld.;;;;;;;;;;;;;x
worshipper_of_quaph;Worshipper of Qu'aph;;;;;;;;;;;;;x
worshipper_of_quaph_desc;This character is devoted to Qu'aph, Goddess of truth and justice.;;;;;;;;;;;;;x
worshipper_of_geheb;Worshipper of Geheb;;;;;;;;;;;;;x
worshipper_of_geheb_desc;This character is devoted to Geheb, God of strength and earth.;;;;;;;;;;;;;x
worshipper_of_sokth;Worshipper of Sokth;;;;;;;;;;;;;x
worshipper_of_sokth_desc;This character is devoted to Sokth, God of assassins and murder.;;;;;;;;;;;;;x
worshipper_of_phaa;Worshipper of Pha'a;;;;;;;;;;;;;x
worshipper_of_phaa_desc;This character is devoted to Pha'a, God of crafting and industry.;;;;;;;;;;;;;x
worshipper_of_tahoth;Worshipper of Usekph;;;;;;;;;;;;;x
worshipper_of_tahoth_desc;This character is devoted to Usekph, God of knowledge and lore.;;;;;;;;;;;;;x
worshipper_of_gork;Worshipper of Gork;;;;;;;;;;;;;x
worshipper_of_gork_desc;This character is devoted to Gork, who is brutally cunning.;;;;;;;;;;;;;x
worshipper_of_mork;Worshipper of Mork;;;;;;;;;;;;;x
worshipper_of_mork_desc;This character is devoted to Mork, who is cunningly brutal.;;;;;;;;;;;;;x
worshipper_of_spider;Worshipper of the Spider;;;;;;;;;;;;;x
worshipper_of_spider_desc;This character is devoted to the Spider, Lord of the forest and devourer of Goblins.;;;;;;;;;;;;;x
worshipper_of_asuryan;Worshipper of Asuryan;;;;;;;;;;;;;x
worshipper_of_asuryan_desc;This character is devoted to Asuryan, God and patron of Ulthuan.;;;;;;;;;;;;;x
worshipper_of_isha;Worshipper of Isha;;;;;;;;;;;;;x
worshipper_of_isha_desc;This character is devoted to Isha, Goddess of the harvest and fertility.;;;;;;;;;;;;;x
worshipper_of_kurnous;Worshipper of Kurnous;;;;;;;;;;;;;x
worshipper_of_kurnous_desc;This character is devoted to Kurnous, God of the hunt and the wild.;;;;;;;;;;;;;x
worshipper_of_hoeth;Worshipper of Hoeth;;;;;;;;;;;;;x
worshipper_of_hoeth_desc;This character is devoted to Hoeth, God of wisdom, knowledge, and sorcery.;;;;;;;;;;;;;x
worshipper_of_vaul;Worshipper of Vaul;;;;;;;;;;;;;x
worshipper_of_vaul_desc;This character is devoted to Vaul, God of forging and creation.;;;;;;;;;;;;;x
worshipper_of_loec;Worshipper of Loec;;;;;;;;;;;;;x
worshipper_of_loec_desc;This character is devoted to Loec, God of trickery, shadows and vengeance.;;;;;;;;;;;;;x
worshipper_of_lileath;Worshipper of Lileath;;;;;;;;;;;;;x
worshipper_of_lileath_desc;This character is devoted to Lileath, Goddess of dreams and fortunes.;;;;;;;;;;;;;x
worshipper_of_ladrielle;Worshipper of Ladrielle;;;;;;;;;;;;;x
worshipper_of_ladrielle_desc;This character is devoted to Ladrielle, Goddess of festivity and illusion.;;;;;;;;;;;;;x
worshipper_of_ereth_khial;Worshipper of Ereth Khial;;;;;;;;;;;;;x
worshipper_of_ereth_khial_desc;This character is devoted to Ereth Khial, Goddess of the underworld and the dead.;;;;;;;;;;;;;x
worshipper_of_khaine;Worshipper of Khaine;;;;;;;;;;;;;x
worshipper_of_khaine_desc;This character is devoted to Khaine, God of murder and strife.;;;;;;;;;;;;;x
worshipper_of_moraig_heg;Worshipper of Moraig-Heg;;;;;;;;;;;;;x
worshipper_of_moraig_heg_desc;This character is devoted to Moraig-Heg, Goddess of the underworld.;;;;;;;;;;;;;x
worshipper_of_atharti;Worshipper of Atharti;;;;;;;;;;;;;x
worshipper_of_atharti_desc;This character is devoted to Atharti, Goddess of pleasure and indulgence.;;;;;;;;;;;;;x
worshipper_of_ellinill;Worshipper of Ellinill;;;;;;;;;;;;;x
worshipper_of_ellinill_desc;This character is devoted to Ellinill, God of destruction and disaster.;;;;;;;;;;;;;x
worshipper_of_nethu;Worshipper of Nethu;;;;;;;;;;;;;x
worshipper_of_nethu_desc;This character is devoted to Nethu, God of the underworld's gates.;;;;;;;;;;;;;x
worshipper_of_anath_raema;Worshipper of Anath Raema;;;;;;;;;;;;;x
worshipper_of_anath_raema_desc;This character is devoted to Anath Raema, Goddess of the cruel and savage hunt.;;;;;;;;;;;;;x
worshipper_of_hekarti;Worshipper of Hekarti;;;;;;;;;;;;;x
worshipper_of_hekarti_desc;This character is devoted to Hekarti, Goddess of sorcery and dark magic.;;;;;;;;;;;;;x
worshipper_of_old_faith;Worshipper of the Old Faith;;;;;;;;;;;;;x
worshipper_of_old_faith_desc;This character is devoted to the Old Faith, way of nature and the world.;;;;;;;;;;;;;x
worshipper_of_great_maw;Worshipper of the Great Maw;;;;;;;;;;;;;x
worshipper_of_great_maw_desc;This character is devoted to the Great Maw, God of the Ogres, the ever-hungering pit.;;;;;;;;;;;;;x
worshipper_of_horned_rat;Worshipper of the Horned Rat;;;;;;;;;;;;;x
worshipper_of_horned_rat_desc;This character is devoted to the Horned Rat, God of the Skaven and master of ruin and desecration.;;;;;;;;;;;;;x
worshipper_of_ormazd;Worshipper of Ormazd;;;;;;;;;;;;;x
worshipper_of_ormazd_desc;This character is devoted to Ormazd, God of truth and the cleansing flame.;;;;;;;;;;;;;x
worshipper_of_zirv;Worshipper of Zirv;;;;;;;;;;;;;x
worshipper_of_zirv_desc;This character is devoted to Zirv, God of eternity.;;;;;;;;;;;;;x
worshipper_of_ahgriman;Worshipper of Ahgriman;;;;;;;;;;;;;x
worshipper_of_ahgriman_desc;This character is devoted to Ahgriman, God of darkness.;;;;;;;;;;;;;x
worshipper_of_spirits;Worshipper of the Spirits;;;;;;;;;;;;;x
worshipper_of_spirits_desc;This character is devoted to the spirits of the land, found in every storm, mountain, river or forest.;;;;;;;;;;;;;x
worshipper_of_ancestors;Worshipper of the Ancestors;;;;;;;;;;;;;x
worshipper_of_ancestors_desc;This character is devoted to their Ancestors, the wise and brave who came before them.;;;;;;;;;;;;;x
worshipper_of_vampire;Worshipper of Vampires;;;;;;;;;;;;;x
worshipper_of_vampire_desc;This character is devoted to their Vampiric master, compelled by magic or a lust for power.;;;;;;;;;;;;;x
worshipper_of_self;Worshipper of Self;;;;;;;;;;;;;x
worshipper_of_self_desc;This character is devoted to nothing but themselves, regarding the patronage of a deity below them.;;;;;;;;;;;;;x
worshipper_of_sigmars_saints;Worshipper of Sigmar's Saints;;;;;;;;;;;;;x
worshipper_of_sigmars_saints_desc;This character is devoted to one or more of the saints of Sigmar, the champions and legends of ages past.;;;;;;;;;;;;;x
#
# ASRAI/ASUR/DRUCHII TRAITS
#
preparing_ulthuan_invasion;Preparing Invasion;;;;;;;;;;;;;
preparing_ulthuan_invasion_desc;This ruler is preparing an invasion to reconquer Ulthuan.;;;;;;;;;;;;;
attempted_ulthuan_invasion;Attempted Invasion;;;;;;;;;;;;;
attempted_ulthuan_invasion_desc;This ruler has recently gathered forces to reconquer Ulthuan, it'll take some time before their lands will be able to sustain another such effort.;;;;;;;;;;;;;
opinion_cracked_onme;Cracked on me;;;;;;;;;;;;;
#
