hire_sorceress_desc;Beg Malekith and Morathi for a disciple of Dhar.;;;;;;;;;;;;;x
cast_tempest;Cast Tempest Spell at Enemy;;;;;;;;;;;;;x
cast_tempest_desc;I unleash the tempest fury of the storms!;;;;;;;;;;;;;x
cast_fieryconvocation;Cast Fiery Convocation at Enemy;;;;;;;;;;;;;x
cast_fieryconvocation_desc;Feel the flames of the phoenix!;;;;;;;;;;;;;x
cast_soulquench;Cast SoulQuench at Enemy;;;;;;;;;;;;;x
cast_soulquench_desc;You do not deserve the power of magic...;;;;;;;;;;;;;x
raise_undead;Raise Undead;;;;;;;;;;;;;x
raise_undead_desc;The dead shall rise!;;;;;;;;;;;;;x
cast_soulblight;Cast Soulblight at Enemy;;;;;;;;;;;;;x
cast_doom_and_darkness;Cast Doom and Darkness on Enemy;;;;;;;;;;;;;x
cast_purple_sun_of_xereus;Cast Purple Sun of Xereus on Enemy;;;;;;;;;;;;;x
study_magic_decision;Study Magic;;;;;;;;;;;;;x
study_magic_decision_desc;This character goes into seclusion, delving deep into the winds of magic...;;;;;;;;;;;;;x
stop_studying_magic_decision;Stop Studying Magic;;;;;;;;;;;;x
stop_studying_magic_decision_desc;Return from your studies early and end regency.;;;;;;;;;;;;x
cast_shardstorm;Cast Shardstorm;;;;;;;;;;;;;x
cast_freezing_blast;Cast Freezing Blast;;;;;;;;;;;;;x
cast_fireball;Cast Fireball;;;;;;;;;;;;;x
cast_piercing_bolts_of_burning;Cast Piercing Bolts of Burning;;;;;;;;;;;;;x
cast_flame_storm;Cast Flamestorm;;;;;;;;;;;;;x
cast_shems_burning_gaze;Cast Shem's Burning Gaze;;;;;;;;;;;;;x
cast_transformation_of_kadon;Cast Transformation of Kadon;;;;;;;;;;;;;x
cast_amber_spear;Cast Amber Spear;;;;;;;;;;;;;x
cast_flock_of_doom;Cast Flock of Doom;;;;;;;;;;;;;x
cast_final_transmutation;Cast Final Transmutation;;;;;;;;;;;;;x
cast_gehennas_golden_hounds;Cast Gehenna's Golden Hounds;;;;;;;;;;;;;x
cast_searing_doom;Cast Searing Doom;;;;;;;;;;;;;x
cast_the_dwellers_below;Cast the Dwellers Below;;;;;;;;;;;;;x
cast_shield_of_thorns;Cast Shield of Thorns;;;;;;;;;;;;;x
cast_awakening_of_the_wood;Cast Awakening of the Woods;;;;;;;;;;;;;x
cast_chain_lightning;Cast Chain Lightning;;;;;;;;;;;;;x
cast_urannons_thunderbolt;Cast Urannon's Thunderbolt;;;;;;;;;;;;;x
cast_iceshard_blizzard;Cast Iceshard Blizzard;;;;;;;;;;;;;x
cast_purple_sun_of_xereus2;Cast Purple Sun of Xereus;;;;;;;;;;;;;x
cast_doom_and_darkness2;Cast Doom and Darkness;;;;;;;;;;;;;x
cast_spirit_leech;Cast Spirit Leech;;;;;;;;;;;;;x
cast_mork_wants_ya;Cast Mork Wants Ya!;;;;;;;;;;;;;x
cast_foot_of_gork;Cast Foot of Gork;;;;;;;;;;;;;x
cast_gaze_of_gork;Cast Gaze of Gork;;;;;;;;;;;;;x
gift_sword_1;Gift Runesword;;;;;;;;;;;;;x
gift_sword_2;Gift Sword of Ice;;;;;;;;;;;;;x
gift_sword_3;Gift Sword of Fire;;;;;;;;;;;;;x
gift_sword_4;Gift Sword of Lightning;;;;;;;;;;;;;x
gift_sword_5;Gift Sword of Destruction;;;;;;;;;;;;;x
gift_ring_of_persuasion;Gift Ring of Persuasion;;;;;;;;;;;;;x
gift_ring_of_invisibility;Gift Ring of Invisibility;;;;;;;;;;;;;x
gift_ring_of_speed;Gift Ring of Speed;;;;;;;;;;;;;x
gift_ring_of_command;Gift Ring of Command;;;;;;;;;;;;;x
gift_amulet_of_protection_1;Gift Lesser Amulet of Protection;;;;;;;;;;;;;x
gift_amulet_of_protection_3;Gift Amulet of Protection;;;;;;;;;;;;;x
gift_amulet_of_protection_5;Gift Greater Amulet of Protection;;;;;;;;;;;;;x
claim_the_throne;Unite the Empire;;;;;;;;;;;;;x
hold_fertility_ritual;Hold a Ritual to Serena;;;;;;;;;;;;;x
hold_fertility_ritual_desc;Once every spring, the Amazons disregard their laws about male contact and hold a feast in honor of the Snake-Goddess of fertility.;;;;;;;;;;;;;x
send_a_seductress;Send a Seductress;;;;;;;;;;;;;x
send_a_seductress_desc;As a Lahmian Queen, you can send your daughters abroad to seduce individuals of note. If successful in ingratiating themselves into the local high society, they can use that position to manipulate their target into sending you troops or gold. It is not without expenses, however - to pull off the role of a newly arrived rich noblewoman requires money, and the more powerful the target is, the more money it will take to impress them.;;;;;;;;;;;;;x
seduce_target_personally;Seduce Target Personally;;;;;;;;;;;;;x
seduce_target_personally_desc;As a Lahmian, you can go abroad to seduce individuals of note. If successful in ingratiating yourself into the local high society, you can use that position to manipulate your target into sending you troops or gold. It is not without expenses, however - to pull off the role of a newly arrived rich noblewoman requires money, and the more powerful the target is, the more money it will take to impress them.;;;;;;;;;;;;;x
recall_from_mission;Recall from Mission;;;;;;;;;;;;;x
recall_from_mission_desc;You can recall your daughter to return home, but be aware that she simply cannot pack up and leave. It may take up to a year before she is able to dislodge herself from her current cover without her trail leading back to you and potentially damaging the sisterhood's interests.;;;;;;;;;;;;;x
bring_lover_home;Bring your lover to your court;;;;;;;;;;;;;x
bring_lover_home_desc;If your lover is unlanded you can attempt to invite him to your court. This is particularly useful if he has claims on certain titles... Be aware that if he goes off with you he will be disinherited by his family, but you can still press his claims via war and install him as a Lahmian puppet in his family's lands to rule in the name of the Sisterhood. As soon as he arrives in your court you can turn him into a vampire, or keep him as a human minion, if you wish.;;;;;;;;;;;;;x
recall_from_recruitment_mission;Recall from recruitment mission;;;;;;;;;;;;;x
recall_from_recruitment_mission_desc;This character is currently on a mission to recruit suitably beautiful and intelligent women of high birth to the sisterhood. Do you wish to send a recall order?;;;;;;;;;;;;x
send_on_recruitment_mission;Send on recruitment mission;;;;;;;;;;;;x
send_on_recruitment_mission_desc;You can send out either members of the sisterhood or males to recruit suitably beautiful and scheming women of high birth to the Lahmian cause. They will remain on mission until recalled, and will need some funds to finance this venture in proper style.;;;;;;;;;;;x
Chose_option_B_a_startup;Only valid if option B was chosen at start-up;;;;;;;;;;;x
use_potion_of_healing;Use Potion of Healing;;;;;;;;;;;x
steal_artifact;Steal Artifact;;;;;;;;;;;;;x
steal_artifact_desc;Take any and all artifacts of value in possession of [Root.GetFirstName].;;;;;;;;;;;;;x
#
# SPELL DECISIONS
#
decision_lore_light1;Cast Heal;;;;;;;;;;;;;x
decision_lore_light1_desc;Attempt to manipulate Hysh to heal the people from injuries and illness.;;;;;;;;;;;;;x
decision_lore_light2;Banish Daemon;;;;;;;;;;;;;x
decision_lore_light2_desc;Use White Wind of Magic to banish the Daemon from the body of a person.;;;;;;;;;;;;;x
TOOLTIP_DEC_HYSH_2;A character possessed by the Daemon must be in reach.;;;;;;;;;;;;;x
decision_lore_dark;Dark Magic;;;;;;;;;;;;;x
decision_lore_dark_desc;Attempt to cast Dark Magic spells.;;;;;;;;;;;;;x
decision_lore_fire;Lore of Fire;;;;;;;;;;;;;x
decision_lore_fire_desc;Attempt to manipulate Aqushy, the Red Wind of Magic.;;;;;;;;;;;;;x
decision_lore_necromancy1;Raise an army of Undead;;;;;;;;;;;;;x
decision_lore_necromancy1_desc;Performs a ritual of great power raising an undead legion.;;;;;;;;;;;;;x
decision_lore_necromancy2;Cast Wind of Death;;;;;;;;;;;;;x
decision_lore_necromancy2_desc;Summons the Wind of Death which sucks the life from the the living in area.;;;;;;;;;;;;;x
TOOLTIP_DEC_NECROMANCY_1;Requires enormous magical power and hundreds of Human corpses. Province must be controlled by character.;;;;;;;;;;;;;
TOOLTIP_DEC_NECROMANCY_2;Requires tremendous magical power. Will kill large amount of population - cannot be used in the same province twice. Province must be controlled by character.;;;;;;;;;;;;;x
# spellbook
decision_open_spellbook;Open the spellbook.;;;;;;;;;;;;;x
decision_open_spellbook_desc;Shows the available spells.;;;;;;;;;;;;;x
decision_close_spellbook;Close the spellbook.;;;;;;;;;;;;;x
decision_close_spellbook_desc;Closes the spellbook.;;;;;;;;;;;;;x
#
# CHAOS DECISIONS
#
decision_reveal_chaos_religion;Reveal yourself as a Chaos worshipper.;;;;;;;;;;;;;x
decision_reveal_chaos_religion_desc;Reveal yourself as a Chaos worshipper.;;;;;;;;;;;;;x
# attack chaos
decision_attack_chaos;Fight against Chaos!;;;;;;;;;;;;;x
decision_attack_chaos_desc;Join the holy war against Chaos forces that are trespassing in your lands.;;;;;;;;;;;;;x
decision_attack_chaos_tooltip;Requires Chaos army trespassing in your lands.;;;;;;;;;;;;;x
# chaos struggle
decision_chaos_struggle_help;Call for help against forces of Chaos.;;;;;;;;;;;;;x
decision_chaos_struggle_help_desc;Sends a call for help to every ruler of forces of Order.;;;;;;;;;;;;;x
decision_chaos_struggle_help_tooltip;Help has not been called.;;;;;;;;;;;;;x
#
# GIFT ARTIFACT
#
gift_sword_1_desc;Gift Runesword;;;;;;;;;;;;;
gift_sword_2_desc;Gift Sword of Ice;;;;;;;;;;;;;
gift_sword_3_desc;Gift Sword of Fire;;;;;;;;;;;;;
gift_sword_4_desc;Gift Sword of Lightning;;;;;;;;;;;;;
gift_sword_5_desc;Gift Sword of Destruction;;;;;;;;;;;;;
gift_ring_of_persuasion_desc;Gift Ring of Persuasion;;;;;;;;;;;;;
gift_ring_of_invisibility_desc;Gift Ring of Invisibility;;;;;;;;;;;;;
gift_ring_of_speed_desc;Gift Ring of Speed;;;;;;;;;;;;;
gift_ring_of_command_desc;Gift Ring of Command;;;;;;;;;;;;;
gift_amulet_of_protection_1_desc;Gift Amulet of Protection;;;;;;;;;;;;;
gift_amulet_of_protection_3_desc;Gift Amulet of Protection;;;;;;;;;;;;;
gift_amulet_of_protection_5_desc;Gift Amulet of Protection;;;;;;;;;;;;;
#
# MISC
#
z_targeted_spell_casting_desc;Targeted Spell Casting;;;;;;;;;;;;;
z_wake_slann;Wake Slann;;;;;;;;;;;;;
z_wake_slann_desc;Wake your Slann for his wisdom and guidance.;;;;;;;;;;;;;
duel_attack_decision;Challenge to Duel;;;;;;;;;;;;;
duel_attack_decision_desc;Challenge to a duel. (cooldown: 1 year);;;;;;;;;;;;; #FIXME
duel_attack_decision_named;Challenge to Duel;;;;;;;;;;;;;
z_purge_province;Purge Province;;;;;;;;;;;;;
z_purge_province_desc;Purge this province.;;;;;;;;;;;;;
z_specify_target_decision_desc;Specify Target;;;;;;;;;;;;;
z_being_purged;Being purged;;;;;;;;;;;;;
z_being_purged_desc;Purge the tainted warmbloodsss...;;;;;;;;;;;;;
request_council_position_named;Request Council Position;;;;;;;;;;;;;
ship_shdroi_named; ;;;;;;;;;;;;;
exile_complacent_amazon_named;Exile Complacent Amazon;;;;;;;;;;;;;
beastman_baron_cleaning;Beastman Cleaning;;;;;;;;;;;;;
beastman_baron_cleaning_desc; ;;;;;;;;;;;;;
convert_tribal_to_temple;Convert to Temple;;;;;;;;;;;;;
convert_tribal_to_temple_desc; ;;;;;;;;;;;;;
build_hospital;Build Hospital;;;;;;;;;;;;;
build_hospital_desc;Build a hospital in this province.;;;;;;;;;;;;;
raiding_adventurer_buy_title;Buy Title;;;;;;;;;;;;;
raiding_adventurer_buy_title_desc; ;;;;;;;;;;;;;
increase_mercenary_size;Increase Mercenary Size;;;;;;;;;;;;;
increase_mercenary_size_desc; ;;;;;;;;;;;;;
carousing_with_the_men;Carousing with the Men;;;;;;;;;;;;;
carousing_with_the_men_desc; ;;;;;;;;;;;;;
recruit_troops_norse;Recruit Troops;;;;;;;;;;;;;
recruit_troops_norse_desc; ;;;;;;;;;;;;;
recruit_troops_nomad;Recruit Troops;;;;;;;;;;;;;
recruit_troops_nomad_desc; ;;;;;;;;;;;;;
steal_artifact_named;Steal Artifact;;;;;;;;;;;;;
askvampliegedynasty_named;Ask Leige to Join Dynasty;;;;;;;;;;;;;
use_potion_of_healing_desc;Use Health Potion;;;;;;;;;;;;;
establish_lahmian_presence;Establish Lahmian Presence;;;;;;;;;;;;;
establish_lahmian_presence_desc; ;;;;;;;;;;;;;
claim_the_throne_desc;Claim the Throne;;;;;;;;;;;;;
