###ÄNSI
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#############
# ARTIFACTS #
#############
###Slots
warplock_jezzail_desc;The Warplock Jezzail is arguably the deadliest weapon in Clan Skryres arsenal. This long-barrelled rifle can outrange most other, conventional weapons in the known world and shoots a bullet made out of refined toxic warpstone. There are few things that can withstand such a weapon!;;;;;;;;;;;;;x
poison_wind_globe;Poison-Wind Globe;;;;;;;;;;;;;x
poison_wind_globe_desc;These small, hollow glass spheres contain a highly noxious gas. When thrown, it will shatter and release its deadly poison. First used against the Dwarfs to break a stalemate, this weapon has shown its effectiveness but also its terrible nature of a slow death.;;;;;;;;;;;;;x
skaven_warpbomb;Warpbomb;;;;;;;;;;;;;x
skaven_warpbomb_desc;This small bomb contains concentrated warp dust, which when thrown will create an impressive explosion.;;;;;;;;;;;;;x
warlock_engineer_armour;Warlock Engineer Armour;;;;;;;;;;;;;x
warlock_engineer_armour_desc;It is not easy for a Warlock Engineer to take all of his tools with him to every battle, but a Warlock Engineer Armour definetely makes it easier. Equipped with several needles, bags and pipes, it allows every Warlock Engineer's smaller tools to work!;;;;;;;;;;;;;x
#Clan Eshin
weeping_blades;Weeping Blades;;;;;;;;;;;;;x
weeping_blades_desc;The most well known weapon of the Eshin Assassins, these blades are dotted with liquid warp toxins that will wear down the victim it is used against extremely fast. Thus, it is a great weapon for sneaky stab-stab!;;;;;;;;;;;;;x
tail_blade;Tail Blade;;;;;;;;;;;;;x
tail_blade_desc;A relatively rare weapon in the Eshin arsenal. The Skaven talented enough will also weaponize their tails by attaching a sharp blade - usually containing toxins - to their tail, giving them a potential third weapon to fight with.;;;;;;;;;;;;;x
triad_armour;Triad Armour;;;;;;;;;;;;;x
triad_armour_desc;The armour of some of the most talented assassins from Clan Eshin. It is incredibly light-weigth for the protection it provides.;;;;;;;;;;;;;x
punch_dagger;Punch Dagger;;;;;;;;;;;;;x
punch_dagger_desc;The Punch Dagger is one of the cheapest weapons of Clan Eshin soldiers. These are usually a handle to hold with your hand with one or two blades reaching outwards, creating an easy-to-use and cheap-to-produce weapon for any aspiring assassin.;;;;;;;;;;;;;x
skaven_shuriken;Shuriken;;;;;;;;;;;;;x
skaven_shuriken_desc;A common trump card in an Assassin's arsenal, these are able to take out lightly armoured opponents with ease. Talented users can even aim for weakpoints and take out armoured ones!;;;;;;;;;;;;;x
skaven_smokebomb;Smokebomb;;;;;;;;;;;;;x
skaven_smokebomb_desc;Should a fight or a plot go against the Assassins favour, he will always be able to retreat the combat with a prepared smokescreen from his trusted smokebomb.;;;;;;;;;;;;;x
nightlord_sigil;Nightlord Sigil;;;;;;;;;;;;;x
nightlord_sigil_desc;The Nightlord is Clan Eshins highest authority. Surprisingly, he can usually expect unwavering loyalty from his Deathmasters, which makes him to one of the strongest Skaven in the Under-Empire and one of the most feared figures in the world.;;;;;;;;;;;;;x
deathmaster_sigil;Deathmaster Sigil;;;;;;;;;;;;;x
deathmaster_sigil_desc;The Deathmasters of Clan Eshin usually do the dirty-work that requires a professional for the Nightlord. These nigh fearless assassins are trained into invisible killing machines from their birth onwards and are now ready to fulfill the will of the Nightlord.;;;;;;;;;;;;;x
cloak_of_shadows;Cloak of Shadows;;;;;;;;;;;;;x
cloak_of_shadows_desc;This cloak is shrouded in mystery. It is said that it makes its wearer invisible, even if you are in arm-reach of the wearer.;;;;;;;;;;;;;x
#Clan Pestilens
rod_of_corruption;Rod of Corruption;;;;;;;;;;;;;x
rod_of_corruption_desc;A special Plague Censer, the Rod of Corruption seems to be the most potent plague censer in all of Clan Pestilens;;;;;;;;;;;;;x
plague_censer;Plague Censer;;;;;;;;;;;;;x
plague_censer_desc;The Plague Censer is one of the greatest honours to bestow on members of Clan Pestilens. This large flail is filled with incense that disperses Warpstone smoke that, on contact with the enemy, spreads supernaturally-enhanced diseases that will weaken or outright kill him.;;;;;;;;;;;;;x
liber_bubonicus;Liber Bubonicus;;;;;;;;;;;;;x
liber_bubonicus_desc;This foul book is filled with a collection of the worst diseases in Clan Pestilens arsenal aswell as how to summon them.;;;;;;;;;;;;;x
bubonic_sphere;Bubonic Sphere;;;;;;;;;;;;;x
bubonic_sphere_desc;The Bubonic Sphere is actually just a glowing orb ontop of a rod. In it is a collection of the worst diseases of Lustria. It can be used to inflict all of them on the enemies of Clan Pestilens!;;;;;;;;;;;;;x
blade_of_nurglitch;Blade of Nurglitch;;;;;;;;;;;;;x
blade_of_nurglitch_desc;The Blade of Nurglitch is a rusty sword that is blessed by special ointments of several Plaguelords. Once this blade even remotely scratches someone, the wound will instantly turn infectious.;;;;;;;;;;;;;x
#Clan Moulder
rat_ogre_mount;Rat Ogre;;;;;;;;;;;;;x
rat_ogre_mount_desc;One of the most widespread mutations of Clan Moulders pits, the Rat Ogre is usually used as a substitute for cavalry in Skaven armies. However, few strong Skaven leaders also purchase a Rat Ogre as mount.;;;;;;;;;;;;;x
giant_rat_mount;Giant Rat;;;;;;;;;;;;;x
giant_rat_mount_desc;A simple mutation, which increases the size and ferocity of a normal rat to extreme amounts, so it can serve as a relatively cheap flanking unit or as a cheap mount.;;;;;;;;;;;;;x
brood_horror_mount;Brood Horror;;;;;;;;;;;;;x
brood_horror_mount_desc;Similiar to the Giant Rats, these are much thicker than their slimmer brethren. With that comes also more strength and thus a stronger impression on other Skaven.;;;;;;;;;;;;;x
hellpit_abomination_mount;Hellpit Abomination;;;;;;;;;;;;;x
hellpit_abomination_mount_desc;The magnum opus of Clan Moulders trainers, these horrid masses of differing creatures are one of the most potent weapons in the Skaven arsenal. Only the strongest and greatest Skaven could even hope to get one as a mount!;;;;;;;;;;;;;x
burrowing_behemoth;Burrowing Behemoth;;;;;;;;;;;;;x
burrowing_behemoth_desc;Originally thought to be a failed mutation, these blind creatures have a natural talent in creating new tunnels for the Skaven, creating new economic possibilities!;;;;;;;;;;;;;x
skaven_warcage;Warcage;;;;;;;;;;;;;x
skaven_warcage_desc;A common way to transport their more feral creatures with them, Master Moulders can deploy them in a battle or keep them as a perversion of a guard dog.;;;;;;;;;;;;;x
moulder_whip;Moulder Whip;;;;;;;;;;;;;x
moulder_whip_desc;The whip is the central weapon of Clan Moulder. Mostly used to train their horrid mutations and beasts, they also make for good weapons in combat.;;;;;;;;;;;;;x
#General Skaven
amulet_of_the_horned_one;Amulet of the Horned One;;;;;;;;;;;;;x
amulet_of_the_horned_one_desc;One of the most prized artifacts in the entire Skaven race, the Amulet of the Horned One seems to protect its wearer from damage as long as he has the favour of the Horned One!;;;;;;;;;;;;;x
skaven_sling;Sling;;;;;;;;;;;;;x
skaven_sling_desc;A weak Skaven sling. The slaves are happy if they get a sling so they wont be sent to the frontlines, but a Skaven lord should look past such pity weapons!;;;;;;;;;;;;;x
warp_grinder;Warp Grinder;;;;;;;;;;;;;x
warp_grinder_desc;This tool is a common way for Skaven to breach walls or gates. It functions like a drill and is used by most clans.;;;;;;;;;;;;;x
clanrat_armour;Clanrat Armour;;;;;;;;;;;;;x
clanrat_armour_desc;The Clanrat Armour is the typical, cheap armour that is handed out to any Skaven that fights in the Clanrat lines;;;;;;;;;;;;;x
stormvermin_armour;Stormvermin Armour;;;;;;;;;;;;;x
stormvermin_armour_desc;The Stormvermin Armour resembles the typical armour that Stormvermin wear, a lot sturdier than the Clanrat Armour and a point of pride for a lot of Skaven that are assigned one.;;;;;;;;;;;;;x
grey_seer_robe;Grey Seer Robe;;;;;;;;;;;;;x
grey_seer_robe_desc;The Grey Seers usually wear robes with inscriptions of the Horned One and their Clan.;;;;;;;;;;;;;x
fellblade;Fellblade;;;;;;;;;;;;;x
fellblade_desc;The fellblade is arguably the most powerful sword out of any Skaven blade. Enchanted by hundreds of Warlock Engineers and Grey Seers, this blade was used to kill the infamous Necromancer Nagash and possibly save the world from his undead waves.;;;;;;;;;;;;;x
###Vampire Artifacts
#Vlad
blood_drinker;Blood Drinker;;;;;;;;;;;;;x
blood_drinker_desc;The blood that touches this foul blade is absorbed by the wearer which in turn revitalizes him.;;;;;;;;;;;;;x
#carstein_ring
#Isabella
blood_chalice_of_bathori;Blood Chalice of Bathori;;;;;;;;;;;;;x
blood_chalice_of_bathori_desc;This blood chalice holds the life essence of countless innocent people. Those that drink from it are rejuvenated with new power.;;;;;;;;;;;;;x
#Neferata
akmet_kar;Akmet-Kar;;;;;;;;;;;;;x
akmet_kar_desc;This completely black dagger was used to execute criminals in ancient Lahmia by the Cult of Blood. Neferata and her court would feast on the blood from the victims slit throat.;;;;;;;;;;;;;x
aken_seth;Aken-Seth;;;;;;;;;;;;;x
aken_seth_desc;The 'Staff of Pain' adds an additional cruel crippling effect on every spell the wielder casts.;;;;;;;;;;;;;x
nagadron_mount;Nagadron, the Adevore;;;;;;;;;;;;;x
nagadron_mount_desc;Nagadron, the Adevore, is the dread abyssal of Neferata. It is either the most patient or most slothful dread abyssal, which prefers to stalk and ambush its pray than hunt it down. While every dread abyssal devours souls, Nagadron might be the most terrible one to fall to, as it tends to devour much more than it can handle, vomitting half-eaten souls out only to begin the cycle anew.;;;;;;;;;;;;;x
#Red Duke
blade_of_leaping_gold;The Blade of Leaping Gold;;;;;;;;;;;;;x
blade_of_leaping_gold_desc;This blade that was taken from an Emir of Arabya has an enchantment cast on it that allows it to hit three times with one strike.;;;;;;;;;;;;;x
armour_of_blood;Armour of Blood;;;;;;;;;;;;;x
armour_of_blood_desc;The Armour of Blood is a heavy crimson suit of strong, jagged armour with magical enchantments.;;;;;;;;;;;;;x
el_morzillo;El Morzillo;;;;;;;;;;;;;x
el_morzillo_desc;The loyal steed of the Red Duke. Gifted by the King of Magritta and dying during a crusade against Arabya, it would again be conjured from the Shadows to serve the Red Duke. It's new form is a horrible display of bones, a balefire inside of its skull and smoke flaring from its jaw.;;;;;;;;;;;;;x
#Luthor Harkon
slann_gold;Slann Gold;;;;;;;;;;;;;x
slann_gold_desc;The temple cities of the Lizardmen hold many great treasures for the brave or the foolish. Besides being an incredible trade good outside of Lustria, certain golden objects of the Slann also have magical properties that can enhance the users magic.;;;;;;;;;;;;;x
#Mannfred / Manfred
timor_noctis;Timor Noctis, the Sword of Unholy Power;;;;;;;;;;;;;x
timor_noctis_desc;The sword of Manfred, Timor Noctis, is a massive two-handed sword with a black pommel and a dragon-scale hilt, its name being inscribed on its blade. It was created by the Chaos Dwarfs, combining Dwarven craftsmanship with their dark sorcery. Whenever the blade tastes blood, its wielder gets greater influence over the winds of magic.;;;;;;;;;;;;;x
armour_of_templehof;Armour of Templehof;;;;;;;;;;;;;x
armour_of_templehof_desc;Unlike normal armour, the armour of Templehof merges with its wearer, giving him greater endurance and hindering his movement less.;;;;;;;;;;;;;x
nyklaus_charm_mount;Nyklaus Charm;;;;;;;;;;;;;x
nyklaus_charm_mount_desc;This enchanted charm summons a Shadow Steed on order of its wearer. The Shadow Steed is able to fly nigh-invisible through the skies at speeds greater than normal horses or pegasi without any form of fatigue.;;;;;;;;;;;;;x
#Konrad
sword_of_waldenhof;Sword of Waldenhof;;;;;;;;;;;;;x
sword_of_waldenhof_desc;This sword is the heirloom of Waldenhof Castle and has never been wielded more expertly than by Konrad von Carstein. This spirit-posessed sword bites deeply when it strikes.;;;;;;;;;;;;;x
#Nehekharan Artifacts
#Settra
crown_of_nehekhara;Crown of Nehekhara;;;;;;;;;;;;;x
crown_of_nehekhara_desc;The Crown of Nehekhara combines several crowns into one and allows its owner to instill their unyielding will into their subjects.;;;;;;;;;;;;;x
chariot_of_the_gods;Chariot of the Gods;;;;;;;;;;;;;x
chariot_of_the_gods_desc;A chariot that carries blessings of all the gods and goddesses of Nehekhara with wheels that burn with mystical flames.;;;;;;;;;;;;;x
blessed_blade_of_ptra;Blessed Blade of Ptra;;;;;;;;;;;;;x
blessed_blade_of_ptra_desc;The blessed blade of Ptra is the most holy weapon of Ptra, the Nehekharan Sun God. The blade has a white edge, which concentrates the heat of the desert, that sets the air itself ablaze when used.;;;;;;;;;;;;;x
scarab_brooch_of_usirian;Scarab Brooch of Usirian;;;;;;;;;;;;;x
scarab_brooch_of_usirian_desc;This amulet in the form of a skull-carapeced khepra bettle surrounds the wearer with the protective energies of Usirian, the Nehekharan God of the underworld.;;;;;;;;;;;;;x
#Arkhan
tomb_blade_of_arkhan;Tomb Blade of Arkhan;;;;;;;;;;;;;x
tomb_blade_of_arkhan_desc;The foul Tomb Blade of Arkhan is a dreaded weapon that burns away the flesh of the foes it strikes down, leaving only a charred skeleton enslaved to Arkhan for eternity.;;;;;;;;;;;;;x
staff_of_nagash;Staff of Nagash;;;;;;;;;;;;;x
staff_of_nagash_desc;The Staff of Nagash is a staff created by the Necromancer Nagash, which he used to harness the dark powers within the accursed Black Pyramid.;;;;;;;;;;;;;x
liber_mortis_arkhan;Liber Mortis;;;;;;;;;;;;;x
liber_mortis_arkhan_desc;This accursed tome is one of the fabled nine books of Nagash, which hold some of the most potent forces of necromancy in the world.;;;;;;;;;;;;;x
razarak_mount;Razarak, Doom of Traitors;;;;;;;;;;;;;x
razarak_mount_desc;Razarak, the Doom of Traitors, is one of the most feared Dread Abyssals. Serving Arkhan, who is most loyal to Nagash, Razarak enjoys to feed on traitors the most. Although he by now kills indiscriminately and to Arkhans wishes, many still think that it is a warning towards the traitorous, scheming Neferata.;;;;;;;;;;;;;x
#Generic Nehekharan
necroserpent_mount;Necroserpent;;;;;;;;;;;;;x
necroserpent_mount_desc;The Necroserpent looks like a hooded Khemrian cobra and is a terrifying sight for enemies to behold. Slithering through the desert, its attacks are vicious and fast in nature.;;;;;;;;;;;;;x
warsphinx_mount;Warsphinx;;;;;;;;;;;;;x
warsphinx_mount_desc;The Warsphinx is one of the most terrifying constructs the Tomb Kings posess. With stone claws and fanged jaws, these towering beasts can wreak havoc on any foe. Certain Warsphinxes posess poisonous scorpion-tails, whereas others can breathe fire.;;;;;;;;;;;;;x
casket_of_souls;Casket of Souls;;;;;;;;;;;;;x
casket_of_souls_desc;A Casket of Souls is a magical sarcophagus that keeps the souls of those who tried to defile the lands of Nehekhara entrapped for eternity. Upon summoning the casket, the seals have to be broken and the sarcophagus opened for the imprisoned souls to break out. Screaming in terror, these tormented souls will pass through the physical bodies of their enemies and cause immense pain that in most cases leads to the targets death.;;;;;;;;;;;;;x
khopesh_blade;Khopesh;;;;;;;;;;;;;x
khopesh_blade_desc;These Nehekharan blades are swords with long handles and a straight blade which curves at the end, akin to a sickle.;;;;;;;;;;;;;x
scorpion_armour;Scorpion Armour;;;;;;;;;;;;;x
scorpion_armour_desc;These ornate armour plates are decorated with hieroglyphes of the Scorpion God, giving the wearer his blessings and protection.;;;;;;;;;;;;;x
#Asur
#Imrik
star_lance;Star Lance;;;;;;;;;;;;;x
star_lance_desc;A prized item of the Kings of Caledor, the Star Lance was crafted from the metal of a fallen star. It grants formidable power to its wielder and has followed the Phoenix King to battle in the hands of a Caledorian hero each time. It's said that it cannot be destroyed as long as fires of Vaul's Anvil still smoulder.;;;;;;;;;;;;;x
armour_of_caledor;Armour of Caledor;;;;;;;;;;;;;x
armour_of_caledor_desc;This armour is a combination of the most respectable and famous armour pieces of Caledorian history. Every piece of it has its own, glorious history and only the most able of Caledor can do it justice in battle.;;;;;;;;;;;;;x
dragonhorn;Dragonhorn;;;;;;;;;;;;;x
dragonhorn_desc;Enchanted by the dying flames of an ancient fire drake, this horn can resolve even the hearts of the most fearful soldiers.;;;;;;;;;;;;;x
minaithnir;Minaithnir;;;;;;;;;;;;;x
minaithnir_desc;As with most Dragons of the House of Caledor, Imrik did not choose Minaithnir as dragon. When Imrik was lying on the field of battle, bleeding and dying due to Naggarothi blades, Minaithnir arose from his long slumber to help the Prince, killing all who tried to fight it and rescuing Imrik in the end. Since then, they fought as one and their bond is unbroken.;;;;;;;;;;;;;x
#Finubar
starmetal_scimitar;Starmetal Scimitar;;;;;;;;;;;;;x
starmetal_scimitar_desc;This golden Scimitar was gifted to the Eleventh Phoenix King by one of the coastal potentates of Ind after Finubar had saved the kings daughter. While no smith of the Anvil of Vaul could unlock its secrets, the magic that's worked into the blade is unquestionable. Upon Finubars word of power, molten light emits from the golden blade.;;;;;;;;;;;;;x
##Aenarion
sunfang_aenarion;Sunfang;;;;;;;;;;;;;x
sunfang_aenarion_desc;This ancient sword, forged by Caledor Dragontamer for Aenarion in the earliest days of his rule, burns with the fire of a captured sun.;;;;;;;;;;;;;x
dragon_armour_aenarion;Dragon Armour of Aenarion;;;;;;;;;;;;;x
dragon_armour_aenarion_desc;This mighty armour was forged on Vaul's Anvil long ago to protect Aenarion. Upon his death, the armour was thought lost for thousands of years, until it was recovered by Tethlis the Slayer. Since then, it has been borne only by the very greatest of Ulthuan's gloried heroes.;;;;;;;;;;;;;x
## Teclis
sword_of_teclis;Sword of Teclis;;;;;;;;;;;;;x
sword_of_teclis_desc;This Sword was forged by Teclis, a powerful weapon to protect himself as he began the perilous quest to rescue his broth Tyrion and the Everqueen. It is charged with crackling energy that rends apart those struck by its shining blade.;;;;;;;;;;;;;x
moon_staff_of_lileath_teclis;Moon Staff of Lileath;;;;;;;;;;;;;x
moon_staff_of_lileath_teclis_desc;The Moon Staff is imbued with the immortal power of the goddess Lileath, eternally youthful daughter of Isha, which flows through Teclis and invigorates his feeble frame. In times of great need, Teclis can call upon the full power of the Staff. Doing so allows him to unleash a fearsome barrage of magical power, or else dissipate dangerous sorcerous energies before they spiral out of control, but also leaves Teclis himself badly weakened.;;;;;;;;;;;;;x
scroll_of_hoeth_teclis;Scroll of Hoeth;;;;;;;;;;;;;x
scroll_of_hoeth_teclis_desc;Though seemingly fragile, this well-worn heirloom has seen a thousand battles and will see many more.;;;;;;;;;;;;;x
war_crown_of_saphery;War Crown of Saphery;;;;;;;;;;;;;x
war_crown_of_saphery_desc;The War Crown is an ancient symbol of the magical realm of Saphery, seldom seen outside the walls of the White Tower except in times of peril. It was gifted to Teclis by the former High Loremaster on the eve of the young mage's departure on the quest for his brother.;;;;;;;;;;;;;x
## Eltharion the Grim
fangsword_of_eltharion;Fangsword of Eltharion;;;;;;;;;;;;;x
fangsword_of_eltharion_desc;This rune-encrusted longsword has been passed down through Eltharion's family for generations.;;;;;;;;;;;;;x
helm_of_yvresse_eltharion;Helm of Yvresse;;;;;;;;;;;;;x
helm_of_yvresse_eltharion_desc;The Helm of Yvresse is the ceremonial crown of the Warden of that proud city.;;;;;;;;;;;;;x
talisman_of_hoeth_eltharion;Talisman of Hoeth;;;;;;;;;;;;;x
talisman_of_hoeth_eltharion_desc;This finely wrought medallion allows its wearer a measure of the original Warden's magical knowledge.;;;;;;;;;;;;;x
stormwing_griffon_mount_eltharion;Stormwing;;;;;;;;;;;;;x
stormwing_griffon_mount_eltharion_desc;Together with Stormwing, Eltharion cuts through Ulthuan's foes like a wind of blades as the mighty Griffon rakes and claws with savagery.;;;;;;;;;;;;;x
## Alith Anar
midnight_stone_alith;Stone of Midnight;;;;;;;;;;;;;x
midnight_stone_alith_desc;This jewel was originally gifted to Morathi by Aenarion, and cloaks the wearer in shadow. Alith Anar stole it from Morathi from her treasury during the same evening he danced with her, while disguised, at the court of the Witch King.;;;;;;;;;;;;;x
shadow_crown_alith;The Shadow Crown;;;;;;;;;;;;;x
shadow_crown_alith_desc;The Shadow Crown is the symbol of the right rulers of Nagarythe, a simple silver circlet set with a single diamond. By speaking the name of his kingdom, and defiantly claiming his rulership, Alith Anar can freeze time for the blink of an eye, giving himself a brief instant to slip away from harm.;;;;;;;;;;;;;x
moonbow_alith;The Moonbow;;;;;;;;;;;;;x
moonbow_alith_desc;An exquisite weapon forged from a pale metal that glitters in the moonlight, the Moonbow was handed to Alith Anar by the goddess Lileath herself. The merest whisper of its arrows strikes fear into the hearts of the treacherous Naggarothi.;;;;;;;;;;;;;x
## Everqueen
heart_of_avelorn_everqueen;Heart of Avelorn;;;;;;;;;;;;;x
heart_of_avelorn_everqueen_desc;This blood-red ruby was a gift from the Everqueen to Tyrion, and protects the bearer from death itself. It is said if Tyrion were to fall, the Heart would break and restore him to life. However, should it shatter, then whatever bond lies between Alarielle and Tyrion would also be sundered, never to be haealed in all the ages of the world.;;;;;;;;;;;;;x
shieldstone_of_isha_everqueen;The Shieldstone of Isha;;;;;;;;;;;;;x
shieldstone_of_isha_everqueen_desc;The Shieldstone is as old as Ulthuan itself, and pulses with inner energies. Only the Everqueen can release the power it contains to ward away harm from the pure-hearted, deflecting mortal blows and dashing arrows to the floor.;;;;;;;;;;;;;x
star_of_avelorn_everqueen;Star of Avelorn;;;;;;;;;;;;;x
star_of_avelorn_everqueen_desc;About her noble brow the Everqueen wears a diadem of ithilmar in which is a set a single radiant gem, given by Aenarion in tryst to Astarielle. This is no ordinary gem, but is said to be a star taken from the heavens by Isha and bound within a magic crystal, and hols the power to heal mortal wounds.;;;;;;;;;;;;;x
stave_of_avelorn_everqueen;Stave of Avelorn;;;;;;;;;;;;;x
stave_of_avelorn_everqueen_desc;This is the symbol of the Everqueen's rule over the land of Avelorn. It is an ancient heirloom which is passed from one Everqueen to the next, as it has been since before the time of the Phoenix Kings, and enables the Everqueen to gather the magic that flows through that land and direct it as she wishes.;;;;;;;;;;;;;x
horn_of_isha_everqueen;Horn of Isha;;;;;;;;;;;;;x
horn_of_isha_everqueen_desc;The Horn of Isha is fashioned from a single pearl-white seashell. Its creation remains a mystery to all the scholars and mages of Ulthuan, but it is known that the Horn has existed for as long as there have been Everqueens. When it is winded, the call of this beautiful instrument can split the veil between the mortal and immortal realms, rousing the mother goddess to grant a blessing upon her favoured children.;;;;;;;;;;;;;x
banner_of_avelorn_everqueen;Banner of Avelorn;;;;;;;;;;;;;x
banner_of_avelorn_everqueen_desc;Woven from living leaves and the hair of the Everqueen's Handmaidens, the Banner of Avelorn is an artefact of unsurpassed purity. It is crafted anew when an Everqueen ascends to the throne, and will one day serve as her funeral shroud. Whilst the Everqueen lives, the banner is a beacon of light and life. Should she perish, the magic imbued in it fades from the mortal world.;;;;;;;;;;;;;x
## Korhil
chayal_korhil;Chayal;;;;;;;;;;;;;x
chayal_korhil_desc;The Captain of the White Lions has carried this keen-edged and finely balanced axe since the regiment's founding. Korhil is but the most recent of a long and honoured line.;;;;;;;;;;;;;x
pelt_of_charandis_korhil;Pelt of Charandis;;;;;;;;;;;;;x
pelt_of_charandis_korhil_desc;In return for Korhil's loyal service, Finubar directed that the pelt of the Great Lion of Chrace be fashioned into a magnificent, enchanted cloak.;;;;;;;;;;;;;x
## Caradryan
the_phoenix_blade_caradryan;The Phoenix Blade;;;;;;;;;;;;;x
the_phoenix_blade_caradryan_desc;This ancient, flame-wreathed blade was enchanted for Kor-Baelon, the first Captain of the Phoenix Lord.;;;;;;;;;;;;;x
ashtari_frostheart_phoenix_mount_caradryan;Ashtari;;;;;;;;;;;;;x
ashtari_frostheart_phoenix_mount_caradryan_desc;Ashtari is the oldest and wisest of the Phoenixes of the Flamespyre. His bond with Caradryan goes back to centuries, to Caradryan's earliest years of service. At the battle of Finuval Plain, Ashtari picked an unequal fight with the Black Dragon Korzarandar, and it was only Caradryan's intervention that rescued the Phoenix from a grisly fate. Since those days, both Ashtari's flames and impetuousness have faded to naught, but his loyalty to Caradryan burns as brightly as ever.;;;;;;;;;;;;;x
## Widowmaker
sword_of_khaine;The Sword of Khaine, Widowmaker;;;;;;;;;;;;;x
sword_of_khaine_desc;The greatest weapon ever made by Vaul, it known by many names: Godslayer, Widowmaker, Doom of Worlds, Spear of Vengeance, Deathshard, Icefang, and Heavenblight. By many names it is called, by mortals, daemons and gods, but only one name alone it truly holds: Sword of Khaine, the Lord of Murder. This blade always drips with the blood of Eldanesh, the Elf who wielded it when he nearly defeated Khaine in battle. The weapon is the physical manifestation in the mortal realm of murder and violence, corrupting those who wield it and even those who are only near it. The malign forces emanating from the Widowmaker change personalities, replacing empathy with callousness, reason with hatred, and mercy with ruthlessness;;;;;;;;;;;;;x
## Phoenix Crowns
phoenix_crown_new;The Phoenix Crown;;;;;;;;;;;;;x
phoenix_crown_new_desc;The original crown was captured by the Dawi after Caledor II was slain in battle against them. After his own rise to the Phoenix Throne, Caradryel soon determined that a replacement crown should be commissioned. The task of forging fell to the priests of Vaul, who undertook the work with all the diligence for which their order was famous and, after a century's labour, the new crown was completed. Mindful of Caledor's impetuousness, Caradryel's first decree whilst wearing the new Phoenix Crown was that this new symbol of Elven kingship would never enter the fires of battle. Furthermore, he announced that the crown would henceforth have a guard of one hundred White Lions of Chrace to watch over it at all times.;;;;;;;;;;;;;x
## Generic items
asur_artifact_dragon_armour;Dragon Armour;;;;;;;;;;;;;x
asur_artifact_dragon_armour_desc;Forged in the heart of a volcano, this fine armour is enchanted to ward off the blows of the enemy and is all but impervious to Dragon fire.;;;;;;;;;;;;;x
asur_artifact_bow_avelorn;Bow of Avelorn;;;;;;;;;;;;;x
asur_artifact_bow_avelorn_desc;Warriors of Avelorn use these enchanted bows to slay their foes with volleys of flaming arrows.;;;;;;;;;;;;;x
asur_artifact_lion_cloak;White Lion Cloak;;;;;;;;;;;;;x
asur_artifact_lion_cloak_desc;The fur of a slain war lion is worn both as a sign of status and for protection from enemy arrows.;;;;;;;;;;;;;x
asur_artifact_leaping_gold_blade;The Blade of Leaping Gold;;;;;;;;;;;;;x
asur_artifact_leaping_gold_blade_desc;With this sword, Alcandor of Cothique singlehadndedly held the gates of Tor Estara for seven days. Mentheus, right hand of Morvael the Impetuous, wielded it until his death upon the walls of Anlec, having spilled more Dark Elf blood than any other since the time of Tethlis the Slayer. An ordinary blade would be dulled by such a roster of endless war, but this sword has never lost its edge. To the valiant, it lends supernatural speed and vigour but to the craven and corrupt, it brings only swift death.;;;;;;;;;;;;;x
