war_crown_of_saphery_desc;The War Crown is an ancient symbol of the magical realms of Saphery, seldom seen outside the walls of the White Tower except in times of peril. It was gifted to Teclis by the former High Loremaster on the eve of the young mage's departure on his quest for his brother, Tyrion.;;;;;;;;;;;;;x
#
# ELTHARION
#
fangsword_of_eltharion;Fangsword of Eltharion;;;;;;;;;;;;;x
fangsword_of_eltharion_desc;This rune-encrusted longsword has been passed down through Eltharion's family for generations.;;;;;;;;;;;;;x
helm_of_yvresse_eltharion;Helm of Yvresse;;;;;;;;;;;;;x
helm_of_yvresse_eltharion_desc;The Helm of Yvresse is the ceremonial crown of the Warden of that proud city.;;;;;;;;;;;;;x
talisman_of_hoeth_eltharion;Talisman of Hoeth;;;;;;;;;;;;;x
talisman_of_hoeth_eltharion_desc;This finely wrought medallion allows its wearers a measure of the original Warden's magical knowledge.;;;;;;;;;;;;;x
eltharions_bow;Eltharion's Bow;;;;;;;;;;;;;x
eltharions_bow_desc;This bow is enchanted with elf magic that makes it much more accurate.;;;;;;;;;;;;;x
stormwing_griffon_mount_eltharion;Stormwing;;;;;;;;;;;;;x
stormwing_griffon_mount_eltharion_desc;Together with Stormwing, Eltharion cuts through Ulthuan's foes like a wind of blades as the mighty Griffon rakes and claws with savagery.;;;;;;;;;;;;;x
#
# ALITH ANAR
#
midnight_stone_alith;Stone of Midnight;;;;;;;;;;;;;x
midnight_stone_alith_desc;This jewel was originally gifted to Morathi by Aenarion, and cloaks the wearer in shadow.;;;;;;;;;;;;;x
shadow_crown_alith;Shadow Crown;;;;;;;;;;;;;x
shadow_crown_alith_desc;The Shadow Crown is the symbol of the rightful rulers of Nagarythe, a simple silver circlet set with a single diamond. By speaking the name of his kingdom, and defiantly claiming his rulership, Alith Anar can freeze time for a blink of an eye, giving himself a brief instant to slip away from harm.;;;;;;;;;;;;;x
moonbow_alith;Moonbow;;;;;;;;;;;;;x
moonbow_alith_desc;An exquisite weapon forged from a pale metal that glitters in the moonlight, the Moonbow was handed to Alith Anar by the goddess Lileath herself. The merest whisper of its arrows strikes fear into the hearts of the treacherous Naggarothi.;;;;;;;;;;;;;x
#
# EVERQUEEN
#
shieldstone_of_isha_everqueen;Shieldstone of Isha;;;;;;;;;;;;;x
shieldstone_of_isha_everqueen_desc;The Shieldstone is as old as Ulthuan itself and pulses with inner energies. Only the Everqueen can release the power it contains to ward away harm from the pure-hearted, deflecting mortal blows and dashing arrows to the floor.;;;;;;;;;;;;;x
star_of_avelorn_everqueen;Star of Avelorn;;;;;;;;;;;;;x
star_of_avelorn_everqueen_desc;About her noble brow the Everqueen wears a diadem of ithilmar in which is set a single radiant gem, given by Aenarion in trust to Astarielle. This is no ordinary gem, but is said to be a star taken from the heavens by Isha and bound within a magic crystal, and holds the power to heal mortal wounds.;;;;;;;;;;;;;x
stave_of_avelorn_everqueen;Stave of Avelorn;;;;;;;;;;;;;x
stave_of_avelorn_everqueen_desc;The Stave of Avelorn is the symbol of Alarielle’s míe over the land of Avelorn. It is an ancient heirloom which is passed from one Everqueen to the next, as it has been since before the time of the Phoenix Kings, and enables Alarielle to gather the magic that flows through that land and direct it as she wishes.;;;;;;;;;;;;;x
heart_of_avelorn_everqueen;Heart of Avelorn;;;;;;;;;;;;;x
heart_of_avelorn_everqueen_desc;This bloody-red ruby was a gift from Everqueen Alarielle to Tyrion, and protects the bearer from death itself. It is said that if Tyrion were to fall, the Heart of Avelorn would break and restore him to life. Such renewal would not be without price, however. Should the Heart of Avelorn shatter, then whatever bond lies between Alarielle and Tyrion would also be sundered, never to be healed in all the ages of the world.;;;;;;;;;;;;;x
horn_of_isha_everqueen;Horn of Isha;;;;;;;;;;;;;x
horn_of_isha_everqueen_desc;The Horn of Isha is fashioned from a single pearl-white seashell. Its creation remains a mystery to all the scholars and mages of Ulthuan, but it is known that the Horn has existed for as long as there have been Everqueens. When it is winded, the call of this beautiful instrument can split the veil between the mortal and immortal realms, rousing the mother goddess to grant a blessing upon her favoured children.;;;;;;;;;;;;;x
banner_of_avelorn_everqueen;Banner of Avelorn;;;;;;;;;;;;;x
banner_of_avelorn_everqueen_desc;Woven from living leaves and the hair of the Everqueen's Handmaidens, the Banner of Avelorn is an artefact of unsurpassed purity. It is crafted anew when an Everqueen ascends to the throne, and will one day serve as her funeral shroud. Whilst the Everqueen lives, the banner is a beacon of light and life. Should she perish, the magic imbued in it fades from the mortal world.;;;;;;;;;;;;;x
#
# KORHIL
#
chayal_korhil;Chayal;;;;;;;;;;;;;x
chayal_korhil_desc;The Captain of the White Lions has carried this keen-edged and finely balanced axe since the regiment's founding. Korhil is but the most recent of a long and honored line.;;;;;;;;;;;;;x
pelt_of_charandis_korhil;Pelt of Charandis;;;;;;;;;;;;;x
pelt_of_charandis_korhil_desc;In return for Korhil's loyal service, Finubar directed that the pelt of the Great Lion of Chrace be fashioned into a magnificent, enchanted cloak.;;;;;;;;;;;;;x
#
# CARADRYAN
#
the_phoenix_blade_caradryan;The Phoenix Blade;;;;;;;;;;;;;x
the_phoenix_blade_caradryan_desc;This ancient, flame-wreathed blade was enchanted for Kor-Baelon, the first Captain of the Phoenix Guard.;;;;;;;;;;;;;x
ashtari_frostheart_phoenix_mount_caradryan;Ashtari;;;;;;;;;;;;;x
ashtari_frostheart_phoenix_mount_caradryan_desc;Ashtari is the oldest and wisest of the Phoenixes of the Flamespyre. His bond with Caradryan goes back to centuries, to Caradryan's earliest years of service. At the battle of Finuval Plain, Ashtari picked an unequal fight with the Black Dragon Korzarandar, and it was only Caradryan's intervention that rescued the Phoenix from a grisly fate. Since those days, both Ashtari's flames and impetuousness have faded to naught, but his loyalty to Caradryan burns as brightly as ever.;;;;;;;;;;;;;x
#
# WIDOWMAKER
#
sword_of_khaine;The Sword of Khaine, Widowmaker;;;;;;;;;;;;;x
sword_of_khaine_desc;The greatest weapon ever made by Vaul, it known by many names: Godslayer, Widowmaker, Doom of Worlds, Spear of Vengeance, Deathshard, Icefang, and Heavenblight. By many names it is called, by mortals, daemons and gods, but only one name alone it truly holds: Sword of Khaine, the Lord of Murder. This blade always drips with the blood of Eldanesh, the Elf who wielded it when he nearly defeated Khaine in battle. The weapon is the physical manifestation in the mortal realm of murder and violence, corrupting those who wield it and even those who are only near it. The malign forces emanating from the Widowmaker change personalities, replacing empathy with callousness, reason with hatred, and mercy with ruthlessness;;;;;;;;;;;;;x
#
# PHOENIX CROWNS
#
phoenix_crown_new;The Phoenix Crown;;;;;;;;;;;;;x
phoenix_crown_new_desc;The original crown was captured by the Dawi after Caledor II was slain in battle against them. After his own rise to the Phoenix Throne, Caradryel soon determined that a replacement crown should be commissioned. The task of forging fell to the priests of Vaul, who undertook the work with all the diligence for which their order was famous and, after a century's labour, the new crown was completed. Mindful of Caledor's impetuousness, Caradryel's first decree whilst wearing the new Phoenix Crown was that this new symbol of Elven kingship would never enter the fires of battle. Furthermore, he announced that the crown would henceforth have a guard of one hundred White Lions of Chrace to watch over it at all times.;;;;;;;;;;;;;x
#
# GENERIC ASUR
#
asur_artifact_dragon_armour;Dragon Armour;;;;;;;;;;;;;x
asur_artifact_dragon_armour_desc;Forged in the heart of a volcano, this fine armour is enchanted to ward off the blows of the enemy and is all but impervious to Dragon fire.;;;;;;;;;;;;;x
asur_artifact_bow_avelorn;Bow of Avelorn;;;;;;;;;;;;;x
asur_artifact_bow_avelorn_desc;Warriors of Avelorn use these enchanted bows to slay their foes with volleys of flaming arrows.;;;;;;;;;;;;;x
asur_artifact_lion_cloak;White Lion Cloak;;;;;;;;;;;;;x
asur_artifact_lion_cloak_desc;The fur of a slain war lion is worn both as a sign of status and for protection from enemy arrows.;;;;;;;;;;;;;x
asur_artifact_leaping_gold_blade;The Blade of Leaping Gold;;;;;;;;;;;;;x
asur_artifact_leaping_gold_blade_desc;With this sword, Alcandor of Cothique singlehadndedly held the gates of Tor Estara for seven days. Mentheus, right hand of Morvael the Impetuous, wielded it until his death upon the walls of Anlec, having spilled more Dark Elf blood than any other since the time of Tethlis the Slayer. An ordinary blade would be dulled by such a roster of endless war, but this sword has never lost its edge. To the valiant, it lends supernatural speed and vigour but to the craven and corrupt, it brings only swift death.;;;;;;;;;;;;;x
asur_artifact_reaver_bow;The Reaver Bow;;;;;;;;;;;;;x
asur_artifact_reaver_bow_desc;Imollar was a noble of Ellyrion, and a marksman of considerable note. It was said his arrows could fly true through stormy winds and still find their mark, even if he took but a moment to aim. Upon hearing this, Arathion, himself a skilled archer - and one burdened by a surfeit of pride - challenged Imollar, a fellow noble of Ellyrion, to an archery contest, staking as a prize the Reaver Bow. So it was nobles from across Ulthuan bore witness to a contest not seen again for generations. As the final arrow found its mark, Imollar was crowned as the greatest archer of all, and Arathion discovered humility - along with the folly of staking his family's treasured heirlooms as wagers in a contest of pride;;;;;;;;;;;;;x
asur_artifact_shadow_armour;Shadow Armour;;;;;;;;;;;;;x
asur_artifact_shadow_armour_desc;The Shadow Armour was crafted with skills now lost to the High Elves. Some believe it was forged in the hidden camps of Shadow Warriors, whilst others hint it is not Elf make at all, but a gift from Loec, the trickster god. The shimmering armour weighs almost nothing and exist somewhere between the real world and that of magic, allowing its wearer to pass all but unseen by mortal eyes. First to don it was Prince Telmakador, one of the handful of nobles who saw Aethis' reign for the folly it was and fought a bitter campaign of ambush and sabotage against the Dark Elves as the Phoenix Court descended into complacency. Many times did Aethis' agents seek Telmakador's arrest, but each time he was thought cornered, he melded into the darkness and slipped away.;;;;;;;;;;;;;x
asur_artifact_merwyrm_shield;Shield of the Merwyrm;;;;;;;;;;;;;x
asur_artifact_merwyrm_shield_desc;In the murky deeps far below Lothern's Emerald Gate slumbers Amanar, ancient protector of the city. Only in hours of greatest need does the merwyrm rouse and rise to the surface to consume those who would bring about Lothern's ruin. The records kept in the Glittering Tower tell that Amanar has manifested but three times in recorded history. The first was during the Daemon invasion, where he swallowed a whole legion that laid siege to the city. The second came during the Sundering, where his broad back held Lothern high above the tidal waves that swamped Ulthuan. The third, and to date final, appearance of Amanar came during the Great Incursion. With a great sweep of his tail, he scattered much of the Dark Elf army. Then, ignoring the pinpricks of their blades, he turned and bore the Black Ark Intolerable Delight beneath the waves, never to be seen again. No sight has been of Amanar since that day, but a single great scale was recovered after the battle was done, which now forms the unbreakable heart of this shield.;;;;;;;;;;;;;x
asur_artifact_golden_crown_atrazar;Golden Crown of Atrazar;;;;;;;;;;;;;x
asur_artifact_golden_crown_atrazar_desc;No mere gemstones are set about this circlet, but brilliantly polished shards taken from waystones all across Ulthuan. Thus can the bearer of the Golden Crown draw upon the magics of the Great Vortex to guard himself from harm. Few wear the Golden Crown for long, however, for the souls of the dead hang heavy about its brow, and their whispered praises and encouragements would inflate the wearer's pride to epic proportions, driving even the noblest mortal into a dangerous, self-obsessing madness.;;;;;;;;;;;;;x
asur_artifact_moranion_wayshard;Moranion's Wayshard;;;;;;;;;;;;;x
asur_artifact_moranion_wayshard_desc;In the days of his youth, Moranion - of Athel Tamarha - wandered the realm of Yvresse as one of its Mistwalkers. Few could tread the fog-wreathed paths so surely as he, for he bore a wayshard attuned to the great watchstone at the realm's heart. Thus did Moranion walk the Daemon-haunted mists as easily he would have done under clear skies, leading ambushes of spear and bow to destroy the invaders. Though Moranion now sleeps eternally, his wayshard still glimmers with poer. Those who can unlock its secrets will never again find themselves lost, no matter how far they might stray.;;;;;;;;;;;;;x
asur_artifact_khaine_ring_fury;Khaine's Ring of Fury;;;;;;;;;;;;;x
asur_artifact_khaine_ring_fury_desc;Khaine once had eight rings, or so the legends tell. Hekarti, Goddess of Magic, designed each of them to embody a single Wind of Magic. Vaul, the Godsmith, wrought them with all his cunning, binding to each a glittering gemstone that shone with the power of the winds. Khaine was much pleased with these gifts, for they gave him a mastery of magic which he had never before known. Yet the Lord of Murder was not to keep his prizes for long. \n \n Neither Hekarti nor Vaul had any love for Khaine, and had fashioned the rings out of fear of reprisal, rather than for filial duty. Moreover they worried for how the godly balance of power would be altered by what they had done. Thus did Hekarti and Vaul, whose love for each other could have filled only the very meanest of vessels, then conspire together to see Khaine divested. So did they tell Atharti, the Lady of Desire and most covetous of all the divine host, of Khaine's new treasures, hoping she would distract the Lord of Murder long enough for the rings to be reclaimed. Atharti immediately resolved to take the rings for her own, but Khaine would not part with them, no matter what seductive wiles she brought to bear. Eventually, they came to blows and, in the process, the rings were lost. To the great dismay of all who sought them, the rings had fallen into the mortal world, where Asuryan's law forbade the gods from treading. Over the centuries that followed, only one ring has been found, the black iron Ring of Fury. It has been brought to the battlefield only at times of greatest need, for no one wields the power of the gods lightly. Fewer still find it wise to so openly taunt the Lord of Murder with his loss...;;;;;;;;;;;;;x
asur_artifact_sunfire_gem;Gem of Sunfire;;;;;;;;;;;;;x
asur_artifact_sunfire_gem_desc;Bound within this brilliant jewel is the angry essence of Angranir, greatest of the Flamespyre Phoenixes. During the civil war, Angranir was struck down by sorceries meant for Caledor, and neither Priestess of Isha nor learned physician could heal him. So it was that Aeldamar, High Mage of Tiranoc, was instructed to save Angranir's spirit, so that the noble bird's light could bring hope to Ulthuan for years to come. Alas, by then, all that remained of Angranir was a burning brand of magic which, while formidable of temperament, now lacked any of the firebird's intelligence or majesty. Nonetheless, Aeldamar did as he was bid, and preserved the enchanted flame within a many-faceted topaz. Mindless still, Angranir's fire lends its heat to the fires wielded by the bearer.;;;;;;;;;;;;;x
asur_artifact_beard_cloak;Cloak of Beards;;;;;;;;;;;;;x
asur_artifact_beard_cloak_desc;To many High Elves, the Cloak of Beards is a relic of an unhappy hour. But, for a few, notably those whose ancestors fought in Caledor II's final battle against Gotrek Starbreaker, it is a valued reminder of the perfidiousness of Dwarfs. This latter group ensure that the Cloak of Beards is never lost: indeed, with every generation, it grows longer and more fulsome, as more beards are seized and woven into its folds. Now, its power is such that its mere presence subverts prideful Dwarfen works - even runes cease to function.;;;;;;;;;;;;;x
asur_artifact_book_hoeth;Book of Hoeth;;;;;;;;;;;;;x
asur_artifact_book_hoeth_desc;The Book of Hoeth is one of Saphery's most treasured artefacts. The very first pages are laid down in the hand of Bel-Korhadris himself, and every subsequent entry bears the seal of the greatest Loremaster of his time. Yet a great many of the Book of Hoeth's pages remain blank, for the scholars of the White Tower are aware that even their knowledge has limits, boundaries that must be driven back if a complete mastery of magic is to be achieved.;;;;;;;;;;;;;x
asur_artifact_world_dragon_banner;The Banner of the World Dragon;;;;;;;;;;;;;x
asur_artifact_world_dragon_banner_desc;Elven legends tell that Draugnir, Father of Dragons, was welcomed in Asuryan's court as an equal, for mortal Elves and gods alike were awestruck by his might and nobility. Alas, not all the Elven pantheon were so enamoured. Anath Raema, sister to Khaine and goddess of the savage hunt, saw him as nothing more than an upstart beast to be harried and hunted as any other. \n \n Taking up her spear, she pursued the Dragon through the heavens. The contest that followed shook the world to its core, rousing even wise Asuryan from contemplation. The Creator halted the battle, but came too late to save Draugnir, whose wounds were beyond healing. \n With a single word, Asuryan banished Anath Raema to the Mirai forevermore. From the corpse of his fallen friend, he worked to create a new land where Elves and Dragons could live in peace, beyond the jealousies of the gods. From Draugnir's bones, he forged Ulthuan's mountains, and from the Dragon's flesh he created its broad plains. Draugnir's glittering scales Asuryan gave into the keeping of Isha. She, in turn, passed them to her mortal children, the Elves, who wrought many fabulous works with them, chief amongst them a mighty standard, woven with silver and hung with gems of all shapes and hues. \n \n This Banner of the World Dragon endures to this day, a reminder not only of the bond between the Elves and Dragons, but also of that which binds both races to their ancestral home.;;;;;;;;;;;;;x
asur_artifact_great_eagle_mount;Great Eagle;;;;;;;;;;;;;x
asur_artifact_great_eagle_mount_desc;The Great Eagles of Ulthuan have always been firm allies to the Elves. The histories tell that the two races have fought in one another's cause since the time of the Daemon invasion, but legend carries the friendship even deeper into the past. Indeed, in some tales, it was Talyn, King of the Eagles, who bore Ereth Khial away to the Underworld at Asuryan's command. \n \n Like the High Elves, Great Eagles are haughty creatures who long remember insults, and do not suffer foolish company gladly. When Asur armies assemble, the noble Eagles too join the battle. They swoop down upon the crew of enemy war machines, tearing them apart with powerful talons before using mighty wings to glide swiftly away.;;;;;;;;;;;;;x
asur_artifact_flamespyre_phoenix_mount;Flamespyre Phoenix;;;;;;;;;;;;;x
asur_artifact_flamespyre_phoenix_mount_desc;The Phoenixes of Ulthuan dwell amongst the Flamespyres - great alabaster pillars of rock that stand sentinel about the Shrine of Asuryan. These constantly burn with magical flame, for Aqshy gusts about these rocks as it is drawn inexorable towards the Isle of the Dead. Yet Ashqy has left its mark on more than the silent stones. Over generations, the Phoenixes of the Flamespyres have become attuned to fire magic, harnessing it at whim.;;;;;;;;;;;;;x
asur_artifact_frostheart_phoenix_mount;Frostheart Phoenix;;;;;;;;;;;;;x
asur_artifact_frostheart_phoenix_mount_desc;As a Flamespyre Phoenix ages, its body cools, amd even begins to sap heat from its surroundings. Finally the plumage that once blazed with fire grows heavy with frost and ice. Once this occurs, the Phoenix must leave the Flamespyres, for the chill that surrounds it causes agony in its brightly burning kin. Most such Frostheart Phoenixes dwell in lonely exile crags about the Eataine coast, until their bodies finally freeze solid, to leave curious frozen statues along the crags and cliff tops. Others return to the Shrine of Asuryan, to offer their final days in service as war-steeds.;;;;;;;;;;;;;x
asur_artifact_tiranoc_chariot;Tiranoc Chariot;;;;;;;;;;;;;x
asur_artifact_tiranoc_chariot_desc;The Asur of Tiranoc are an adventurous people, proud of their fighting traditions, and deeply embittered by the wars that have ravaged their realm. When the Phoenix King calls his subjects to war, the fiery knights of Tiranoc are always among the first ot answer, riding to battle at the head of a might chariot host. Spear-points and healms gleam in the light of the rising sun, and the ground trembles beneath thundering hooves. Banners of white, gold and blue stream in the wind. As one, the charioteers give voice to the battle hyym of Tiranoc, a rousing and beautiful anthem, sung at the mustering of the host since ancient times.;;;;;;;;;;;;;x
asur_silverite_sword;Silverite Sword;;;;;;;;;;;;;x
asur_ithilmar_sword;Ithilmar Blade;;;;;;;;;;;;;x
asur_silverite_spear;Silverite Spear;;;;;;;;;;;;;x
asur_ithilmar_spear;Ithilmar Lance;;;;;;;;;;;;;x
asur_silverite_axe;Silverite Axe;;;;;;;;;;;;;x
asur_ithilmar_battleaxe;Ithilmar Battle-Axe;;;;;;;;;;;;;x
asur_silverite_armour;Silverite Armour;;;;;;;;;;;;;x
asur_artifact_ithilmar_armour;Ithilmar Armour;;;;;;;;;;;;;x
asur_artifact_dragon_armour;Dragon Armour;;;;;;;;;;;;;x
asur_artifact_shadow_armour;Shadow Armour;;;;;;;;;;;;;x
#
# BEASTMAN ARTIFACTS
#
#
# GENERIC BEASTMAN
#
beastmen_artifact_chaos_armour;Bestial Chaos Armour;;;;;;;;;;;;;x
beastmen_artifact_chaos_armour_desc;A gift from the Chaos Gods themselves, this armour is comparable to Dwarven Gromril, indeed, such is its strength that only weapons of Arcane origins stand a chance of penetrating this hellish plate. Ornate and weirdly wrought, it is forged from unknown materials that seem to writhe and change before a foeman's very eyes.;;;;;;;;;;;;;x
