#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
# Last Edit: 11.16.17 -Komioski
#####################
# BRETONNIAN EVENTS #
#####################
#namespace = BRETONNIA;;;;;;;;;;;;;;;
EVTDESCBRETONNIA.23;You know you are not the bravest of knights, but you do try your best. On a solitary ride through the countryside you come across one of your men-at-arms, his weapon sundered, his shield split and his chest carved open. He manages to gasp out an account between fits of coughing, and before he passes you eventually discern that a Norscan berserker had wandered out of the wilderness, raving and cursing in a crude language and slaughtering anyone he sees. He has already slain twenty good men single-handedly, and judging by the screams just over the hill, he's not far off...;;;;;;;;;;;;x
EVTOPTBRETONNIA.24.a;Away with that, temptress! Just water for me from now on.;;;;;;;;;;;;x
EVTOPTBRETONNIA.24.b;I could indulge myself just once more...;;;;;;;;;;;;x
EVTDESCBRETONNIA.24;You are not the purest or most abstinent of knights, so life is a daily challenge to meet the lofty ideals you hold. One night you and your retinue arrive in a decent tavern to rest after your latest efforts, and soon after you take a seat a barmaid arrives to serve. Tired and deprived, you feel especially appreciative at the sight of the pitcher of wine balanced on her hip, and her warm inviting smile...;;;;;;;;;;;;x
EVTOPTBRETONNIA.25.a;*restrain yourself* Be on your way, peasant...;;;;;;;;;;;;x
EVTOPTBRETONNIA.25.b;I'll horsewhip you from here to Cathay, you foul peasant!;;;;;;;;;;;;x
EVTDESCBRETONNIA.25;While passing through the countryside, you proceed past a filthy family of mud-scrabbling peasants. They drop their loads and fall to the ground with eyes averted as you pass by, but you can hardly believe it when one particularly malodorous one looks you directly in the eye!;;;;;;;;;;;;x
EVTOPTBRETONNIA.26.a;Well met, Sir Knight! I am ready for the challenge!;;;;;;;;;;;;x
EVTDESCBRETONNIA.26;You can't believe it... one day while riding in the woods, the Green Knight appears. This is the final test! If you prove worthy and defeat him, the Lady of the Lake will appear and allow you to sip from the Holy Grail!;;;;;;;;;;;;x
EVTDESCBRETONNIA.27;It... it's finally happening! The Lady of the Lake appears before you, her grace and beauty beyond compare. Purified from your trials she allows you to sip from the Grail, and you feel vitality and strength flow into you!;;;;;;;;;;;;x
EVTDESCBRETONNIA.3;You have become maimed, and can no longer carry on the questing life. It is time to return to your castle, and focus on strengthening your own lands with the rest of your strength.;;;;;;;;;;;;x
EVTOPTBRETONNIA.30.c;I care nothing for what my vassals think!;;;;;;;;;;;;x
EVTOPTBRETONNIA.31.a;Yes, I rule with the Lady's Blessing.;;;;;;;;;;;;x
bretonnia31B;No, but I will continue questing for it!;;;;;;;;;;;;x
EVTOPTBRETONNIA.31.c;I care nothing for what my vassals think!;;;;;;;;;;;;x
EVTDESCBRETONNIA.31;Seven years have passed - have you become a Grail Knight?;;;;;;;;;;;;x
EVTDESCBRETONNIA.32;Rumours reach you that the new ruler of Bretonnia has succeeded in the Grail Quest, and now rules with the blessing of the Lady of the Lake.;;;;;;;;;;;;x
EVTDESCBRETONNIA.33;Rumours reach you that the new ruler of Bretonnia has failed in his Grail Quest, but has decided to rule on without the blessing of the Lady of the Lake. This is almost certain to start a civil war in that realm...;;;;;;;;;;;;x
EVTDESCBRETONNIA.34;Rumours reach you that the new ruler of Bretonnia is having difficulty completing his grail quest, but is still determined to quest on until he succeeds.;;;;;;;;;;;;x
EVTDESCBRETONNIA.4;You have quested for a long time now, perhaps it is time to return home and see to your responsibilities there?;;;;;;;;;;;;x
EVTOPTBRETONNIA.6.b;No, I seek greater glories than mere trolls!;;;;;;;;;;;;x
EVTDESCBRETONNIA.6;While searching for local challenges, you come across an unusual story. Sheep and peasants have gone missing, and despite repeated punishments the shepherds insist they are not lacking in their duties. They claim a foul beast, as tall as a house and reeking like a tannery lurks in the hills, periodically emerging to devour whatever it can catch. After some conference with your retainers you determine it could very well be a troll! Do you want to investigate?;;;;;;;;;;;;x
EVTOPTBRETONNIA.7.b;No, wait... what if there is a dragon over there instead?;;;;;;;;;;;;x
EVTDESCBRETONNIA.7;After a week of searching, you finally come upon some troll tracks which lead to a dark cave which emanates horrendous smells and sounds. It seems there are more than one after all. Girding yourself as best as you are able, you light some torches and prepare to destroy this threat to the local community.;;;;;;;;;;;;x
EVTOPTBRETONNIA.8.a;I dedicate this victory to the Lady!;;;;;;;;;;;;x
EVTDESCBRETONNIA.8;Your band marches into the troll lair, and though they are strong and ferocious opponents they are no match for your superior knightly valour. Swords cut them to pieces, torches and oil cauterise their wounds, and faith wreathes you like an unbreakable barrier. After slaying half a dozen of them, you take a moment to rest and examine the lair. Though trolls are usually far too stupid to gather treasure and are more likely to simply eat it, for whatever reason these ones had a small pile of loot. Perhaps it was dessert?;;;;;;;;;;;;x
EVTOPTBRETONNIA.9.a;Men, advance in the other direction - quickly!;;;;;;;;;;;;x
EVTDESCBRETONNIA.9;Your band marches into the troll lair, full of pride and zeal, but quickly find yourselves in trouble! Six trolls loom out of the darkness like living nightmares, snatching your retainers up into their maws and ignoring the few wounds you manage to inflict. You are hard pressed to make it back to the exit alive!;;;;;;;;;;;;x
bretonnia35desc;It... it's finally happening! The Lady of the Lake appears before you, her grace and beauty beyond compare. She let's you sip from the grail, but it is not the invigorating and life changing experience you had heard it would be. But, surely you feel... something?;;;;;;;;;;;;x
bretonnia35A;I... I think I feel a little more holy now?;;;;;;;;;;;;x
bretonnia35B;It was the true holy grail, it must have been!;;;;;;;;;;;;x
bretonnia35C;No, this isn't right. I must continue questing!;;;;;;;;;;;;x
bretonnia36desc;There have been some doubts cast on your vision of the Lady and the Holy Grail. You do not have the aura that other grail knights have, nor did the Green Knight appear to challenge you.;;;;;;;;;;;;x
bretonnia36A;They weren't there - it happened! Maybe the Grail is simply different for each man?;;;;;;;;;;;;x
bretonnia37desc;Rumours reach you that the new ruler of Bretonnia has supposedly completed his grail quest, but there are doubts as to whether or not it was the real Grail. This will make his rule a troubled one, no doubt.;;;;;;;;;;;;x
#
DR_bretonnia_son_dies_battle_knight_errant;Several former Knight Errants have recently returned home after completing their questing duties, and they bring news most grave. Your child, [From.GetTitledFirstName], was killed by a group of beastmen during an extremely dangerous mission in southern Bretonnia. They assure you that [From.GetSheHe] faced the foul beasts with bravery and tried [From.GetHerHis] best before [From.GetSheHe] was killed by their overwhelming number.;;;;;;;;;;;;x
DR_bretonnia_son_dies_battle_knight_errant_opt;My son... he died a hero...;;;;;;;;;;;;x
DR_bretonnia_son_returns_ambitious_knight_errant;[From.GetTitledFirstName] has returned from his quest as Knight Errant as a changed being. [From.GetSheHe] is more ambitious and more knowledgeable in matters of war. It seems the time spent as a Knight Errant did [From.GetHerHim] good.;;;;;;;;;;;;x
DR_bretonnia_son_returns_ambitious_knight_errant_opt;Did you bring any riches home with you?;;;;;;;;;;;;x
DR_bretonnia_son_returns_drunk_knight_errant;After many years in service, [From.GetTitledFirstName] has finally finshed his duties as a as Knight Errant and returned home. Your child is a changed being, however. [From.GetSheHe] now spends whole afternoons drinking, and stinks of ale, no longer listening to your fatherly advices.;;;;;;;;;;;;x
DR_bretonnia_son_returns_drunk_knight_errant_opt;I knew something bad was going to happen!;;;;;;;;;;;;x
DR_bretonnia_son_returns_better_knight_errant;[From.GetTitledFirstName] has finally returned home after a long and successful journey as Knight Errant! [From.GetSheHe] learned much from his battles against the enemies of the Lady and Bretonnia, alongside fellow knights!.;;;;;;;;;;;;x
DR_bretonnia_son_returns_better_knight_errant_opt;Tell me about your missions!;;;;;;;;;;;;x
DR_bretonnia_son_returns_drunkard_knight_errant;After many years in service, [From.GetTitledFirstName] has finally left the Fighter's Guild and returned home. Your child is a changed being, however. [From.GetSheHe] stinks of .;;;;;;;;;;;;x
DR_bretonnia_son_returns_drunkard_knight_errant_opt;I knew something bad was going to happen!;;;;;;;;;;;;x
DR_bretonnia_son_returns_depressed_knight_errant;[From.GetTitledFirstName] has returned from his duties as a Knight Errant, but [From.GetSheHe] refuses to speak of [From.GetHerHis] experiences during them. You know [From.GetSheHe] took part in several battles and killed uncountable bandits, beastmen and orcs, but instead of reveling in the glory of [From.GetHerHis] accomplishments, [From.GetFirstName] is plagued by nightmares and jumps at sudden sounds.;;;;;;;;;;;;x
DR_bretonnia_son_returns_depressed_knight_errant_opt;Strange...;Étrange...;Seltsam...;;Extraño...;;;;;;;;;;;;x
DR_bretonnia_son_returns_experienced_knight_errant;A mysterious knight clad in strange armour approaches your throne, and before [From.GetSheHe] can be contained, the strange warrior relieves your guard of [From.GetHerHis] spear in a swift, fluid motion and tosses it aside. Other guards hurry forward, but you raise your hand to stop them. The stranger is [From.GetTitledFirstName], at last returned from his duties as Knight Errant!;;;;;;;;;;;;x
DR_bretonnia_son_returns_experienced_knight_errant_opt;[From.GetFirstName]! You've... changed!;;;;;;;;;;;;x
DR_bretonnia_son_returns_lowborn_wife_knight_errant;[From.GetTitledFirstName] has come back from his duties as Knight Errant, but [From.GetSheHe] is not alone. [From.GetSheHe] has saved a nobleborn lady during his quests and brought her with him. Though of a lesser noble bloodline, this woman seems to be of a perfect breed, a nice addition to our lineage!;;;;;;;;;;;;x
DR_bretonnia_son_returns_lowborn_wife_knight_errant_opt;To each [From.GetHerHis] own;;;;;;;;;;;;x
DR_bretonnia_son_returns_with_gold_knight_errant;[From.GetTitledFirstName] has at last returned from his Errantry Tour with a carriage filled with the spoils of [From.GetHerHis] quests! Apparently being a Knight Errant is very profitable business. Your child insists on sharing these riches with you, [From.GetHerHis] loving father.;;;;;;;;;;;;x
DR_bretonnia_son_returns_with_gold_knight_errant_opt;[From.GetFirstName], you make me proud!;;;;;;;;;;;;x
DR_bretonnia_son_returns_wounded_knight_errant;A frail, robed character is led into your throne room, and your guards explain that [From.GetSheHe] just arrived on a carriage. The character would only speak your name over and over again, and so [From.GetSheHe] was brought to you. To your horror, you recognize [From.GetHerHim] at last as [From.GetTitledFirstName]!;;;;;;;;;;;;x
DR_bretonnia_son_returns_wounded_knight_errant_opt;My son, what has happened to you!?;;;;;;;;;;;;x
DR_bretonnia_son_return_knight_errant;Upon learning of the death of your father, you left your Errantry Tour and departed for home on a carriage filled with gold from your glorious accomplishments. It was a long and perilous journey back, but your feet are now firmly planted on the soil of the land that is your birthright. The throne is yours.;;;;;;;;;;;;;x
DR_bretonnia_son_return_knight_errant_opt;It's a sad moment. But it's good to finally be back home.;;;;;;;;;;;;;x
DR_bretonnia_son_wants_knight_errant;Your child, [From.GetTitledFirstName], has decided to set out on an Errantry Tour in order to prove [From.GetHerHis] his honour as a true Bretonnian! Although [From.GetSheHe] will no doubt gain both glory and valuable battle experience as a Knight Errant, there will be many dangerous quests that could well cost [From.GetHerHis] life.;;;;;;;;;;;;x
DR_bretonnia_son_wants_knight_errant_accept;Go forth, son, for the Lady!;;;;;;;;;;;;x
DR_bretonnia_son_wants_knight_errant_deny;I will not allow it!;;;;;;;;;;;;x
DR_bretonnia_become_knight_siege;The camp was attacked last night. It seems the besieged are growing desperate with their tactics. Most of the men were caught by surprise but not you... you were not only ready to fight, but rallied some men around you and excelled during in combat. A deed worthy of a Knight of the Realm!;Le camp a été attaqué la nuit dernière, lors d'une sortie désespérée des assiégés. De nombreux hommes furent pris par surprise, mais pas vous... vous étiez non seulement prêt à vous battre, mais vous avez également rallié quelques hommes autour de vous et avez excellé durant la bataille. Un chevalier offre de vous oindre sur le champ !;;;El campamento fue atacado ayer por la noche en una salida desesperada de los sitiados. La mayoría de los hombres fueron cogidos por sorpresa, pero no tú... No sólo estabas presto a luchar, formaste con algunos hombres a tu alrededor y sobresaliste durante la batalla. ¡Uno de los caballeros se ofreció a ungirte en el acto!;;;;;;;;;;;;x
DR_bretonnia_become_knight_battle;The enemy is flanking! You rallied some men around you and organized a great counter-charge, breaking the flanking enemies. A deed worthy of a Knight of the Realm!;L'ennemi a tenté de vous prendre par les flancs. Vous avez rallié de nombreux hommes et avez excellé durant les combats. Un chevalier offre de vous oindre sur le champ !;;;¡Nos flanquean! Tras reunir a algunos hombres a tu alrededor y destacar durante los combates, uno de los caballeros se ofrece a ungirte en el acto!;;;;;;;;;;;;x
EVTOPTADR_bretonnia_become_knight;Finally, some recognition of my abilities. For the Lady and the King!;Enfin un peu de reconnaissance pour mes capacités, je serai un fameux chevalier !;;;¡Al fin un reconocimiento de mis capacidades, seré un caballero famoso!;;;;;;;;;;;;x
EVTOPTCDR_bretonnia_become_knight;May the Lady guide my path!;;;;;;;;;;;;x
tntch;Believed in Me;;;;;;;;;;;;x
DR_bretonnia_tournament1011T;The Finals;;;;;;;;;;;;x
DR_bretonnia_tournament1011;You were able to make it into the finals. Although, the tournament and its ups and downs, you feel ready to win the whole thing!;;;;;;;;;;;;x
DR_bretonnia_tournament1011A;I will be victorious!;;;;;;;;;;;;x
DR_bretonnia_tournament1012;You were able to make it into the finals. The tournament favourite [From.GetTitledFirstName] made it into the finals as expected. All eyes will be fixated on you and the monster they call [From.GetFirstNameWithNick].;;;;;;;;;;;;x
DR_bretonnia_tournament1012A;Time to fight fate.;;;;;;;;;;;;x
DR_bretonnia_tournament1100;[From.GetTitledFirstName] dodged your strike and rushed in from the side. [From.GetTitledFirstName] managed to strike you with a swift and powerful blow.;;;;;;;;;;;;x
DR_bretonnia_tournament1100A;I am hit.;;;;;;;;;;;;x
DR_bretonnia_tournament1100B;That bastard managed to cut me.;;;;;;;;;;;;x
DR_bretonnia_tournament1100C;I have been knocked off my horse.;;;;;;;;;;;;x
tnt_counter_attack;Your opponent charges back at you.;;;;;;;;;;;;x
tnt_final;Final clash that will determine the winner;;;;;;;;;;;;x
DR_bretonnia_tournament1300;[From.GetTitledFirstName] stops [From.GetHerHis] might stallion. You and [From.GetTitledFirstName] glare at each other for a good second. You both know that the next clash will be the determine the victor. Your horse's hooves glide through the sand and your grip tightens.\n\nFor sixty days, you and the greatest warriors of [TopLiege.Root.PrimaryTitle.GetFullName] have been giving your all in the arena. Every melee you have won will mean nothing, if you were to fall right now. This one final clash will determine your position in the history books.\n\nOne on one, the stage is set, this is your moment.;;;;;;;;;;;;x
DR_bretonnia_tournament1300A;The glory will be mine!;;;;;;;;;;;;x
DR_bretonnia_tournament1300T;Final Showdown;;;;;;;;;;;;x
DR_bretonnia_tournament1013;It is time for the finals! Who will win the tournament?\n\n\n[FromFrom.GetTitledFirstName], the overwhelming crowd favourite?\nOr [From.GetTitledFirstName], the underdog who have been absolutely killing in the melee.\n\nPlace your bets now! Cheer for your champion! And please hold on to your hats!\n\n\nLet the Finals Commence!;;;;;;;;;;;;x
DR_bretonnia_tournament1013A;Bet on the favourite, [FromFrom.GetFirstNameWithNick];;;;;;;;;;;;x
DR_bretonnia_tournament1013B;Bet on the underdog, [From.GetFirstNameWithNick];;;;;;;;;;;;x
DR_bretonnia_tournament1013C;Cheer for [FromFrom.GetFirstNameWithNick]!;;;;;;;;;;;;x
DR_bretonnia_tournament1013D;Cheer for [From.GetFirstNameWithNick]!;;;;;;;;;;;;x
DR_bretonnia_tournament1013E;Just cheer on!;;;;;;;;;;;;x
DR_bretonnia_tournament1014T;The Results;;;;;;;;;;;;x
DR_bretonnia_tournament1014;The final match was undoubtedly enjoyable and adding a little gambling to the mix made brought it to another level.;;;;;;;;;;;;x
DR_bretonnia_tournament1014A;Money!;;;;;;;;;;;;x
DR_bretonnia_tournament1014B;I am a great gambler.;;;;;;;;;;;;x
DR_bretonnia_tournament1014C;Maybe I will win some money next time.;;;;;;;;;;;;x
tntmr;Cheered On;;;;;;;;;;;;x
tntmr_desc;The crowd is cheering for this character to win the finals.;;;;;;;;;;;;x
EVTDESC70034;[From.GetTitledName] has been crowned the winner of the grand tournament.;;;;;;;;;;;;x
EVTDESC70035;[From.GetTitledName]'s bravery won [From.GetHerHim] second place in the grand tournament.;;;;;;;;;;;;x
holding_epic_tournament;Holding a Tournament;;;;;;;;;;;;x
tournament_winner;Tournament Winner;;;;;;;;;;;;;x,, ,,,,;;;;;;;;;;;;;
tournament_winner_desc;This character has won a prestigious tournament.;;;;;;;;;;;;;x,, ,,,,;;;;;;;;;;;;;
tournament_holder;Tournament Holder;;;;;;;;;;;;;x,, ,,,,;;;;;;;;;;;;;
tournament_holder_desc;This character loves tournaments and loves organising one even more.;;;;;;;;;;;;x
EVTDESCtourney.1;The ravens are ready to be sent forth notifying Knights and Lords alike of the Tourney of [Root.Capital.GetName]. How big shall this tourney be?;;;;;;;;;;;;;x
EVTOPTAtourney.1;A small local tourney will suffice;;;;;;;;;;;;;x
TOOLTIPtourney.1LOCAL;Knights and Lords residing near [Root.Capital.GetName] are invited\n;;;;;;;;;;;;;x
EVTOPTBtourney.1;A larger regional tourney;;;;;;;;;;;;;x
TOOLTIPtourney.1REGIONAL;All Knights and Lords of [This.GetName] are invited\n;;;;;;;;;;;;;x
EVTOPTCtourney.1;A grand tourney for all the realm!;;;;;;;;;;;;;x
TOOLTIPtourney.1GRAND;All Knights and Lords of the realm are invited\n;;;;;;;;;;;;;x
EVTOPTDtourney.1;I don't want to hold a tourney after all;;;;;;;;;;;;;x
EVTDESCtourney.2A;[Root.GetTitledFirstName] [Root.GetOnlyDynastyName], I hereby invite you to participate in the tourney of [From.Capital.GetName], where the Knights residing near [From.Capital.GetName] shall test their mettle.\n\n Regards,\n[From.GetFirstName] [From.GetOnlyDynastyName], [From.GetTitle] of [From.PrimaryTitle.GetName];;;;;;;;;;;;;x
EVTDESCtourney.2B;[Root.GetTitledFirstName] [Root.GetOnlyDynastyName], I hereby invite you to participate in the tourney of [From.Capital.GetName], where the best Knights and Lords of [tourney_kingdom.GetName] shall be invited to compete.\n\n Regards,\n[From.GetFirstName] [From.GetOnlyDynastyName], [From.GetTitle] of [From.PrimaryTitle.GetName];;;;;;;;;;;;;x
EVTDESCtourney.2C;[Root.GetTitledFirstName] [Root.GetOnlyDynastyName], I hereby invite you to participate in the Grand Tourney of [From.Capital.GetName], where the the finest Knights and Lords of all the realm shall be invited to find out who is the most gallant and able knight in the land.\n\n Regards,\n[From.GetFirstName] [From.GetOnlyDynastyName], [From.GetTitle] of [From.PrimaryTitle.GetName];;;;;;;;;;;;;x
EVTOPTC70000;This is below me;C'est au-dessous de mon niveau.;;;Está por debajo de mi nivel.;;;;;;;;;x
TOURNAMENTTITLE2;Tourney of [From.Capital.GetName];Tournoi de [From.Capital.GetName];;;Torneo de [From.Capital.GetName];;;;;;;;;x
TOURNAMENTTITLE3;Tourney of [Root.Capital.GetName];Tournoi de [Root.Capital.GetName];;;Torneo de [Root.Capital.GetName];;;;;;;;;x
TOOLTIPEVTOPTBarchery.2;You shall be informed of the results of all match-ups in the final rounds.;Vous serez informé de tous les résultats des duels dans les phases finales.;;;Usted será informado de los resultados de todos los emparejamientos en las rondas finales.;;;;;;;;;x
hold_a_epic_tournament_LP;Hold a Grand Tourney of [Root.Capital.GetName];Organiser un Grand Tournoi à [Root.Capital.GetName];;;Organizar un Gran Torneo en [Root.Capital.GetName];;;;;;;;;x
hold_a_epic_tournament_LP_desc;Let us hold a tournament the like of which is only rumoured. All Knights and Lords of the realm will gather at [Root.Capital.GetName];Permettez-nous d'organiser un tournoi comme nul pareil. Tous les Chevaliers et les Seigneurs du Royaume se rassembleront à [Root.Capital.GetName].;;;Organizaremos un Torneo que será recordado hasta el fin de los dias.  Todos los caballeros y Lords del Reino se daran cita en [Root.Capital.GetName];;;;;;;;;x
hold_a_epic_tournament_high_lord;Hold a regional Tourney;Organiser un Tournoi Régional;;;Organizar un Toreno Regional;;;;;;;;;x
hold_a_epic_tournament_high_lord_desc;Let us hold a jousting tournament for the Knights and Lords of our region in [Root.Capital.GetName];Permettez-nous d'organiser une joute pour les Chevaliers et Seigneurs de notre région à [Root.Capital.GetName].;;;Organizaremos un Torneo en el que se daran cita los caballeros y Lords de la región en [Root.Capital.GetName];;;;;;;;;x
tournament_invite_1;Let all Knights and Lords of the region be invited;Permettez à tous les Chevaliers et Seigneurs de la région d'être invités.;;;Permite que todos los caballeros y Lords de la región sean invitados;;;;;;;;;x
hold_a_epic_tournament_lord;Hold a local Tourney;Organiser un Tournoi Local;;;Organizar un Torneo Local;;;;;;;;;x
hold_a_epic_tournament_lord_desc;Let us hold a small tournament for local Knights and Lords in [Root.Capital.GetName];Permettez-nous d'organiser un tournoi pour les Chevaliers et les Lords des environs à [Root.Capital.GetName].;;;Organizaremos un Torneo en el que se daran cita los caballero y Lords locales;;;;;;;;;x
tournament_invite_2;Let all local Knights and Lords be invited;Permettez à tous les Chevaliers et Seigneurs des environs d'être invités.;;;Permite que todos los caballeros y Lords locales sean invitados;;;;;;;;;x
grand_tourny_1st_1;Grand Tournament Victories: 1;Victoires Grand Tournoi: 1;;;Victorias en Gran Torneo: 1;;;;;;;;;x
grand_tourny_1st_2;Grand Tournament Victories: 2;Victoires Grand Tournoi: 2;;;Victorias en Gran Torneo: 2;;;;;;;;;x
grand_tourny_1st_3;Grand Tournament Victories: 3;Victoires Grand Tournoi: 3;;;Victorias en Gran Torneo: 3;;;;;;;;;x
grand_tourny_1st_4;Grand Tournament Victories: 4;Victoires Grand Tournoi: 4;;;Victorias en Gran Torneo: 4;;;;;;;;;x
grand_tourny_1st_5;Grand Tournament Victories: 5+;Victoires Grand Tournoi: 5+;;;Victorias en Gran Torneo: 5+;;;;;;;;;x
grand_tourny_2nd_1;Grand Tournament Second Places: 1;Secondes places Grand Tournoi: 1;;;Segundas plazas en Gran Torneo: 1;;;;;;;;;x
grand_tourny_2nd_2;Grand Tournament Second Places: 2;Secondes places Grand Tournoi: 2;;;Segundas plazas en Gran Torneo: 2;;;;;;;;;x
grand_tourny_2nd_3;Grand Tournament Second Places: 3;Secondes places Grand Tournoi: 3;;;Segundas plazas en Gran Torneo: 3;;;;;;;;;x
grand_tourny_2nd_4;Grand Tournament Second Places: 4;Secondes places Grand Tournoi: 4;;;Segundas plazas en Gran Torneo: 4;;;;;;;;;x
grand_tourny_2nd_5;Grand Tournament Second Places: 5+;Secondes places Grand Tournoi: 5+;;;Segundas plazas en Gran Torneo: 5+;;;;;;;;;x
grand_tourny_3rd_1;Grand Tournament Third Places: 1;Troisièmes places Grand Tournoi: 1;;;Terceras plazas en Gran Torneo: 1;;;;;;;;;x
grand_tourny_3rd_2;Grand Tournament Third Places: 2;Troisièmes places Grand Tournoi: 2;;;Terceras plazas en Gran Torneo: 2;;;;;;;;;x
grand_tourny_3rd_3;Grand Tournament Third Places: 3;Troisièmes places Grand Tournoi: 3;;;Terceras plazas en Gran Torneo: 3;;;;;;;;;x
grand_tourny_3rd_4;Grand Tournament Third Places: 4;Troisièmes places Grand Tournoi: 4;;;Terceras plazas en Gran Torneo: 4;;;;;;;;;x
grand_tourny_3rd_5;Grand Tournament Third Places: 5+;Troisièmes places Grand Tournoi: 5+;;;Terceras plazas en Gran Torneo: 5+;;;;;;;;;x
normal_tourny_1st_1;Regional Tournament Victories: 1;Victoires Tournoi Régional: 1;;;Victorias en Torneo Regional: 1;;;;;;;;;x
