reiksguard.19;Homecoming;;;;;;;;;x
EVTDESC_reiksguard.19;Your [GetFromRelation] arrived this afternoon with a retinue in tow and a chest filled with gold.;;;;;;;;;x
EVTOPTA_reiksguard.19;I guess I should just be happy and not ask where it came from.;;;;;;;;;x
form_reiksguard;Reform the Reiksguard;;;;;;;;;x
form_reiksguard_desc;Reform the Emperor's personal bodyguards, the Reiksguard;;;;;;;;;x
distribute_runefangs;Distribute Runefangs;;;;;;;;;x
distribute_runefangs_desc;You have somehow managed to get more than one runefang and because you are generous, you can choose to redistribute them to their rightful owners.;;;;;;;;;;;;x
# Halfling Pie Week
passover_invitations_sent;You send out invitations to your Pie Week jubilee.;;;;;;;;;;;;;x
passover_accepted;You accept the invitation.;;;;;;;;;;;;;x
passover_declined;You decline the invitation.;;;;;;;;;;;;;x
EVTDESC_SoA_500;Pie eating and revelry amongst family and friends is seen as the highest form of praise for the Halfling patron godess Esmerelda, the goddess of home and hearth. Every year, in celebration of the upcoming harvest, the Halflings of the moot celebrate Esmerelda's gifts by holding a week of celebrating and appreciating the simple joy of pie.;;;;;;;;;;;;;x
EVTOPTA_SoA_500;Send the invitations.;;;;;;;;;;;;;x
EVTTOOLTIP_SoA_501;Invitations to the jubilee are sent.;;;;;;;;;;;;x
EVTDESC_SoA_501;You have been invited to join your liege, [From.GetBestName], at the Pie Week jubilee [From.GetSheHe] is hosting this year. The week-long celebration involves pie-eating contests, awards for the most delicious or most unique pie recipes, and general feasting and revelry. The holiday has understandably become one of the most widely celebrated aspects of Halfling culture and religious life outside The Moot.;;;;;;;;;;;;;x
EVTOPTA_SoA_501;How kind!;;;;;;;;;;;;;x
EVTOPTB_SoA_501;Unfortunately, I have other plans.;;;;;;;;;;;;;x
EVTDESC_SoA_502;[From.GetTitledFirstName] has refused your invitation to the Pie Week jubilee, claiming [From.GetSheHe] has other plans.;;;;;;;;;;;;;x
EVTOPTA_SoA_502;More for me, then!;;;;;;;;;;;;;x
EVTDESC_SoA_503;The Jubilee has begun, with pies of every variety and filling occupying huge tables in the banquet hall. Songs of home and hearth are sung in thanks to Esmerelda while rivers of beer and mead flow from enormous casks in the banquet hall.;;;;;;;;;;;;;x
EVTOPTA_SoA_503;I hope I have enough room for seconds!;;;;;;;;;;;;;x
EVTDESC_SoA_504;The jubilee of pies and drink lasts all day and night for the entire week, but all good things must end. Your vassals return home to digest, but most seem to agree that the pies and drink were worth the trip.;;;;;;;;;;;;;x
EVTOPTA_SoA_504;I'm stuffed!;;;;;;;;;;;;;x
EVTDESC_SoA_505;The jubilee of pies and drink lasts all day and night for the entire week, but all good things must end. You must return home to digest, but you and most of the other guests seem to agree that the pies and drink were worth the trip.;;;;;;;;;;;;;x
opinion_passover;Hosted Pie Week Jubilee;;;;;;;;;;;;;x
opinion_refused_passover;Refused to Join the Revelry;;;;;;;;;;;;;x
celebrate_passover;Host Pie Week;;;;;;;;;;;;;x
celebrate_passover_desc;While Halflings aren't seen to be an especially religious people, their only holiday of note, Pie Week, is notable for its near-universal observance among the Halflings of the Moot. If you invite the best pie-makers froun around the moot and invite your vassals, this year's Pie Week jubilee will be one to be remembered!;;;;;;;;;;;;;x
passover_celebrations;The preparations for this year's Pie Week begin.;;;;;;;;;;;;x
#
# namespace = empire
#
EVTDESC_EMPIRE_1;Emperor [From.GetBestName] reminds you about your duty to provide State with troops. What will be your response?;;;;;;;;;;;;;x
EVTOPT_EMPIRE_1A;It is my sacred duty!;;;;;;;;;;;;;x
EVTOPT_EMPIRE_1B;Turn back on your Emperor.;;;;;;;;;;;;;x
EVTDESC_EMPIRE_2;Your vassal [From.GetBestName] will provide Empire with [From.GetHerHis] troops in the time of need.;;;;;;;;;;;;;x
EVTDESC_EMPIRE_3;A traitor! Your vassal [From.GetBestName] didn't provide Empire with troops!;;;;;;;;;;;;;x
#
