#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
# Last Edit: 11.2.17 -Komioski
##################
# LAHMIAN EVENTS #
##################
lahmia50desc;You have continued to infiltrate the layers of high society around your mark, hosting lavish midnight balls and creating your own network of spies where your handmaidens manipulate and seduce the lesser actors in this game while you set the tune to which they dance. Your mark is in the palm of your hand, he will not refuse you anything. What shall you ask for? Perhaps your funds are tied up in a business venture and you need some gold to maintain your lifestyle? Or perhaps your dear fictional friend or relative has lands under threat, and could use some soldiers to help her out?;;;;;;;;;;;;x
lahmia50C;I must return home.;;;;;;;;;;;;x
lahmia50A;Manipulate him into giving you gold;;;;;;;;;;;;x
lahmia50B;Manipulate him into giving you troops;;;;;;;;;;;;x
lahmia51desc;While attending one of her lavish midnight balls, your dear friend, looking stunning as ever, asks to speak to you privately. She looks distraught and on the verge of tears. It seems her steward has tied her money up in a risky business venture, and she fears she cannot maintain her estate at all if she cannot find the funds elsewhere. She would be humiliated, thrown out of her home, and forced to live like a commoner. She looks at you appealingly, and asks if you can do anything to help her out of her predicament?;;;;;;;;;;;;x
lahmia51A;My dear lady, let it trouble you no longer. I will help.;;;;;;;;;;;;x
lahmia51B;No, I won't help with money.;;;;;;;;;;;;x
lahmia52desc;Your benefactor agrees to support your lifestyle with his own funds until yours are once more liquid, and you make sure he is well rewarded for his generosity.;;;;;;;;;;;;x
lahmia52A;This game continues to delight! Now I'll send these to my queen.;;;;;;;;;;;;x
lahmia52B;This game continues to delight!;;;;;;;;;;;;x
lahmia53desc;Your dear lady friend is delighted, and you are richly rewarded for your generosity over the coming days and weeks. You are pleased with yourself, as the city would be such a dull place without her stunning beauty, lavish parties and clever wit. She really is the centre of high society in many ways.;;;;;;;;;;;;x
lahmia53A;I couldn't let such a noble lady live like a commoner...;;;;;;;;;;;;x
lahmia54desc;Curses! Your mark is apparently not so easily manipulated... he refuses to help you with money, which makes him useless to you. All this work wasted... it is time to return home.;;;;;;;;;;;;x
lahmia54A;That arrogant mortal, I should rip his throat out...;;;;;;;;;;;;x
lahmia55desc;You refuse to help out the heiress with money, and despite her pleas, you leave the ball without helping her. The next day, you are informed that she has packed up and left the city.;;;;;;;;;;;;x
lahmia55A;Shame. I think I'll miss her.;;;;;;;;;;;;x
lahmia56desc;While attending one of her lavish balls, your dear friend, looking stunning as ever, asks to speak to you privately. She looks distraught and on the verge of tears. It seems a dear elderly aunt has lands that are under threat, and she doesn't know what to do to help. She looks at you appealingly, and asks that if you are powerful enough to send some troops to her aid?;;;;;;;;;;;;x
lahmia56A;I will outfit an expedition immediately to clear her lands!;;;;;;;;;;;;x
lahmia56B;No, I won't help with troops.;;;;;;;;;;;;x
lahmia57desc;Your benefactor agrees to send troops to your endangered relative, and you make sure he is well rewarded for his generosity.;;;;;;;;;;;;x
lahmia57A;This game continues to delight! Now I'll send these to my queen.;;;;;;;;;;;;x
lahmia57B;This game continues to delight!;;;;;;;;;;;;x
lahmia58desc;Your dear lady friend is delighted, and you are richly rewarded for your generosity over the coming days and weeks. You are pleased with yourself, as the city would be such a dull place without her stunning beauty, lavish parties and clever wit. She really is the centre of high society in many ways.;;;;;;;;;;;;x
lahmia58A;I couldn't let such a noble lady be distraught;;;;;;;;;;;;x
lahmia59desc;Curses! Your mark is apparently not so easily manipulated... he refuses to help you with troops, which makes him useless to you. All this work wasted... it is time to return home.;;;;;;;;;;;;x
lahmia59A;That arrogant mortal, I should rip his throat out...;;;;;;;;;;;;x
lahmia60desc;You refuse to help out the heiress with troops, and despite her pleas, you leave the ball without helping her. The next day, you are informed that she has packed up and left the city.;;;;;;;;;;;;x
lahmia60A;Shame. I think I'll miss her.;;;;;;;;;;;;x
lahmia100desc;My Queen, I have failed you. The mark resisted attempts at seduction, and would be of no help in gaining us either gold or troops.;;;;;;;;;;;;x
lahmia100A;Failure is not an option, my dear...;;;;;;;;;;;;x
lahmia100B;You disappoint me, dear daughter;;;;;;;;;;;;x
lahmia101desc;My Queen, the mark has died. There is nothing more for me to do here... I shall return home immediately.;;;;;;;;;;;;x
lahmia101A;These mortals... such frail and brief lives...;;;;;;;;;;;;x
lahmia102desc;My Queen, I send you these gifts. I succeeded in manipulating my mark into giving me some gold to maintain my lifestyle.;;;;;;;;;;;;x
lahmia102A;Well done, daughter.;;;;;;;;;;;;x
lahmia102B;Well done, daughter. Return home when you are able.;;;;;;;;;;;;x
lahmia103desc;My Queen, I send you these troops. I succeeded in manipulating my mark into giving me some to protect my dear elderly relative... I trust you will soon have them turned into loyal servants of the sisterhood shortly after they arrive.;;;;;;;;;;;;x
lahmia103A;Well done, daughter. We look forward to breaking them in.;;;;;;;;;;;;x
lahmia103B;Well done, daughter. Return home when you are able.;;;;;;;;;;;;x
lahmia200desc;One night alone with your lover she smiles darkly at you, revealing sharp fangs, and grasps you with supernatural strength to prevent you from running. She is a vampire! Who could have possibly predicted this turn of events? She wants you to come with her to the Lahmian Court, where you may be granted life eternal, and great power... do you dare refuse?;;;;;;;;;;;;x
lahmia200A;Never!;;;;;;;;;;;;x
lahmia200B;Eternal life and power you say? Why of course, my love...;;;;;;;;;;;;x
lahmia202desc;One night alone with your mortal plaything you smile darkly at him, revealing sharp fangs, and pin him down to prevent him from running. You ask him to join you at the Lahmian Court, where he may be granted life eternal, and great power... after the shock subsides, you see that he will do as instructed. The promise of power and an eternity of delights has swayed his weak mind, and you can now do with him as you wish. His bizarre disappearance means he is disinherited from his family forever now, but if he has any claims, you can press them forcefully in war if you so desire.;;;;;;;;;;;;x
lahmia202A;Excellent...;;;;;;;;;;;;x
lahmia203desc;One night alone with your mortal plaything you smile darkly at him, revealing sharp fangs, and pin him down to prevent him from running. You ask him to join you at the Lahmian Court, where he may be granted life eternal, and great power... after the shock subsides, you see that he will not do as instructed. He tries to pull away from you and screams for the guards - what do you do?;;;;;;;;;;;;x
lahmia203A;Attack him!;;;;;;;;;;;;x
lahmia203B;*hiss* Weak fool! *jump out the window and make a run for it*;;;;;;;;;;;;x
lahmia204desc;You think you have found a mark... she is reputedly both beautiful and highly skilled in the arts of intrigue. She might make a fine addition to the sisterhood. Shall you seek her out?;;;;;;;;;;;;x
lahmia204A;Yes, by all means;;;;;;;;;;;;x
lahmia205desc;doesnt really matter, only for unlanded AIs. But she gets the offer to join the lahmians, thats the gist;;;;;;;;;;;;x
lahmia205A;Yes;;;;;;;;;;;;x
lahmia205B;No;;;;;;;;;;;;x
lahmia206desc;Through a mixture of seduction, intimidation, and just perfectly set up circumstances, you convince your mark to accept the blood kiss and join the Lahmian sisterhood. Your queen will be very pleased...;;;;;;;;;;;;x
lahmia207desc;Despite your best efforts, you fail at getting close enough to your mark to give her the blood kiss. Curses! All that time wasted... but she was too well guarded, there was no sense in risking your life just to turn her.;;;;;;;;;;;;x
lahmia207A;There will be other marks...;;;;;;;;;;;;x
lahmia208desc;Your [GetFromRelation] has run off it seems, leaving her home and family. Why would she do something like this, what could have possibly enticed her to give up everything she had?;;;;;;;;;;;;x
lahmia208A;Scandalous... she is cut off!;;;;;;;;;;;;x
lahmia208B;Poor girl, she had so much potential.;;;;;;;;;;;;x
lahmia209desc;One day you wake up alone, with a note on your wife's pillow. It coldly informs you that she is leaving you, and that she does not want you to look for her or think of her any more. 'All we have is dead, as I am dead. Marry another.', it ends with.;;;;;;;;;;;;x
lahmia209A;Thrice cursed harlot! She has humiliated me!;;;;;;;;;;;;x
lahmia210desc;My Queen, I have sired a new Lahmian progeny. She is both beautiful and highly skilled. I trust that she will make us proud, and serve the sisterhood well.;;;;;;;;;;;;x
lahmia210A;Well done. You are a good minion.;;;;;;;;;;;;x
lahmia302desc;One of your holdings in the realms of men has sent you their bi-annual profits. Whether from prostitution, blackmail, assassinations or simple corrupt business deals, they have managed to turn a tidy profit it seems.;;;;;;;;;;;;x
lahmia302A;Well done, sisters.;;;;;;;;;;;;x
lahmia302B;Do not bother me with this again. Just send the cash.;;;;;;;;;;;;x
lahmia303desc;There have been strange things happening in this province. The temple suspects a hidden group of vampires, and these must be rooted out with fire and sword.;;;;;;;;;;;;x
lahmia303A;Our faith will prevail!;;;;;;;;;;;;x
lahmia303B;No, it's probably nothing...;;;;;;;;;;;;x
lahmia304desc;You have survived the efforts of the vampires to stop you, and now that you know they are here, the infestation is rooted out with fire, stakes, and cold silver.;;;;;;;;;;;;x
lahmia304A;Our faith prevails again!;;;;;;;;;;;;x
lahmia305desc;One of your holdings has been destroyed by the Witch Hunters. Perhaps it is time to appoint some better protectors? It is their job to prevent these things from happening!;;;;;;;;;;;;x
lahmia305A;Curses!;;;;;;;;;;;;x
lahmia305B;Do not bother me with such bad news again!;;;;;;;;;;;;x
witchhunter40desc;Your top liege is a servant of the gods, and will not tolerate you in his realm. It is better to flee now, rather than to risk destruction at the hands of the Witch Hunters...;;;;;;;;;;;;x
witchhunter40A;Agreed, I must leave at once!;;;;;;;;;;;;x
BRseduction0desc;A foolish mortal has tried to seduce you. It was entertaining for a while, but as your desire grows, so does your hunger. One night you can barely restrain yourself from taking your fill of their blood - perhaps it is time to end this little game?;;;;;;;;;;;;x
BRseduction0A;Yes, I must sate my thirst! *attack your lover*;;;;;;;;;;;;x
BRseduction0B;No, I will show restraint...;;;;;;;;;;;;x
BRseduction1desc;You have foolishly decided to take a vampire for your lover. One night, as the passion runs high, a feral look comes over your lover. Sharp fangs snap out and clawed hands hold you down with bestial strength - then all you feel is pain as you are brutally mauled and drained of blood.;;;;;;;;;;;;x
BRseduction1A;Oh gods, wait! Nooo - not there!!! Get off me!;;;;;;;;;;;;x
BRseduction2desc;You have foolishly decided to take a vampire for your lover. One night, as the passion runs high, a feral look comes over your lover. Sharp fangs snap out and clawed hands hold you down with supernatural strength - then your lover smiles down at you, satisfied for the moment. 'No, you get to live another night...';;;;;;;;;;;;x
BRseduction2A;That's it - I'm done with this vampire!;;;;;;;;;;;;x
BRseduction2B;You had me worried there for a second...;;;;;;;;;;;;x
BRseduction3desc;You feed greedily on your lover, but at the last moment, show some restraint. The pulse is weak, the body is mauled, but somehow, still breathing. You decide to let them live, if they can recover, and tell your minions to take this one back home in their carriage.;;;;;;;;;;;;x
BRseduction3A;No sense completely draining good cattle, I always say.;;;;;;;;;;;;x
BRseduction4desc;A non-believer has tried to seduce you. It was entertaining for a while, but the more time passes, the more you want them to embrace the true powers of the void. Perhaps it is time to bestow some of grandfather Nurgle's gifts on them?;;;;;;;;;;;;x
BRseduction4A;Yes, feel the embrace of Grandfather Nurgle, my love...;;;;;;;;;;;;x
BRseduction4B;No, I will show restraint...;;;;;;;;;;;;x
BRseduction5desc;You have foolishly decided to take a follower of the Ruinous Powers for your lover. One morning you wake up feeling dizzy and nauseous, and your paramour smiles down at you. 'I have given you a gift... do you like it?';;;;;;;;;;;;x
BRseduction5A;*coughs up blood* That's it - we are DONE!;;;;;;;;;;;;x
BRseduction5B;I... I do kind of like it...;;;;;;;;;;;;x
BRseduction6desc;A non-believer has tried to seduce you. It was entertaining for a while, but the more time passes, the more you want them to embrace the true powers of the void. Perhaps it is time to show them some of the true pleasures that Slaanesh has to offer?;;;;;;;;;;;;x
BRseduction6A;Yes, feel the embrace of Slaanesh, lover...;;;;;;;;;;;;x
BRseduction7desc;You have foolishly decided to take a follower of the Ruinous Powers for your lover. One morning you wake up, and as your body burns with pain, you realize that last night was not a nightmare. You are covered in wounds and as you remember tortured fragments of last night's events your lover merely smiles down at you. 'Did you enjoy it, my love?';;;;;;;;;;;;x
BRseduction7A;That's it, we are DONE!;;;;;;;;;;;;x
BRseduction7B;I... I think I did...;;;;;;;;;;;;x
BRseduction8desc;A non-believer has tried to seduce you. It was entertaining for a while, but the more time passes, the more you want them to embrace the true powers of the void. Perhaps it is time to see if they are worthy of the Blood God's favour?;;;;;;;;;;;;x
BRseduction8A;Yes, a test is in order.;;;;;;;;;;;;x
BRseduction9desc;You have foolishly decided to take a follower of the Ruinous Powers for your lover. One day while walking in the woods with your lover, a huge knight approaches, radiating a palpable aura of evil. Your lover smiles. 'Today is the day you must prove yourself to Khorne, my love...";;;;;;;;;;;;x
BRseduction9A;That's it, we are DONE! *run away as fast as possible*;;;;;;;;;;;;x
BRseduction9B;Yes... at last. Blood for the Blood God!;;;;;;;;;;;;x
BRseduction10desc;A non-believer has tried to seduce you. It was entertaining for a while, but the more time passes, the more you want them to embrace the true powers of the void. Perhaps it is time to see how they deal with the Tzeentch's gifts?;;;;;;;;;;;;x
BRseduction10A;Yes, some warpdust in their wine perhaps...;;;;;;;;;;;;x
BRseduction11desc;You have foolishly decided to take a follower of the Ruinous Powers for your lover. One night after drinking some strange-tasting wine, you wake in the middle of the night to terrible pain as your body transforms. Your lover smiles down at you - 'Do not be afraid, this is a gift, a wonderful, wonderful gift...';;;;;;;;;;;;x
BRseduction11A;*scream in horror as you feel the mutation* That's it, we are DONE!;;;;;;;;;;;;x
BRseduction11B;I... I will embrace the change!;;;;;;;;;;;;x
BRseduction3B;No, our passion shall be eternal!;;;;;;;;;;;;;
