world_drak_ankor_main_holds;Main Holds;;;;;;;;;;;;;x
world_drak_ankor;Drak Ankor;;;;;;;;;;;;;x
world_eastern_southlands;Eastern Southlands;;;;;;;;;;;;;x
world_empire;Empire;;;;;;;;;;;;;x
world_estalia;Estalia;;;;;;;;;;;;;x
world_greater_araby_araby;Araby;;;;;;;;;;;;;x
world_greater_araby_southlands;Western Southlands;;;;;;;;;;;;;x
world_greater_araby;Far South;;;;;;;;;;;;;x
world_inner_burrows;Inner-Under-Empire;;;;;;;;;;;;;x
world_karaz_ankor_main_holds;Main Holds;;;;;;;;;;;;;x
world_karaz_ankor_northern_holds;Northern Holds;;;;;;;;;;;;;x
world_karaz_ankor_southern_holds;Southern Holds;;;;;;;;;;;;;x
world_karaz_ankor_western_holds;Western Holds;;;;;;;;;;;;;x
world_karaz_ankor;Karak Ankor;;;;;;;;;;;;;x
world_kislev;Kislev;;;;;;;;;;;;;x
world_lustria;Lustria;;;;;;;;;;;;;x
world_mountains_of_mourn;The Mountains of Mourn;;;;;;;;;;;;;x
world_troll_country;Troll Country;;;;;;;;;x
world_naggaroth;Naggaroth;;;;;;;;;;;;;x
world_nehekhara_eastern;Eastern Nehekhara;;;;;;;;;;;;;x
world_nehekhara_western;Western Nehekhara;;;;;;;;;;;;;x
world_nehekhara;Nehekhara;;;;;;;;;;;;;x
world_new_world_arnheim;Arnheim Marches;;;;;;;;;;;;;x
world_new_world_black_forest;The Black Forest;;;;;;;;;;;;;x
world_new_world_central;Ikadia;;;;;;;;;;;;;x
world_new_world_land_of_chill;The Land of Chill;;;;;;;;;;;;;x
world_new_world_lustria_central;Inner Lustria;;;;;;;;;;;;;x
world_new_world_lustria_great_coast;The Great Coast of Lustria;;;;;;;;;;;;;x
world_new_world_lustria_northern;Northern Lustria;;;;;;;;;;;;;x
world_new_world_lustria;Lustria;;;;;;;;;;;;;x
world_new_world_naggaroth_western;Western Naggaroth;;;;;;;;;;;;;x
world_new_world_naggaroth;Naggaroth;;;;;;;;;;;;;x
world_new_world;The New World;;;;;;;;;;;;;x
world_norsca_central;Central Norsca;;;;;;;;;;;;;x
world_norsca_northern;Northern Norsca;;;;;;;;;;;;;x
world_norsca_southern;Southern Norsca;;;;;;;;;;;;;x
world_norsca;Norsca;;;;;;;;;;;;;x
world_old_world_border_princes_stygian_woods;Stygian Woods;;;;;;;;;;;;;x
world_old_world_border_princes;The Borderlands;;;;;;;;;;;;;x
world_old_world_bretonnia;Bretonnia;;;;;;;;;;;;;x
world_old_world_empire_mordheim;Mordheim;;;;;;;;;;;;;x
world_old_world_empire_east_sylvania;Sylvania;;;;;;;;;;;;;x
world_old_world_empire_east;Eastern Empire;;;;;;;;;;;;;x
world_old_world_empire_mootland;Mootland;;;;;;;;;;;;;x
world_old_world_empire_north_drakwald;Drakwald;;;;;;;;;;;;;x
world_old_world_empire_north;Northern Empire;;;;;;;;;;;;;x
world_old_world_empire_south_great_forest;Great Forest;;;;;;;;;;;;;x
world_old_world_empire_south;Southern Empire;;;;;;;;;;;;;x
world_old_world_empire_wasteland;The Wasteland;;;;;;;;;;;;;x
world_old_world_empire;The Empire;;;;;;;;;;;;;x
world_old_world_estalia;Estalia;;;;;;;;;;;;;x
world_old_world_kislev_northern;Northern Kislev;;;;;;;;;;;;;x
world_old_world_kislev_southern;Southern Kislev;;;;;;;;;;;;;x
world_old_world_kislev;Kislev;;;;;;;;;;;;;x
world_old_world_tilea;Tilea;;;;;;;;;;;;;x
world_old_world;The Old World;;;;;;;;;;;;;x
world_outer_burrows;Outer-Under-Empire;;;;;;;;;;;;;x
world_surface_burrows;Surface Burrows;;;;;;;;;;;;;x
world_tilea;Tilea;;;;;;;;;;;;;x
world_ulthuan_eastern;Eastern Ulthuan;;;;;;;;;;;;;x
world_ulthuan_inner;Inner Ulthuan;;;;;;;;;;;;;x
world_ulthuan_northern;Northern Ulthuan;;;;;;;;;;;;;x
world_ulthuan_shifting_coast;The Shifting Coast;;;;;;;;;;;;;x
world_ulthuan_tiranoc;The Tiranoci Marches;;;;;;;;;;;;;x
world_ulthuan_western;Western Ulthuan;;;;;;;;;;;;;x
world_ulthuan;Ulthuan;;;;;;;;;;;;;x
world_underempire;Under-Empire;;;;;;;;;;;;;x
custom_astarios;Astarios;;;;;;;;;;;;;x
custom_cantonia;Cantonia;;;;;;;;;;;;;x
custom_obregon;Obregon;;;;;;;;;;;;;x
custom_tigarre;Tigarre;;;;;;;;;;;;;x
custom_castillona;Castillona;;;;;;;;;;;;;x
custom_tobaro;Tobaro;;;;;;;;;;;;;x
custom_luccini;Luccini;;;;;;;;;;;;;x
custom_verezzo;Verezzo;;;;;;;;;;;;;x
custom_remas;Remas;;;;;;;;;;;;;x
custom_pavona;Pavona;;;;;;;;;;;;;x
custom_trantio;Trantio;;;;;;;;;;;;;x
custom_miragliano;Miragliano;;;;;;;;;;;;;x
custom_monte_castello;Monte Castello;;;;;;;;;;;;;x
