elven_maiden_desc;A promising young elf, yet to be considered mature by her elders. A few decades more and she shall be old enough to be considered an elegible adult.\n Elves can start courting to find their partner at 25, they are otherwise considered for regular marriages at 45.;;;;;;;;;;;;;
#
# BEASTMAN TRAITS
#
creature_beastman;Beastman;;;;;;;;;;;;;x
creature_beastman_desc;Beastmen are feral humanoids, cursed with twisted half-animal forms by the winds of Chaos. They are without exception cunning, cruel, and utterly devoted to their Dark Gods, these horned and stinking warrior-beasts can be found infesting many of the dark forests and trackless wastes that cover much of the world.;;;;;;;;;;;;;x
horns_none;No Horns;;;;;;;;;;;;;
horns_small;Small Horns;;;;;;;;;;;;;
horns_average;Average Horns;;;;;;;;;;;;;
horns_big;Big Horns;;;;;;;;;;;;;
horns_none_desc;A Beastman without horns is usually low on the social ladder, ridiculed and despised by his betters.;;;;;;;;;;;;;
horns_small_desc;This Beastman has shamelessly small horns an unfortunate condition within a Herd.;;;;;;;;;;;;;
horns_average_desc;Beastmen value their leaders for the shape and size of their horns. Usually the Gors with the biggest horns tend to cut their way to leadership.;;;;;;;;;;;;;
horns_big_desc;This Beastman has been blessed by the Gods with an impressive pair of horns, which gives him a good and enviable standing within the herd.;;;;;;;;;;;;;
bray_shaman;Bray Shaman;;;;;;;;;;;;;;
bray_shaman_desc;Bray Shamans are born into magic and wield it with an instinctive ease. A palpable miasma of fell sorcery surrounds them, and when their wrath is roused, reality itself is distorted and maimed.;;;;;;;;;;;;;;
mut_crown_of_horns;Crown of Horns;;;;;;;;;;;;;;
mut_crown_of_horns_desc;A Beastman that sprouts an excessively sharp, large or twisted set of horns is often acknowledged as the warherd's chief without a challenge: so obvious are the Dark God's blessings.;;;;;;;;;;;;;;
mut_gnarled_hide;Gnarled Hide;;;;;;;;;;;;;;
mut_gnarled_hide_desc;This Beastman's skin has encysted, forming a layer of crusty natural armour as tough as chainmail.;;;;;;;;;;;;;;
mut_gouge_tusks;Gouge-Tusks;;;;;;;;;;;;;;
mut_gouge_tusks_desc;This Beastman's lower incisors have grown into sharp or excessively large tusks.;;;;;;;;;;;;;;
mut_many_limbed_fiend;Many-Limbed Fiend;;;;;;;;;;;;;;
mut_many_limbed_fiend_desc;This Beastman has sprouted additional arms, allowing him to unleash yet more carnage upon the battlefield.;;;;;;;;;;;;;;
mut_rune_of_beast;Rune of the True Beast;;;;;;;;;;;;;;
mut_rune_of_beast_desc;This Beastman was born with a rare and potent rune marked on his flesh, a sigil of pure savagery that marks the individual out as nothing more than a ravenous mass of muscle and fangs. Even the strongest beast will cower before the unbridled ferocity of this raging predator.;;;;;;;;;;;;;;
mut_shadow_hide;Shadow-Hide;;;;;;;;;;;;;;
mut_shadow_hide_desc;This Beastman's ebon fur appears to absorb light and draw the shadows about it into a cloak of midnight dark.;;;;;;;;;;;;;;
mut_slugskin;Slug-Skin;;;;;;;;;;;;;;
mut_slugskin_desc;The gift of the Chaos Gods causes the recipient's skin to ooze a constant aura of vile, toxic corruption.;;;;;;;;;;;;;;
mut_uncanny_senses;Uncanny Senses;;;;;;;;;;;;;;
mut_uncanny_senses_desc;The Dark Gods have gifted this Beastman with acute senses, additional eyes or even an extra head, granting it unnaturally fast reactions.;;;;;;;;;;;;;;
#
# BEASTMAN SPECIAL TRAITS
#
morghur;Morghur;;;;;;;;;;;;;
morghur_desc;Morghur, known by the Asrai as Cyanathair the Corruptor, is a powerful and ancient entity deeply revered by the Beastmen, who believed his spirit walked the world before the birth of their race, the ultimate incarnation of disorder and Chaos.;;;;;;;;;;;;;
malagor;Malagor;;;;;;;;;;;;x
malagor_desc;Malagor the Dark Omen, known by many titles as Malagor the Crowfather, the Despoiler of the Sacred or the Harbinger of Disaster, is a darkly winged figure of nightmares and destruction, revered by the Beastmen but feared above all by the superstitious of Mankind.;;;;;;;;;;;;x
#
# BRETONNIAN TRAITS
#
tournament_winner;Tournament Winner;;;;;;;;;;;;;x,, ,,,,;;;;;;;;;;;;;
tournament_winner_desc;This character has won a prestigious tournament.;;;;;;;;;;;;;x,, ,,,,;;;;;;;;;;;;;
tournament_holder;Tournament Holder;;;;;;;;;;;;;x,, ,,,,;;;;;;;;;;;;;
tournament_holder_desc;This character loves tournaments and loves organising one even more.;;;;;;;;;;;;x
on_errantry_quest;Questing as Knight Errant;;;;;;;;;;;;x
on_errantry_quest_desc;This character is performing the duties of a Knight Errant, questing away from court to become a proper Bretonnian Knight.;;;;;;;;;;;;x
on_knight_quest;On Knight Quest;;;;;;;;;;;;x
on_knight_quest_desc;This character is currently on a knightly quest, scouring the land for evil to ride down with lance and sword.;;;;;;;;;;;;x
on_grail_quest;On Grail Quest;;;;;;;;;;;;x
on_grail_quest_desc;This knight has undertaken the quest for the Grail, seeking the Lady's favour so that he may drink from the blessed cup and be granted long life and proof of his righteousness.;;;;;;;;;;;;x
bretonnian_knight_errant;Bretonnian Knight Errant;;;;;;;;;;;;x
bretonnian_knight_errant_desc;Knights Errant are typically young noblemen who seek to prove their worth in order to become recognized as Knights of the Realm.;;;;;;;;;;;;;x
bretonnian_knight;Bretonnian Knight;;;;;;;;;;;;x
bretonnian_knight_desc;The Knights of the Realm make up the bulk of Bretonnian nobility. Those nobles who have successfully completed their Errantry Tour are named Knights, stalwart defenders of Bretonnia and upholders of the Lady's virtues.;;;;;;;;;;;;x
grail_knight;Grail Knight;;;;;;;;;;;;x
grail_knight_desc;Grail Knights are the epitome of the Bretonnian nobility, having successfully quested for the Grail and been granted the Lady's favour. They are amongst the finest warriors in the world, and are blessed with many powers including long life.;;;;;;;;;;;;x
knight_grail;Grail Knight;;;;;;;;;;;;;x
knight_grail_desc;This knight has found the Grail.;;;;;;;;;;;;;x
knight_questing;Questing Knight;;;;;;;;;;;;;x
knight_questing_desc;This knight is actively searching for the Grail.;;;;;;;;;;;;;x
green_knight;The Green Knight;;;;;;;;;;;;;x
green_knight_desc;The Green Knight is the sacred protector of Bretonnia, and his spirit-essence is intertwined with the land and the Lady of the Lake. He has appeared to many Questing Knights. They speak of the sky clouding over to create the darkness of twilight, and a green mist seeping from the earth, slowly taking the shape of a figure riding a snorting steed. The warrior brandishes a glowing blade, his eyes ablaze with fey light.;;;;;;;;;;;;;x
BretonDamsel;Grail Damsel;;;;;;;;;;;;;x
BretonDamsel_desc;This character is a Grail Damsel.;;;;;;;;;;;;;x
fay_enchantress;Fay Enchantress;;;;;;;;;;;;;
fay_enchantress_desc;The Fay Enchantress is the earthly representative of the Lady of the Lake and the overall and undisputed leader of her cult. She is the supreme political and spiritual authority of Bretonnia, it is she who crowns the King and has the power to depose and exile the monarch.;;;;;;;;;;;;;
#
# CHAOS TRAITS
#
creature_chaosspawn;Chaos Spawn;;;;;;;;;;;;;
creature_chaosspawn_desc;The gods are generous in their gifts to the mortals who worship them, but many of the cultist cannot handle the physical and mental strain put on them, and crumble into frenzied abominations known as Chaos Spawn.;;;;;;;;;;;;;
everchosen;Everchosen;;;;;;;;;;;;;
everchosen_desc;The Everchosen, also known as the Lord of the End Times, is a mortal champion behind whom all the Chaos Gods unite. War and death, famine and plague follow this great warrior wherever they tread, and nature itself abhors their presence.;;;;;;;;;;;;;;
chaos_chosen;Chaos Chosen;;;;;;;;;;;;;x
chaos_chosen_desc;This character is a Chosen of Chaos, a minor champion seeking glory and fame, a step in the path to ultimate power and damnation.;;;;;;;;;;;;;x
champion_undivided;Champion of Chaos;;;;;;;;;;;;;x
champion_undivided_desc;This character is a Champion of Chaos, filled with the powers and blessings of all the Dark Gods, this character seethes with raw energy, and inherits some of the qualities of his dark masters. While no Everchosen, this character could easily rouse the hordes of Chaos and fall upon the faithless, winning terrible glory in their march.;;;;;;;;;;;;;x
champion_khorne;Champion of Khorne;;;;;;;;;;;;;x
champion_khorne_desc;This character is a Champion of Khorne, unrivalled in the ways of war and bloodshed, this character always fumes with anger and an insatiable bloodlust. This character is not to be trusted, for they would sacrifice their own kin to appease their dark master. It would also be wise not to fight them in a one-on-one duel.\n§GSummons Daemons during battles\nWill cause damage to fortifications during sieges§!;;;;;;;;;;;;;x
#champion_khorne_desc;This character is a Champion of Khorne, unrivalled in the ways of war and bloodshed, this character always fumes with anger and an insatiable bloodlust. This character is not to be trusted, for they would sacrifice their own kin to appease their dark master. It would also be wise not to fight them in a one-on-one duel.;;;;;;;;;;;;;x
champion_nurgle;Champion of Nurgle;;;;;;;;;;;;;x
champion_nurgle_desc;This character is a Champion of Nurgle, a repulsive, putrid creature that used to be a mortal, Nurgle has twisted this character's body to the point where the very ground reviles the champion's presence. But it's not all bad, for Nurgle has blessed this character with extreme resilience to disease and wounds, making this character a juggernaut on the field of battle.;;;;;;;;;;;;;x
champion_slaanesh;Champion of Slaanesh;;;;;;;;;;;;;x
champion_slaanesh_desc;This character is a Champion of Slaanesh, and is said to embody perfection, with a disturbing elegance in their acts and voice, but an unending lust for pleasure. They will commit great acts of cruelty and sadism to appease themselves, and their dark god. Legions follow this character, for they are all enticed by the pride and beauty of Slaanesh's chosen.;;;;;;;;;;;;;x
champion_tzeentch;Champion of Tzeentch;;;;;;;;;;;;;x
champion_tzeentch_desc;This character is a Champion of Tzeentch, a sorcerer-lord of his dark god, for Tzeentch has blessed them greatly with the powers of change. Indeed, the very air around this character crackles due to its presence, and to an onlooker this character is in an almost constant state of change and mutation. Masters of magic, they work to scheme and slaughter for their dark god.;;;;;;;;;;;;;x
chaos_knight;Chaos Knight;;;;;;;;;;;;;x
chaos_knight_desc;This character is a Chaos Knight, known for their brutality and utter devotion to the Dark Gods.;;;;;;;;;;;;;x
slaanesh_daemonette;Slaanesh Daemonette;;;;;;;;;;;;;x
slaanesh_daemonette_desc;Daemonettes are lesser Daemons of Slaanesh. They are the most numerous of his daemonic minions and serve him as handmaidens, warriors and agents.;;;;;;;;;;;;;x
tzeentch_flamer;Tzeentch Flamer;;;;;;;;;;;;;x
tzeentch_flamer_desc;Flamers are writhing lesser Daemons of Tzeentch.;;;;;;;;;;;;;x
nurgle_plaguebearer;Nurgle Plaguebearer;;;;;;;;;;;;;x
nurgle_plaguebearer_desc;Plaguebearers are born from the energy of mortal souls succumbing to Nurgle's Rot.;;;;;;;;;;;;;x
khorne_bloodletter;Khorne Bloodletter;;;;;;;;;;;;;x
khorne_bloodletter_desc;Bloodletters are the Lesser Daemons of Khorne, eager foot soldiers that form the core of his vast legions.;;;;;;;;;;;;;x
mark_chaos;Mark of Chaos;;;;;;;;;x
mark_chaos_desc;Those who bear the §YMark of Chaos§! are granted the blessings of all four Ruinous Powers in unison. It combines all of the advantages of the individual Marks of Chaos, blessing the bearer with all their power.;;;;;;;;;x
mark_slaanesh;Mark of Slaanesh;;;;;;;;;x
mark_slaanesh_desc;Those who bear the §PMark of Slaanesh§! have experienced sensations beyond comprehension, and are now insensible to mere mortal fears;;;;;;;;;x
mark_khorne;Mark of Khorne;;;;;;;;;x
mark_khorne_desc;Those who bear the §RMark of Khorne§! are consumed with a violent rage and the constant need to shed the blood of their foes;;;;;;;;;x
mark_nurgle;Mark of Nurgle;;;;;;;;;x
mark_nurgle_desc;The §GMark of Nurgle§! manifests itself in a variety of disgusting afflictions. A cloud of flies accompanies its bearers, making them difficult to target;;;;;;;;;x
mark_tzeentch;Mark of Tzeentch;;;;;;;;;x
mark_tzeentch_desc;Those who bear the ever-burning §BMark of Tzeentch§! have a natural capacity to manipulate magic and a prescience that enables them to alter reality's course;;;;;;;;;x
prince_undivided;Daemon Prince of Chaos Undivided;;;;;;;;;;;;;
prince_undivided_desc;This character has ascended past the boundaries of mortality. By the will of the Chaos Undivided this person has been chosen as a Daemon Prince to serve chaos for eternity.\n§GSummons Daemons during battles\nWill cause damage to fortifications during sieges§!;;;;;;;;;;;;;
chosen_khorne;Chosen of Khorne;;;;;;;;;;;;;
chosen_khorne_desc;This great warrior has been blessed by Khorne with inhuman strength and an insatiable thirst for blood, making them a terrible opponent on any field of battle.\n§GSummons Daemons during battles\nWill cause damage to fortifications during sieges§!;;;;;;;;;;;;;
chosen_nurgle;Chosen of Nurgle;;;;;;;;;;;;;
chosen_nurgle_desc;This bloated and decomposing creature has been blessed by Nurgle and is eager to spread all of their many gifts throughout the world.;;;;;;;;;;;;;
chosen_slaanesh;Chosen of Slaanesh;;;;;;;;;;;;;
chosen_slaanesh_desc;The alluring scent of the Serpent emanates from this character. They have gone further than most in their pursuit of Slaanesh's favour, and so the Prince of Pleasure has granted them many gifts.;;;;;;;;;;;;;
chosen_tzeentch;Chosen of Tzeentch;;;;;;;;;;;;;
chosen_tzeentch_desc;The Changer of Ways has blessed this character more than most, granting them strange and unique gifts to aid them.;;;;;;;;;;;;;
prince_khorne;Daemon Prince of Khorne;;;;;;;;;;;;;
prince_khorne_desc;This character has ascended past the boundaries of mortality. The Lord of Skulls has deemed them worthy of the greatest honour and made them an immortal engine of violence and destruction, to forever fight in his name.\n§GSummons Daemons during battles\nWill cause damage to fortifications during sieges§!;;;;;;;;;;;;;
prince_nurgle;Daemon Prince of Nurgle;;;;;;;;;;;;;
prince_nurgle_desc;This character has ascended past the boundaries of mortality. The Lord of Flies has bestowed upon them the greatest gift and made them an immortal creature of corruption and decay.;;;;;;;;;;;;;
prince_slaanesh;Daemon Prince of Slaanesh;;;;;;;;;;;;;
prince_slaanesh_desc;This character has ascended past the boundaries of mortality. The Dark Prince has welcomed them to his garden and let them share in the forbidden fruit of godhood.;;;;;;;;;;;;;
prince_tzeentch;Daemon Prince of Tzeentch;;;;;;;;;;;;;
prince_tzeentch_desc;This character has ascended past the boundaries of mortality. The Great Architect drowned them in the Winds of Magic until their body and soul were torn apart and born anew.;;;;;;;;;;;;;
khorne_berserker;Khorne Berserker;;;;;;;;;;;;;x
khorne_berserker_desc;This character has been filled with the unholy rage of the Blood God, giving them unparalleled strength and fury on the battlefield.\n§GSummons Daemons during battles\nWill cause damage to fortifications during sieges§!;;;;;;;;;;;;;x
#khorne_berserker_desc;This character has been filled with the unholy rage of the Blood God, giving them unparalleled strength and fury on the battlefield.;;;;;;;;;;;;;x
#
# DRUCHII TRAITS
#
on_dark_elf_raid;On a Raid;;;;;;;;;;;;;x
on_dark_elf_raid_desc;This character has taken off with a ship and crew to go reaving on foreign shores or seek out weaker merchant vessels to board and capture. Reaving is highly risky, but can also be very profitable indeed...;;;;;;;;;;;;;x
druchi_black_guard;Black Guard;;;;;;;;;;;;;
druchi_black_guard_desc;In Druchii society, few are feared quite as much as the Black Guard-- the Witch King's personal guard, answerable only to him and to Kouran, their captain. They epitomize the cold ruthlessness of the Dark Elves, trained as they are from a young age to the highest possible standards in the arts of warfare and in the use of their trademark black halberds.;;;;;;;;;;;;;
druchi_assassin;Assassin;;;;;;;;;;;;;
druchi_assassin_desc;The Children of Khaine are taken by the Witch Elves from their cribs during the sacred nights, stolen from their parents. Many of this infants are killed on the Altar of Khaine, but the few who are deemed worthy are groomed to become the very hands of the God of Murder.;;;;;;;;;;;;;
#
# DRUCHII SPECIAL TRAITS
#
malekith;Malekith;;;;;;;;;;;;;x
malekith_desc;Also known as "The Witch King", Malekith is the son of the great Aenarion and his second wife, Morathi. He was meant to inherit the Kingdom of Ulthuan after his father, but the princes chose Bel Shanaar instead, citing that they needed someone to rebuild rather than lead in wars. For a time Malekith accepted this, but eventually he could wait no longer, and he brought civil war and ruin to Ulthuan. Horribly scarred as the Flame of Asuryan rejected him as Phoenix King, he lives encased in a great suit of armour, always plotting to regain his birthright - the Phoenix Throne.;;;;;;;;;;;;;x
druchi_mage;Druchii Mage;;;;;;;;;;;;;x
druchi_mage_desc;Under the rule of Malekith, male Druchii were not allowed to study magic. A few individuals however defied this order, but had to keep their activities well hidden.;;;;;;;;;;;;;x
druchi_sorceress;Druchii Sorceress;;;;;;;;;;;;;x
druchi_sorceress_desc;Tolerating no rivals, male sorcerers are outlawed in Naggaroth by command of the Witch King. Instead, he and Morathi are served by powerful sorceresses, some who follow Atharti and others who follow Khaine.;;;;;;;;;;;;;x
druchi_witch_elf;Druchii Witch Elf;;;;;;;;;;;;;x
druchi_witch_elf_desc;Witch Elves, also known as the brides of Khaine, devote their lives to serving the God of slaughter and give frequent devotions to him on the battlefield. They are greatly feared amongst the enemies of the Druchii.;;;;;;;;;;;;;x
#
# DAWI TRAITS
#
creature_dwarf;Dwarf;;;;;;;;;;;;;x
creature_dwarf_desc;This character is a Dwarf. Dwarfs are long-lived, with most living for centuries and some individuals refusing to die long after that. They are stubborn and traditionalist in the extreme, and possess great resistance to Chaos and magic in general.;;;;;;;;;;;;;x
beardling;Beardling;;;;;;;;;x
beardling_desc;A beardling is a young Dwarf who has not been able to grow a long beard yet and they are therefore not very respected and are seen as children by the older Dwarfs;;;;;;;;;x
dwarf_warrior;Dwarf Warrior;;;;;;;;;x
dwarf_warrior_desc;The Dwarf warriors are fierce warriors, fighting for their homeland with pride and determination. They are the main bulk of the Dwarf military but that does not make them any less formidable.;;;;;;;;;x
hammerer;Hammerer;;;;;;;;;x
hammerer_desc;Hammerers are the elite bodyguards of their liege, fighting with powerful hammers and great skill against their enemies.;;;;;;;;;x
quarreller;Quarreller;;;;;;;;;x
quarreller_desc;Quarrellers are Dwarfs armed with heavy crossbows that can deliver the death punch to any orc in the blink of an eye.;;;;;;;;;x
thunderer;Thunderer;;;;;;;;;x
thunderer_desc;Thunderers are Dwarfs armed with handguns which can penetrate most armour. The handguns may have a shorter range than the crossbows but that does not make them any less deadly.;;;;;;;;;x
longbeard;Longbeard;;;;;;;;;x
longbeard_desc;The longbeards are battle-hardened veterans and they fight with a lot of ferocity and great skill. While other regiments may falter so will the longbeards never stop till their enemy lies dead beneath their mighty axes. Being the battle-hardened veterans of a high age that they are, their beards are very long, therefore the name longbeards.;;;;;;;;;x
ironbreaker;Ironbreaker;;;;;;;;;x
ironbreaker_desc;Ironbreakers are the defenders of the underground, fighting night goblins and skaven deep beneath their hold in the darkness of the mines. Few enemies can stand up to the mighty onslaught of these Dwarfs on their home turf.;;;;;;;;;x
searching_underground;Searching underground;;;;;;;;;;;;x
searching_underground_desc;Searching through the depths for treasure and relics.;;;;;;;;;;;;x
studying_mechanics;Study Mechanical Engineering;;;;;;;;;;;;;x
studying_mechanics_desc;This character goes into seclusion, delving deep into his engineering knowledge...;;;;;;;;;;;;;x
dwarf_engineer;Dwarf Engineer;;;;;;;;;;;;x
dwarf_engineer_desc;A mechanical mastermind of the dwarf people, dedicated to building and maintaining many gadgets like gyrocopters or hydraulic pumps.;;;;;;;;;;;;x
dwarf_engineer_master;Dwarf Engineering Master;;;;;;;;;;;;x
dwarf_engineer_master_desc;A true mechanical mastermind of the dwarf people, these dwarfs forge and design new and unique things to aid their people in every situation, and are highly revered. Of course, even the greatest and most ingenious designs are but careful developments based on the devices built by the ancients.;;;;;;;;;;;;x
dwarf_mason;Dwarf Mason;;;;;;;;;;;;x
dwarf_mason_desc;This character is a mason, fashioning the finest buildings and statues out of stone;;;;;;;;;;;;x
dwarf_master_mason;Masterful Dwarf Mason;;;;;;;;;;;;x
dwarf_master_mason_desc;This Dwarf has mastered masonry in all of its forms;;;;;;;;;;;;x
dwarf_slayer;Slayer;;;;;;;;;;;;x
dwarf_slayer_desc;Slayers are members of a strange sub-cult of Dwarfen society. They seek death in combat in order to atone for some wrongdoing;;;;;;;;;;;;x
dwarf_oathbreaker;Unbaraki;;;;;;;;;;;;x
dwarf_oathbreaker_desc;This character is an Unbaraki, oathbreaker. There's no worse thing to Dwarf estimation.;;;;;;;;;;;;x
dwarf_troll_slayer;Troll Slayer;;;;;;;;;;;;x
dwarf_troll_slayer_desc;Slayers who can't find death will throw themselves against progressively more dangerous targets.;;;;;;;;;;;;x
dwarf_giant_slayer;Giant Slayer;;;;;;;;;;;;x
dwarf_giant_slayer_desc;There are many Troll Slayers who wish to find death, but are just too ferocious to readily die. These rare few become Giant Slayers;;;;;;;;;;;;x
dwarf_dragon_slayer;Dragon Slayer;;;;;;;;;;;;x
dwarf_dragon_slayer_desc;Some Slayers, despite their best efforts to find and fight the most formidable of foes, still fail at their task of dying in battle. These few become Dragon Slayers.;;;;;;;;;;;;x
dwarf_daemon_slayer;Daemon Slayer;;;;;;;;;;;;x
dwarf_daemon_slayer_desc;When neither Trolls, Giants or Dragons can fell a Slayer, he takes on the mightiest foes of all: the Daemons of Chaos. Daemon Slayers are frightening individuals who only appear every few generations of Slayers.;;;;;;;;;;;;x
trait_dwarf_grudge;Dwarf Grudge;;;;;;;;;;;;;x
trait_dwarf_grudge_desc;This dwarf holds a grudge against another character or race, and grudges are not easily forgotten.;;;;;;;;;;;;;x
DwarfRunesmith;Dwarf Runesmith;;;;;;;;;;;;;x
DwarfRunesmith_desc;This character is a Dwarf Runesmith.;;;;;;;;;;;;;x
#
# DAWI ZHARR TRAITS
#
creature_chaos_dwarf;Chaos Dwarf;;;;;;;;;;;;;x
creature_chaos_dwarf_desc;This character is a Chaos Dwarf. Chaos Dwarfs, or Dawi Zharr, are a divergent branch of dwarfs that were trapped in the northern reaches of the world when the power of Chaos waxed. Choosing to serve the daemonic god Hashut, they have since accumulated a considerable array of small mutations and other unique traits, none of them pleasant. Unlike their dwarf cousins they are capable of using magic, but their natural resistance causes them to eventually turn to stone.;;;;;;;;;;;;;x
chaos_dwarf_sorcerer;Chaos Dwarf Sorcerer - §GBattle Magic Pool([This.MagicPool.GetValue]/[This.MagicPoolMax.GetValue])§!;;;;;;;;;;;;x
chaos_dwarf_sorcerer_desc;The Sorcerer-Prophets are the great masters of the Chaos Dwarf race, directing the labours of their slaves and the conquests of their armies, their sorcerous powers granted by the Bullfather, Hashut. Thanks to their dark patron, they have completely embraced the arts of magic, with a dire price. Since Dwarfs were never meant to practise magic, over time a Chaos Dwarf Sorcerer will gradually turn to stone, starting from their feet, until the entire body is consumed and they becomes a statue. This trait also gives access to spells from the Lore of Hashut.\n§GSummons Spell Units during battles§!;;;;;;;;;;;;x
chaos_dwarf_petrification_1;Minor Sorcerer's Curse;;;;;;;;;;;;x
chaos_dwarf_petrification_1_desc;This character is starting to suffer from the effects of the Sorcerer's Curse, an ailment that transforms all Dwarfs that try to cast magic into stone.;;;;;;;;;;;;x
chaos_dwarf_petrification_2;Sorcerer's Curse;;;;;;;;;;;;x
chaos_dwarf_petrification_2_desc;This character is suffering from the effects of the Sorcerer's Curse, an ailment that transforms all Dwarfs that try to cast magic into stone.;;;;;;;;;;;;x
#
# FIMIR TRAITS
#
creature_fimir;Fimir;;;;;;;;;;;;x
creature_fimir_desc;The Fimir are an ancient race of Cyclops-like, half-daemonic monsters that inhabit the marshes and bogs of the old world. Long ago, these twisted and evil creatures were the chosen servants of the Dark Gods, but when the first of Mankind arrived, the Fimir lost the favor of their patrons, and their dark empire fell. Now, most live in Ruined, Desolate fortresses and castles deep in the bogs and marshes of the old world.;;;;;;;;;;;;x
