EVTOPTAasur12;He is right!;;;;;;;;;;;;;;x
EVTOPTBasur12;Shame befalls him.;;;;;;;;;;;;;;x
EVTDESCasur11001;The Dragon Princes have decided that it is in the best interest of Ulthuan that its rule pass to [From.GetFirstName] after the ignominious departure of the last Phoenix King.;;;;;;;;;;;;;;x
EVTDESCasur13;Some Elves believe the Asur should detach themselves from the corruption of the outside world, others that it is their duty to lead lesser species away from evil.;;;;;;;;;;;;;;
EVTOPTAasur13;We need to protect Ulthuan.;;;;;;;;;;;;;;
EVTOPTBasur13;We need to protect the World.;;;;;;;;;;;;;;
asurpolitical_stand;Take a political stance;;;;;;;;;;;;;;
asurpolitical_stand_desc;Every Elf in Ulthuan has their personal opinion about whether Asur should involve themselves in the affairs of the outside world or not. What's yours?;;;;;;;;;;;;;;
faction_isolationist_elves;Isolationists;;;;;;;;;;;;;;
faction_isolationist_elves_title;Isolationists;;;;;;;;;;;;;;
faction_isolationist_elves_desc;It is common in Ulthuan for Elves to preach detachment from the rest of the world, to prevent corruption from pouring in. Going against this traditional way of thinking is not well regarded by some Princes.;;;;;;;;;;;;;;
faction_isolationist_elves_ultimatum;Demand liege to close borders;;;;;;;;;;;;;;
faction_isolationist_elves_ultimatum_desc;Ulthuan should not meddle with other lesser cultures. It is time for the Phoenix King to accept that.;;;;;;;;;;;;;;
EVTDESCasur14;I am afraid the Faction I represent must insist on changing the current political stance of Ulthuan regarding the outside world. We are fully prepared to take up arms should you refuse, and rest assured, we have warriors enough to enforce our just demand and finally guarantee the safety and purity of the blood of Asur...\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;;
EVTOPTAasur14;Very well.;;;;;;;;;;;;;;
EVTOPTBasur14;This is not what I command!;;;;;;;;;;;;;;
EVTDESCasur15;Your shameful attempt at blackmail has not succeeded. No matter how many corrupted souls you have enticed to help carry out your plan I will not give in without a fight. Ulthuan has been secluded for far too long!\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;;
EVTOPTAasur15;Then war it is!;;;;;;;;;;;;;;
EVTDESCasur16;I see the error of my ways and understand now what is best for the Asur. I will issue a formal declaration disallowing further interaction with the outside world.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;;
EVTOPTAasur16;Excellent.;;;;;;;;;;;;;;
EVTDESCasur17;Rather than letting civil war tear the realm apart, [From.GetTitledName] has agreed to change [From.GetHerHis] stance on external politics. Your valuable support in this conflict will not be forgotten.\n\nSincerely,\n[FromFrom.GetTitledName];;;;;;;;;;;;;;
EVTOPTAasur17;Good.;;;;;;;;;;;;;;
EVTDESCasur18;[From.GetTitledName] has agreed to the demands of the Isolationist Party.;;;;;;;;;;;;;;
EVTOPTAasur18;I see...;;;;;;;;;;;;;;
change_political_stance_desc;§Y$CLAIMANT$§! can declare war to close the borders of Ulthuan;;;;;;;;;;;;;;
CB_NAME_POLITICAL_STANCE;Change Isolationist Policy;;;;;;;;;;;;;;
WAR_NAME_POLITICAL_STANCE;$ORDER$$SECOND_ADJ$ Civil War to change isolationist policy;;;;;;;;;;;;;;
faction_interventionist_elves;Interventionists;;;;;;;;;;;;;;
faction_interventionist_elves_title;Interventionists;;;;;;;;;;;;;;
faction_interventionist_elves_desc;Some in Ulthuan agree it is the sacred duty of the Asur, as the superior race, to act as guardians and protectors to the lesser races, and keep the world safe from corruption.;;;;;;;;;;;;;;
faction_interventionist_elves_ultimatum;Demand liege to open borders;;;;;;;;;;;;;;
faction_interventionist_elves_ultimatum_desc;Ulthuan should not cower away from the world, hopelessly leaving the other races to their own limited means. It is time for the Phoenix King to accept that.;;;;;;;;;;;;;;
EVTDESCasur21;I am afraid the Faction I represent must insist on changing the current political stance of Ulthuan regarding the outside world. We are fully prepared to take up arms should you refuse, and rest assured, we have warriors enough to enforce our just demand and finally lead Ulthuan beyond of this obnoxious stagnation.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;;
EVTOPTAasur21;Very well.;;;;;;;;;;;;;;
EVTOPTBasur21;This is not what I command!;;;;;;;;;;;;;;
EVTDESCasur22;Your shameful attempt at blackmail has not succeeded. No matter how many corrupted souls you have enticed to help carry out your plan I will not give in without a fight. Ulthuan needs not to meddle in the affairs of shortlived barbarians!\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;;
EVTOPTAasur22;Then war it is!;;;;;;;;;;;;;;
EVTDESCasur23;I see the error of my ways and understand now what is best for the Asur. I will issue a formal declaration allowing interactions with the outside world.\n\nSigned,\n[From.GetTitledName];;;;;;;;;;;;;;
EVTOPTAasur23;Excellent.;;;;;;;;;;;;;;
EVTDESCasur24;Rather than letting civil war tear the realm apart, [From.GetTitledName] has agreed to change [From.GetHerHis] stance on external politics. Your valuable support in this conflict will not be forgotten.\n\nSincerely,\n[FromFrom.GetTitledName];;;;;;;;;;;;;;
EVTOPTAasur24;Good.;;;;;;;;;;;;;;
EVTDESCasur25;[From.GetTitledName] has agreed to the demands of the Interventionist Party.;;;;;;;;;;;;;;
EVTOPTAasur25;I see...;;;;;;;;;;;;;;
phoenix_asurpolitical_stand;Change political stand;;;;;;;;;;;;;;
phoenix_asurpolitical_stand_desc;As Phoenix King, you are allowed to switch the foreign policy of Ulthuan depending on your preference.;;;;;;;;;;;;;;
EVTDESCasur19;Ulthuan no longer recognizes the pleas of the outside world, giving paramount importance to the prosperity of the Asur over all.;;;;;;;;;;;;;;
EVTOPTAasur19;Ok.;;;;;;;;;;;;;;
EVTDESCasur20;Ulthuan recognizes its role as the sole protector of the whole world.;;;;;;;;;;;;;;
EVTOPTAasur20;Ok.;;;;;;;;;;;;;;
coastal_elf_colonization_desc;§Y$CLAIMANT$§! can declare war to colonize new lands outside of Ulthuan, ridding them of corrupt or otherwise barbaric influences. Colonies increase Elven influence over the world, but can be expensive to maintain.;;;;;;;;;;;;;;
CB_NAME_ELF_COLONIZATION;Asur Colonization of [Title.GetBaseName];;;;;;;;;;;;;;
WAR_NAME_ELF_COLONIZATION;$ORDER$$SECOND_ADJ$ Elven Colonization of $OTHER_TITLE$;;;;;;;;;;;;;;
EVTDESCasur26;Now that the land has been freed from uncivilized indigenous barbarians, it can be assigned to a proper well-bred elven legate who will oversee its colonization.;;;;;;;;;;;;;;
EVTOPTAasur26;Excellent.;;;;;;;;;;;;;;
donated_to_ulthuan;Donation to Ulthuan;;;;;;;;;;;;;;
donated_to_ulthuan_desc;This colony has recently given tribute to Ulthuan.;;;;;;;;;;;;;;
opinion_funded_colony;Funded Colony;;;;;;;;;;;;;;
opinion_abandoned_colony;Abandoned Colony;;;;;;;;;;;;;;
opinion_paid_for_colony;Paid for Colony;;;;;;;;;;;;;;
opinion_colonial_tribute;Colonial Tribute;;;;;;;;;;;;;;
opinion_witheld_tribute;Withheld Tribute;;;;;;;;;;;;;;
opinion_asked_assistance;Asked Assistance;;;;;;;;;;;;;;
inland_elf_colonization_desc;§Y$CLAIMANT$§! can declare war to expand the Asur's influence in foreign lands, ridding them of corrupt or otherwise barbaric influences.;;;;;;;;;;;;;;
CB_NAME_ELF_COLONIZATION_2;Asur Colonization of [Title.GetBaseName];;;;;;;;;;;;;;
WAR_NAME_ELF_COLONIZATION_2;$ORDER$$SECOND_ADJ$ Elven Colonization of $OTHER_TITLE$;;;;;;;;;;;;;;
EVTDESCasur29;The appointed ruler of your newly acquired land abroad has sent word that [From.GetSheHe] needs funds to start the project of colonization.;;;;;;;;;;;;;;
EVTOPTAasur29;I will pay for it myself.;;;;;;;;;;;;;;
EVTOPTBasur29;All the Princes of Ulthuan should contribute.;;;;;;;;;;;;;;
EVTOPTCasur29;We cannot spare the resources.;;;;;;;;;;;;;;
EVTDESCasur30;As is customary, the Phoenix King has sent troops and resources to help start up the colonization process.;;;;;;;;;;;;;;
EVTOPTAasur30;Excellent.;;;;;;;;;;;;;;
EVTDESCasur31;The Phoenix King has issued a special tax to fund the effort of Asur colonization abroad.;;;;;;;;;;;;;;
EVTOPTAasur31;I'll gladly pay it.;;;;;;;;;;;;;;
EVTOPTBasur31;Unspeakable waste!;;;;;;;;;;;;;;
EVTDESCasur32;Sadly, Ulthuan cannot spare resources to forward to your colony right now.;;;;;;;;;;;;;;
EVTOPTAasur32;Did they abandon us?;;;;;;;;;;;;;;
EVTDESCasur33;One of your colonies has reported a great victory for the Asur. As customary, they've sent a tribute containing a share of their spoils.;;;;;;;;;;;;;;
EVTOPTAasur33;I'll take them.;;;;;;;;;;;;;;
EVTOPTBasur33;All the Princes of Ulthuan who supported them should take a share.;;;;;;;;;;;;;;
EVTDESCasur34;News has reached you one of Ulthuan's colonies reported a great victory. Even so, the Phoenix King withheld any profits of this success from the Dragon Princes.;;;;;;;;;;;;;;
EVTOPTAasur34;How dare [From.GetSheHe]!;;;;;;;;;;;;;;
EVTDESCasur35;News has reached you one of Ulthuan's colonies reported a great victory. The Phoenix King has sent part of the profits to all those who supported Elven intervention outside Ulthuan.;;;;;;;;;;;;;;
EVTOPTAasur35;Sublime.;;;;;;;;;;;;;;
EVTOPTBasur35;I suppose it's fair...;;;;;;;;;;;;;;
EVTDESCasur36;[From.GetTitledFirstName], owner of one of your colonies, has sent a large tribute to Ulthuan to confirm [From.GetHerHis] staunch dedication to the Crown.;;;;;;;;;;;;;;
EVTOPTAasur36;We graciously accept this tribute for ourselves.;;;;;;;;;;;;;;
EVTOPTBasur36;We shall share this tribute with all the Princes who support us.;;;;;;;;;;;;;;
EVTDESCasur37;News has reached you one of Ulthuan's colonies sent a large tribute to Ulthuan, but the Phoenix King seems to have withheld it all for [From.GetHerHim]self.;;;;;;;;;;;;;;
EVTOPTAasur37;How dare [From.GetSheHe]!;;;;;;;;;;;;;;
EVTDESCasur38;News has reached you one of Ulthuan's colonies reported a great victory. The Phoenix King has sent part of the profits to all those who supported Elven intervention outside Ulthuan.;;;;;;;;;;;;;;
EVTOPTAasur38;Sublime.;;;;;;;;;;;;;;
EVTOPTBasur38;I suppose it's fair...;;;;;;;;;;;;;;
donate_tribute_to_ulthuan;Donate to Ulthuan;;;;;;;;;;;;;;
donate_tribute_to_ulthuan_desc;Give a share of your profits to the ancestral homeland, so that the Phoenix King may look kindly upon you in your time of need.;;;;;;;;;;;;;;
opinion_colonial_war;Colonial War;;;;;;;;;;;;;;
opinion_joined_colony;Helped Colony;;;;;;;;;;;;;;
EVTDESCasur39;[From.GetTitledFirstName] sends a call for help to Ulthuan, for the Phoenix King to aid [From.GetHerHis] colony in its time of need.;;;;;;;;;;;;;;
EVTOPTDasur39;Ulthuan will join our brethren and fight alongside them!;;;;;;;;;;;;;;
EVTOPTAasur39;I will fund the colony's effort on my own.;;;;;;;;;;;;;;
EVTOPTBasur39;All the Princes shall provide help for our brethren abroad.;;;;;;;;;;;;;;
EVTOPTCasur39;We cannot spare any resources right now.;;;;;;;;;;;;;;
EVTDESCasur40;Ulthuan has answered your call for help, sending resources and soldiers to aid you in your time of need.;;;;;;;;;;;;;;
EVTOPTAasur40;Excellent.;;;;;;;;;;;;;;
EVTDESCasur41;One of Ulthuan's colonies is entangled in a war with an uncivilized race. The Phoenix King has issued a special tax to help it in its struggle.;;;;;;;;;;;;;;
EVTOPTAasur41;I'll gladly pay it.;;;;;;;;;;;;;;
EVTOPTBasur41;Unspeakable waste!;;;;;;;;;;;;;;
EVTDESCasur42;The Phoenix King has decided it is not in the best interests of the Asur to aid you right now.;;;;;;;;;;;;;;
EVTOPTAasur42;Did they abandon us?;;;;;;;;;;;;;;
EVTDESCasur43;One of Ulthuan's colonies is entangled in a war with an uncivilized race. The Phoenix King has declared to mobilize the entire Kingdom to help them.;;;;;;;;;;;;;;
EVTOPTAasur43;Let us march with them!;;;;;;;;;;;;;;
EVTOPTBasur43;Outrageous!;;;;;;;;;;;;;;
EVTDESCasur44;Quell your fears, for the Phoenix King has heard your call and all of Ulthuan shall come to aid you against your enemies.;;;;;;;;;;;;;;
EVTOPTAasur44;Praise the Gods!;;;;;;;;;;;;;;
call_ulthuan;Call Ulthuan;;;;;;;;;;;;;;
call_ulthuan_desc;As an Asuryan colony, you can plead the Phoenix King for help in any war against barbarians you find yourself entangled in.;;;;;;;;;;;;;;
forced_policy_ulthuan;Enforced Policy;;;;;;;;;;;;;;
forced_policy_ulthuan_desc;A princely coalition has recently forced the Phoenix King to change Ulthuan's foreign policy. It would be unlikely for any noble to touch the issue for a while, for fear of destabilizing Ulthuan too much.;;;;;;;;;;;;;;
help_colony;Help Colony;;;;;;;;;;;;;;
help_colony_desc;You can assist your brethren abroad by joining in their struggles against lesser race.;;;;;;;;;;;;;;
EVTDESCasur45;An Ulthuan Prince has decided to join your wars.;;;;;;;;;;;;;;
EVTOPTAasur45;Excellent.;;;;;;;;;;;;;;
opinion_abandoned_colony_prince;Ignored Colony;;;;;;;;;;;;;;
opinion_forced_policy;Forced Policy;;;;;;;;;;;;;;
plea_to_ulthuan;Plea to Ulthuan;;;;;;;;;;;;;;
plea_to_ulthuan_desc;Ulthuan's borders are currently closed. A generous donation from a legitimate source could perhaps change the Phoenix King's mind?;;;;;;;;;;;;;;
EVTDESCasur46;A colony of Asur has sent a bountiful donation to Ulthuan, along with esteemed messengers pleading Ulthuan to re-open its borders to the Asur abroad.;;;;;;;;;;;;;;
EVTOPTAasur46;We accept this donation with an open mind and open gates.;;;;;;;;;;;;;;
EVTOPTBasur46;I'm afraid this still won't do.;;;;;;;;;;;;;;
opinion_opened_borders;Opened Borders;;;;;;;;;;;;;;
EVTDESCasur47;The messengers return with an envoy from Ulthuan: the Phoenix Prince was moved by your plea and has decided to reopen Ulthuan's shores.;;;;;;;;;;;;;;
EVTOPTAasur47;Finally!;;;;;;;;;;;;;;
EVTDESCasur48;Sadly, Ulthuan does not feel the world is worth saving, despite your efforts to convince them otherwise.;;;;;;;;;;;;;;
EVTOPTAasur48;What about my boatload of treasure?;;;;;;;;;;;;;;
restore_everqueendom;Restore Everqueen;;;;;;;;;;;;;;
restore_everqueendom_desc;Avelorn is traditionally held by the holy Everqueen. As the Phoenix King you can force the current holder to relinquish it back to its rightful owner.;;;;;;;;;;;;;;
opinion_fled_debate;Refused Debate;;;;;;;;;;;;;;
opinion_fought_debate;Debated;;;;;;;;;;;;;;
recent_debate_timer;Recently Debated;;;;;;;;;;;;;;
declined_prestige_debate_timer;Declined Debate;;;;;;;;;;;;;;
recent_debate_victory;Recent Debate Victory;;;;;;;;;;;;;;
recent_debate_victory_desc;This character has recently won a fiery political debate.;;;;;;;;;;;;;;
EVTDESC_asurdebate_11000;[FromFrom.GetFirstName] has already voiced openly [FromFrom.GetHerHis] opinions, at odds with your own, about Ulthuan's best interest, but [FromFrom.GetSheHe] has now decided to publicly challenge you to a debate to defend your argument about foreign policy.;;;;;;;;;;;;;;
EVTOPTA_asurdebate_11000;You'll see the reason of my arguments.;;;;;;;;;;;;;;
EVTOPTB_asurdebate_11000;I have nothing to tell you.;;;;;;;;;;;;;;
EVTDESC_asurdebate_11001;[From.GetFirstName] has agreed to your challenge and will debate you with a jury of peers to determine the validity of the arguments of both parties.;;;;;;;;;;;;;;
EVTOPTA_asurdebate_11001;I will prevail.;;;;;;;;;;;;;;
EVTDESC_asurdebate_11002;The coward, [From.GetFirstName], has chosen to dismiss your arguments without a proper comeback and is refusing to debate you.;;;;;;;;;;;;;;
EVTOPTA_asurdebate_11002;Of course, [From.GetSheHe] knows [From.GetSheHe]'s wrong.;;;;;;;;;;;;;;
EVTDESCA_asurdebate_11006;The noble and a very select crowd of Asur reunites in the public square to hear your case against interventionist policies and the comeback of your opponent. You spend hours going back and forth, going through hot topics and exchanging sharp questions about Ulthuan's future. In the end your opponent starts faltering, you press the validity of your position, putting forth arguments over the Sundering and on the ungratefulness of the lesser races. Both the crowd and your opponent finally recognize your stance as the more logical.;;;;;;;;;;;;;;
EVTDESCB_asurdebate_11006;The noble and a very select crowd of Asur reunites in the public square to hear your case against isolationist policies and the comeback of your opponent. You spend hours going back and forth, going through hot topics and exchanging sharp questions about Ulthuan's future. In the end your opponent starts faltering, you press the validity of your position, putting forth arguments over the growing threats in the North and the burden of the High Elf. Both the crowd and your opponent finally recognize your stance as the more logical.;;;;;;;;;;;;;;
EVTDESCC_asurdebate_11006;The noble and a very select crowd of Asur reunites in the public square to hear you defend the isolationist policy against your opponent. You spend hours going back and forth, going through hot topics and exchanging sharp questions about Ulthuan's future. In the end your opponent starts faltering, you press the validity of your position, putting forth arguments over the Sundering and on the ungratefulness of the lesser races. Both the crowd and your opponent finally recognize your stance as the more logical.;;;;;;;;;;;;;;
EVTDESCD_asurdebate_11006;The noble and a very select crowd of Asur reunites in the public square to hear you defend the interventionist policy against your opponent.You spend hours going back and forth, going through hot topics and exchanging sharp questions about Ulthuan's future. In the end your opponent starts faltering, you press the validity of your position, putting forth arguments over the growing threats in the North and the burden of the High Elf. Both the crowd and your opponent finally recognize your stance as the more logical.;;;;;;;;;;;;;;
EVTOPTA_asurdebate_11006;The truth prevails.;;;;;;;;;;;;;;
EVTDESCA_asurdebate_11007;The noble and a very select crowd of Asur reunites in the public square to hear your case against interventionist policies and the comeback of your opponent. You spend hours going back and forth, going through hot topics and exchanging sharp questions about Ulthuan's future. Yet, in the end, you start seeing the validity of many points made by your adversary. You have no arguments left to counter your opponent's and are forced to agree Ulthuan would benefit from closing its borders to the lesser races.;;;;;;;;;;;;;;
EVTDESCB_asurdebate_11007;The noble and a very select crowd of Asur reunites in the public square to hear your case against isolationist policies and the comeback of your opponent. You spend hours going back and forth, going through hot topics and exchanging sharp questions about Ulthuan's future.  Yet, in the end, you start seeing the validity of many points made by your adversary. You have no arguments left to counter your opponent's and are forced to agree Ulthuan would benefit from being more invested in the outside world.;;;;;;;;;;;;;;
EVTOPTA_asurdebate_11007;Was I wrong all along?;;;;;;;;;;;;;;
EVTDESCA_asurdebate_11009;The noble and a very select crowd of Asur reunites in the public square to hear your case against interventionist policies and the comeback of your opponent. You spend hours going back and forth, going through hot topics and exchanging sharp questions about Ulthuan's future. The sun goes down, some in the public start to go back to their homes, yet no consensus has been reached. By the time dawn comes, the only thing you and your opponent can agree on is how much you despise each other.;;;;;;;;;;;;;;
EVTDESCB_asurdebate_11009;The noble and a very select crowd of Asur reunites in the public square to hear your case against isolationist policies and the comeback of your opponent. You spend hours going back and forth, going through hot topics and exchanging sharp questions about Ulthuan's future. The sun goes down, some in the public start to go back to their homes, yet no consensus has been reached. By the time dawn comes, the only thing you and your opponent can agree on is how much you despise each other.;;;;;;;;;;;;;;
EVTOPTA_asurdebate_11009;How can you be SO stubborn!?!;;;;;;;;;;;;;;
debate_tooltip_fought_before;Has not recently debated;;;;;;;;;;;;;;
asur_debate_decision;Debate;;;;;;;;;;;;;;
asur_debate_decision_desc;Asur nobles are used to endlessly debating over the vital role Ulthuan should have in the grand scheme of things.;;;;;;;;;;;;;;
debate_tooltip_recent_debate;Has not recently won a debate;;;;;;;;;;;;;;
debate_title;Public Debate;;;;;;;;;;;;;;
refused_debate_result;Refused Debate Result;;;;;;;;;;;;;;
refused_debate_result_desc;This character was soundly defeated in a public debate but, rather than accepting defeat, clung irrationally to their beliefs.;;;;;;;;;;;;;;
EVTOPTB_asurdebate_11007;No, I can't be wrong! You lie!;;;;;;;;;;;;;;
EVTDESC_asurdebate_11010;Despite being soundly defeated, your opponent still refuses to accept the reality of Ulthuan.;;;;;;;;;;;;;;
EVTOPTA_asurdebate_11010;Pathetic...;;;;;;;;;;;;;;
EVTOPTAasur11001;Pretenders!;;;;;;;;;;;;;;
EVTDESCA_spleasure2;You've always prized your impeccable poetic skills. Yet, as of late, you've had more and more trouble with inspiration. It's so hard to think of something meaningful any more, it seems like all the greatest, most sublime topics have already been exhausted by Ulthuan's long list of esteemed composers.;;;;;;;;;;;;;;
EVTDESCB_spleasure2;You've always prized your impeccable poetic skills. Yet, as of late, you've had more and more trouble with inspiration. The dreaded fear and cold sophistication of Druchii architecture and the damp forests of Naggaroth can only be applied for so long after all...;;;;;;;;;;;;;;
EVTOPTAspleasure2;Maybe I could try taking... something... to enhance my point of view?;;;;;;;;;;;;;;
EVTOPTBspleasure2;It is said suffering helps the poet...;;;;;;;;;;;;;;
EVTOPTCspleasure2;I'm sure I'll find something, eventually.;;;;;;;;;;;;;;
EVTDESCA_spleasure3;It's not easy to find certain philtres in Ulthuan, but alchemists have to use all sorts of reagents for their experiments. In the end you were able to find and make use of what you needed. The thrill itself was enough to tingle your senses, but the experience right after was something indescribable.;;;;;;;;;;;;;;
