#################
# MIXED ENTRIES #
#################
###ÄNSI
ASURCAP_CHRACE;Proud Tor Achare;;;;;;;;;;;;;x
ASURCAP_COTHIQ;Tor Dynal;;;;;;;;;;;;;x
BRTCAP_UNECESSARY;There is no Need.;;;;;;;;;;;;;x
IMPCAP_UNECESSARY;There is no Need.;;;;;;;;;;;;;x
ASURCAP_UNECESSARY;There is no Need.;;;;;;;;;;;;;x
#
b_nuccalo;Nuccalo;;;;;;;;;;;;;x
e_realm_horned_one;Realm of the Horned One;;;;;;;;;;;;;x
EVTDESAcsm.406;As you lounge by the window, you start hearing the sounds of two people yelling. You take a peak outside and see both [stable_master.GetFirstName] and [stable_master_arguement_courtier.GetBestName] in a heated arguement. The two are almost at each other's throats, and not to mention disturbing their [Root.GetTitle].;;;;;;;;;;;;;x
EVTOPTAcsm.406;Now now, we're all friends here;;;;;;;;;;;;;x
EVTOPTBcsm.406;I command you to be silent!;;;;;;;;;;;;;x
EVTOPTCcsm.406;It'll be over soon, no need for my involvement;;;;;;;;;;;;;x
EVTDESAcsm.402;Due to the rigorious training and care from [stable_master.GetBestName], one of your mounts has improved to a point where it has gained a new trait.;;;;;;;;;;;;;x
EVTOPTAcsm.402;Excellent;;;;;;;;;;;;;x
EVTTOOLTIPAcsm.402;Will gain a random trait;;;;;;;;;;;;;x
EVTDESAcsm.408;A fire has broken out in the stables! Some of your mounts have been hurt by the flames;;;;;;;;;;;;;x
EVTOPTAcsm.408;Curses;;;;;;;;;;;;;x
EVTDESAcsm.409;Stable Master [stable_master.GetFirstName] has come to you with several specialized training schedules for your [improved_mount.GetName]. He says that all include a special diet and care that will improve the [improved_mount.GetMountType]'s lifespan as well.;;;;;;;;;;;;;x
EVTOPTAcsm.409;I want it to turn heads wherever it goes;;;;;;;;;;;;;x
EVTTOOLTIPAcsm.409;[This.GetName] will become §ZFair§!;;;;;;;;;;;;;x
EVTOPTBcsm.409;Make it strong and hardy;;;;;;;;;;;;;x
EVTTOOLTIPBcsm.409;[This.GetName] will become §ZRobust§!;;;;;;;;;;;;;x
EVTOPTCcsm.409;Let it crush all who stand in it's way;;;;;;;;;;;;;x
EVTTOOLTIPCcsm.409;[This.GetName] will become §ZPowerful§!;;;;;;;;;;;;;x
EVTOPTDcsm.409;Have it outrun anything that chases it;;;;;;;;;;;;;x
EVTTOOLTIPDcsm.409;[This.GetName] will become §ZSwift§!;;;;;;;;;;;;;x
title_stable_master;Stable Master;;;;;;;;;;;;;x
title_stable_master_desc;The Stable Master has complete responsibility for his master's mounts including devising training schedules, feeding, grooming and ensuring they receive proper care and comfort.;;;;;;;;;;;;;x
EVTDESAcsm.405;Stable Master [stable_master.GetFirstName] has been working very hard over the years he's been serving you. Today he tells you that all the mounts in your stable are showing signs of increasingly good health. After taking a look for yourself, it's clear that it's all from [stable_master.GetFirstName]'s tireless efforts. Surely he deserves a reward.;;;;;;;;;;;;;x
EVTOPTAcsm.405;That's amazing;;;;;;;;;;;;;x
EVTDESAcsmm.009;It seems your Stable Master [From.GetFirstName] has passed away.;;;;;;;;;;;;;x
EVTOPTAcsmm.009;Ok;;;;;;;;;;;;;x
TRIGGER_CLAN_TITLE;Clan Title;;;;;;;;;;;;;x
powerstone;Powerstone;;;;;;;;;;;;;x
rune;Rune;;;;;;;;;;;;;x
trinket;Trinkets;;;;;;;;;;;;;x
familiar;Familiar;;;;;;;;;;;;;x
master_rune;Master Rune;;;;;;;;;;;;;x
ship;Flagship;;;;;;;;;;;;;x
nomad_stability_law;Nomad Stability;;;;;;;;;;;;;x
imperial_crown_authority;Crown Authority;;;;;;;;;;;;;x
imperial_temple_contract;Temple Contract;;;;;;;;;;;;;x
imperial_city_contract;City Contract;;;;;;;;;;;;;x
imperial_feudal_contract;Feudal Contract;;;;;;;;;;;;;x
loyal_skink_to_slann_tt;Skinks will not plot against the Slann.;;;;;;;;;;;;;x
is_not_a_forest_spirit_tt;Is not a Spirit of the Forest.;;;;;;;;;;;;;x
is_not_a_daemon_prince_tt;Is not a Daemon Prince.;;;;;;;;;;;;;x
is_a_known_vampire_tt;Is a known vampire.;;;;;;;;;;;;;x
is_not_a_known_vampire_tt;Is not a known vampire.;;;;;;;;;;;;;x
ca_monte_negro;Monte Negro;;;;;;;;;;;;;x
ca_monte_negro_desc;On a lonely mountain squats the ancient Castle of Monte Negro. Fearful and superstitious locals stay away from it as much as possible, for legends say that any who pass its portals may find themselves trapped in Morr's Realm before their time.;;;;;;;;;;;;;x
offmap_magic;Magic;;;;;;;;;;;;;x
OFFMAP_MAGIC_SPELLBOOK;§YSpellbook§!;;;;;;;;;;;;;x
OFFMAP_MAGIC_SPELLBOOK_DESC;The §YSpellbook§! holds all currently known spells for your particular Lore. Casting spells drains the §YWinds of Magic§! around you.;;;;;;;;;;;;;x
OFFMAP_MAGIC_ENCHANTING;§YEnchanting§!;;;;;;;;;;;;;x
OFFMAP_MAGIC_ENCHANTING_DESC;Bestow powerful magic upon weapons and artifacts. You will need §YGold§! for materials.;;;;;;;;;;;;;x
OFFMAP_MAGIC_ALCHEMY;§YAlchemy§!;;;;;;;;;;;;;x
OFFMAP_MAGIC_ALCHEMY_DESC;The art of brewing mystical elixirs and draughts. You will need §YGold§! for materials.;;;;;;;;;;;;;x
OFFMAP_MAGIC_LABEL;Winds of Magic;;;;;;;;;;;;;x
TXT_WINDS_OF_MAGIC;Winds of Magic;;;;;;;;;;;;;x
OFFMAP_MAGIC_GIFTS;§YChanneling§!;;;;;;;;;;;;;x
OFFMAP_MAGIC_GIFTS_DESC;This will increase your access to the §YWinds of Magic§!, but also increases the dangers of spellcasting. The Winds will fluctuate naturally with time, and can be used for enchanting, alchemy, and to cast a variety of spells.;;;;;;;;;;;;;x
b_karak_varn;Karak Varn;Karak Varn;Karak Varn;;Karak Varn;;;;;;;;;x
b_karak_varn_adj;Varnan;;Varnar;;;;;;;;;;;x
b_karcunder_nulnh;Karcunder_nulnh;Karcunder_nulnh;Karcunder_nulnh;;Karcunder_nulnh;;;;;;;;;x
b_karcunder_nulnh_adj;Karcunder_nulnhian;;karcunder_nulnher;;;;;;;;;;;x
b_klindaw;Klindaw;Klindaw;Klindaw;;Klindaw;;;;;;;;;x
b_klindaw_adj;Klindawi;;Klindawar;;;;;;;;;;;x
c_cragmere_adj;Cragmereian;;cragmereer;;;;;;;;;;;x
c_karak_varn;Karak Varn;Karak Varn;Karak Varn;;Karak Varn;;;;;;;;;x
c_karak_varn_adj;Varnan;;Varnar;;;;;;;;;;;x
c_klindaw;Klindaw;Klindaw;Klindaw;;Klindaw;;;;;;;;;x
c_klindaw_adj;Klindawi;;Klindawar;;;;;;;;;;;x
c_under_marienburg;Under Marienburg;Under Marienburg;Under Marienburg;;Under Marienburg;;;;;;;;;x
c_under_marienburg_adj;Under Marienburgian;;under_marienburger;;;;;;;;;;;x
c_under_nuln;Under Nuln;Under Nuln;Under Nuln;;Under Nuln;;;;;;;;;x
c_under_nuln_adj;Under Nulnian;;under_nulner;;;;;;;;;;;x
c_under_weijin;Under Weijin;Under Weijin;Under Weijin;;Under Weijin;;;;;;;;;x
c_under_weijin_adj;Under Weijinian;;under_weijiner;;;;;;;;;;;x
d_black_mountain_corridor;Black Mountain Corridor;Black Mountain Corridor;Black Mountain Corridor;;Black Mountain Corridor;;;;;;;;;x
d_black_mountain_corridor_adj;Black Corridoran;;Black Corridorr;;;;;;;;;;;x
d_cathay_corridor;Under-Cathay;Under-Cathay;Under-Cathay;Under-Cathay;;;;;;;;;;x
d_cathay_corridor_adj;Eshin;;Eshin;;;;;;;;;;;x
d_eastern_empire_tunnels;Eastern Empire Tunnels;Eastern Empire Tunnels;Eastern Empire Tunnels;;Eastern Empire Tunnels;;;;;;;;;x
d_eastern_empire_tunnels_adj;Eastern Tunnelers;;Eastern Tunnelers;;;;;;;;;;;x
d_under_altdorf;Under-Altdorf;Under-Altdorf;Under-Altdorf;;Under-Altdorf;;;;;;;;;x
d_under_altdorf_adj;Under-Altdorfian;;under-altdorfer;;;;;;;;;;;x
d_under_bretonnia;Under-Bretonnnia;Under-Bretonnnia;Under-Bretonnnia;;Under-Bretonnnia;;;;;;;;;x
d_under_bretonnia_adj;Bretonnnian Tunnelers;;Bretonnnian Tunnelers;;;;;;;;;;;x
d_under_mordheim_adj;Mordheim Tunnelers;;Mordheim Tunnelers;;;;;;;;;;;x
d_western_empire_tunnels;Western Empire Tunnels;Western Empire Tunnels;Western Empire Tunnels;;Western Empire Tunnels;;;;;;;;;x
d_western_empire_tunnels_adj;Western Tunnelers;;Western Tunnelers;;;;;;;;;;;x
#Failure&Success Tooltips Generic
critical_failure_tip;Critical Failure!;;;;;;;;;x
great_success_tip;Great Success!;;;;;;;;;x
failure_tip;Failure;;;;;;;;;x
success_tip;Success!;;;;;;;;;x
#
schemer_deceitful;You have Scheming Qualities;;;;;;;;;;;;;;x
offmap_likes_despoiler;Likes Despoiler;;;;;;;;;;;;;x
likes_beastman_despoiler;Likes Despoiler;;;;;;;;;;;;;x
e_albion;Albion;Albion;Albion;;Albion;;;;;;;;;x
e_albion_adj;Albionian;;albioner;;;;;;;;;;;x
warp_khorne;§RKhorne§!;;;;;;;;;;;;;x
warp_khorne_desc;Khorne, the Blood God, sits resplendent in his rage upon his brass throne, resting atop a mountain of bloody skulls, built from the countless heads of great champions his followers have slain over an immeasurable number of eons. No mortal man would be able to lay their eyes upon Khorne and survive, but various heretical writers have suggested that the Blood God looks somewhat like one of his mighty Bloodthirster greater daemons, only infinitely more terrifying. Khorne sits upon his throne, encased in his brass armor, capable of deflecting any blow, clutching his colossal sword that could carve continents into pieces, his eyes burning with endless fury in the centre of his dog-like face. Khorne is said to have mighty forges and armouries that run for leagues, belching sooty filth into the lightning-cracked air, yet he will forever favour this single combination of arms. His mighty throne room, built atop of his great brass tower, is supported by eight gigantic brass pillars in honour of the sacred number of the Blood God. \n\n His lands in the Realm of Chaos are barren, cracked and dry save for the ceaseless rivers of blood fuelled by endless combat. Throughout his realm, legions of warriors fling themselves into combat purely for the sake of battle. Khorne cares not from where blood flows and skulls are sacrificed so long as it is done in his name. It is not uncommon to see the warriors and champions of Khorne fighting amongst themselves, duelling and battling to prove their skill in combat and rise higher in the eyes of their Lord. Khorne disdains magic; to him, only bloodletting through physical combat is acceptable. None of his followers are permitted to be sorcerers, although some will carry magic-imbued weapons or armor in order to augment their killing ability.;;;;;;;;;;;;;x
warp_slaanesh;§PSlaanesh§!;;;;;;;;;;;;;x
warp_slaanesh_desc;Slaanesh, called among other things the Prince of Chaos and the Dark Prince, is the youngest of the Ruinous Powers. His is the domain of decadence and excess, but only a fool believes that Slaanesh is concerned only with the idle pleasures of the flesh. Rather, Slaanesh is fuelled by extremes of sensation, experience, and emotion. The Dark Prince of Chaos grants the power to excel in all things, pushing those who serve him far beyond the normal limits of human passion, desire, and obsession. None have dreamed until they have dreamed of the power Slaanesh can grant, their horizons expanding infinitely in the very instant their soul is forfeited. \n\n The territory of the Dark Prince of Chaos can be imagined as a peninsular of spirit-matter, a spit of land which, while nowhere near as expansive as that claimed by other gods, is supremely defensible, and utterly under the sway of Slaanesh. Unlike the other Ruinous Powers, especially Khorne, Slaanesh does not maintain a fortress or stronghold as such. Instead, his court is found inside a vast, shimmering pavilion where the every excess contrived by humanity is practised to the utmost degree. It is said that this terrible place heaves with such extremes of emotion and experience that it radiates into the dreams and desires of mortals, stoking hidden flames and nurturing secret desires.;;;;;;;;;;;;;x
warp_nurgle;§GNurgle§!;;;;;;;;;;;;;x
warp_nurgle_desc;Nurgle’s worshippers can be said to be the most joyous of mortals, but it is the insane glee of those who have resigned themselves to damnation. Nurgle is depicted as an immense monster whose scabrous flab is the hue of decomposing flesh. His paunch, swollen with corpse-gas, spills stinking organs, and a legion of daemonic mites play among his entrails and suckle the discharge streaming from his sores. Fat flies hum around his antlered head. His blubbery, pustulated face wears an amiable smile of contentment. His sacred number is seven, and his symbol incorporates a triangle of three circles representing the unending cycle of birth, suffering, and death. Mythology represents the Lord of Decay dwelling within a dilapidated fortress-mansion located in the Realm of Chaos, the infernal abode of the Ruinous Powers that exists beyond mortal concepts of time and physical matter. \n\n Within the crumbling walls of his workshop, beneath a mildewed ceiling sagging with damp, Nurgle toils before a steaming cauldron. He beams with excitement as he mixes strains of pox and fever to create a poisonous stew of pestilence, for although every known disease infects his monstrous body, he is obsessed with creating new ailments. When he is satisfied by his efforts, he pours the concoction into the grate below, and chortles with happiness as he watches the nauseating plagues rain down upon the world. He is most generous in bequeathing his diseases to mortals, all of whom he regards with great affection, and he ensures that rich and poor alike share the rotten fruits of his labour. Nurgle is not a god of destruction – he cherishes all life. The spluttering of the newborn babe is as dear to him as the slithering of the maggot hatched in its gut. It is simply unfortunate that the most prevalent forms of life – the unseen worms, viruses, and bacteria – are so inimical to all the others.;;;;;;;;;;;;;x
warp_tzeentch;§BTzeentch§!;;;;;;;;;;;;;x
warp_tzeentch_desc;The Chaos god Tzeentch holds the keys to such terrible knowledge. His price, however, is steep – his worshippers become pawns in his incessant game to undermine civilisation and to outflank his fellow Ruinous Powers. Tzeentch rewards his followers with mutation and insanity, and when they die, he claims their souls as his playthings. Tzeentch is known by a thousand epithets. He is the Weaver of All Fates, who spins a tangled web to achieve his incomprehensible ends. He is the Great Conspirator, whispering evil counsel in the ears of monarchs, and nurturing murderous ambition and rebellion among their subjects. He plucks the strings of jealousy and resentment to make evil-minded men and women dance like marionettes at his command. \n\n Tzeentch’s worshippers believe that he reigns from an Impossible Fortress deep in the Realm of Chaos. At its heart, protected by a crystal labyrinth of inconceivable geometry, is the Hidden Library, a hall of eternal dimensions that stores all the knowledge of the universe. Tzeentch stares for eons into the Well of Eternity for clues from the past and the future that will help him fulfil his schemes. When Tzeentch stirs from his reverie, treachery, insanity, mutation, and strife afflict the world.;;;;;;;;;;;;;x
voice_of_tzeentch;Voice Of Tzeentch;;;;;;;;;;;;;x
voice_of_tzeentch_desc;Tzeentch Speaks to me;;;;;;;;;;;;;x
renounce_imperial_throne;Renounce Your Nomination for Imperial Throne;;;;;;;;;;;;;x
renounce_imperial_throne_desc;Renounce your right for being elected to imperial throne.;;;;;;;;;;;;;x
renounced_imperial_throne;Renounced Imperial Throne;;;;;;;;;;;;;x
renounced_imperial_throne_desc;This character has no intention to be elected an emperor.;;;;;;;;;;;;;x
e_borderlands;The Borderlands;The Borderlands;The Borderlands;;The Borderlands;;;;;;;;;x
e_borderlands_desc;Borderlander;;Borderlander;;;;;;;;;;;x
e_southlands_2;The Southlands;The Southlands;The Southlands;;The Southlands;;;;;;;;;x
e_southlands_2_adj;Southlander;;Southlander;;;;;;;;;;;x
e_realm_of_khorne;Realm of Khorne;;;;;;;;;;;;;x
e_realm_of_nurgle;Realm of Nurgle;;;;;;;;;;;;;x
e_realm_of_slaanesh;Realm of Slaanesh;;;;;;;;;;;;;x
e_realm_of_tzeentch;Realm of Tzeentch;;;;;;;;;;;;;x
summoned_throngs;Summoned Throngs;;;;;;;;;;;;;x
b_sramvyrr;Sramvyrr;Sramvyrr;Sramvyrr;;Sramvyrr;;;;;;;;;x
b_sramvyrr_adj;Sramvyrrian;;Sramvyrrian;;;;;;;;;;;x
b_the_ragged_maze;The Ragged Maze;The Ragged Maze;The Ragged Maze;;The Ragged Maze;;;;;;;;;x
b_the_ragged_maze_adj;The Ragged Mazians;;The Ragged Mazian;;;;;;;;;;;x
b_cold_mire;Cold Mire;Cold Mire;Cold Mire;;Cold Mire;;;;;;;;;x
b_cold_mire_adj;Cold Mirean;Cold Mirean;Cold Mirean;;Cold Mirean;;;;;;;;;x
b_foetid_waters;Foetid Waters;Foetid Waters;Foetid Waters;;Foetid Waters;;;;;;;;;x
b_foetid_waters_adj;Foetid Waterian;Foetid Waterian;Foetid Waterian;;Foetid Waterian;;;;;;;;;x
c_the_ragged_maze;The Ragged Maze;The Ragged Maze;The Ragged Maze;;The Ragged Maze;;;;;;;;;x
c_the_ragged_maze_adj;The Ragged Mazians;;The Ragged Mazians;;;;;;;;;;;x
c_cold_mire;Cold Mire;Cold Mire;Cold Mire;;Cold Mire;;;;;;;;;x
c_cold_mire_adj;Cold Mirean;Cold Mirean;Cold Mirean;;Cold Mirean;;;;;;;;;x
b_irrana_mountains;Irrana Mountains;;;;¡;;;;;;;;;x
b_irrana_mountains_adj;Irrana Mountainian;;;;¡;;;;;;;;;x
c_irrana_mountains;Irrana Mountains;;;;¡;;;;;;;;;x
c_irrana_mountains_adj;Irrana Mountainian;;;;¡;;;;;;;;;x
EVTOPTA320;I serve the will of the gods!;;;;¡;;;;;;;;;x
EVTOPTA39670;I serve the will of the gods!;;;;¡;;;;;;;;;x
sword_of_heroes;Sword of Heroes;;;;;;;;;x
sword_of_heroes_desc;The mighty Sword of Heroes has powerful enchantments against evil bound into it. Forged under the midsummer sun and quenched in Manticore's blood, its long and bloody history has seen its wielders kill many fantastical creatures;;;;;;;;;x
charmed_shield;Charmed Shield;;;;;;;;;x
charmed_shield_desc;The front of this shield depicts a warrior being blessed by a nameless lady. Its wielder gains protection from the sigil, especially against foes armed with missiles.;;;;;;;;;x
custom_chainmail;Custom Chainmail;;;;;;;;;x
custom_chainmail_desc;The impossibly dense iron of Henri's custom-built chainmail would undoubtedly weigh down lesser -- and smaller -- men than he.;;;;;;;;;x
brayherd_artifact_effect_tt;Perhaps the Dark Gods will grant you their blessing.;;;;;;;;;;;;;x
EVTDESCsorcererapprentice70005;Your [GetFromRelation] is telling me that I am almost there! Soon, i will be able to be tested to become a mage!.;;;;;;;;;;;;;;
chaos_destrier;Chaos Destrier;;;;;;;;;;;;;x
chaos_destrier_desc;Chaos Steeds are not normal horses, but coal-black chargers with daemonic ichor for blood, needle-sharp teeth and the intelligence of cruel men. A Chaos Steed's head and flanks are protected by sculpted plates of thick, metal barding that no normal steed could bear, and they gore and slash those before them with bladed horns and hooves. It is said that these evil steeds are gifts from the Dark Gods themselves, and that they are subservient to their master alone.;;;;;;;;;;;;;x
warpstone_cluster_desc;A large chunk of Wyrdstone. Unrefined Warpstone is highly toxic to all living things; prolonged exposure to the substance will lead to madness, mutation and eventual death. Prolonged consumption produces an addiction much greater than any other natural drug, an addiction that never ceases and will plague its victims for the rest of their lives.;;;;;;;;;;;;;x
warpstone_shard_desc;A single sliver of Wyrdstone. Unrefined Warpstone is highly toxic to all living things; prolonged exposure to the substance will lead to madness, mutation and eventual death. Prolonged consumption produces an addiction much greater than any other natural drug, an addiction that never ceases and will plague its victims for the rest of their lives.;;;;;;;;;;;;;x
warpstone_dust_desc;Achieved by grinding Warpstone into a fine white powder, this dust has its greatest effect when ingested. Warpstone Dust is commonly used to enhance the ability to manipulate sorcerous energies. For those not accustomed to eating Warpstone, the effects are quite dangerous, causing all sorts of negative mutations.;;;;;;;;;;;;;x
tome;Tome;;;;;;;;;;;;;x
creature_beastman_opinion;Beastman Opinion;;;;;;;;;;;;;x
no_herdstone;Herdstone;;;;;;;;;;;;;x
no_herdstone_desc;Herdstones are sacred to the Beastmen, and all manner of offerings are left to appease and earn the favour of the Dark Gods; weapons, armor, the banners of vanquished foes and the corpses of mutilated enemies can all be found piled around the base of these stones. Herdstones are always erected in places of magical significance, usually over one of the baleful meteors that brought the Beastmen into being all those ages ago.;;;;;;;;;;;;;x
no_beastman_herd;Pelt Totem;;;;;;;;;x
no_beastman_herd_desc;Beastmen put great stock in their fetishes and grim totems, and will quickly festoon any camp or clearing they claim with such vile tokens. For the Bestigors, it is the collected pelts of vanquished Gors and other forest prey that mark their status within the warherd. Their trophies are draped over a totem by the Bestigor tents when in camp, but taken and worn when they roam the beast-paths.;;;;;;;;;;;;;x
no_breeding_pits_1;Pile of Flesh;;;;;;;;;x
no_breeding_pits_2;Pile of Flesh;;;;;;;;;x
no_breeding_pits_3;Pile of Flesh;;;;;;;;;x
no_breeding_pits_4;Pile of Flesh;;;;;;;;;x
no_breeding_pits_5;Meat Larder;;;;;;;;;x
no_breeding_pits_6;Meat Larder;;;;;;;;;x
no_breeding_pits_7;Meat Larder;;;;;;;;;x
no_breeding_pits_8;Meat Larder;;;;;;;;;x
no_breeding_pits_desc;Beastmen show and delight in mankind inevitable downfall in many ways. There is the raiding and destruction, of course, but leaving piles of the dead and rotting across the realms is a visible reminder that nowhere is safe and the Cloven Ones are never far away. Such dedications are also direct conduits to the Realm of Chaos.;;;;;;;;;;;;;x
no_bloodgrounds_1;Blood-Grounds;;;;;;;;;x
no_bloodgrounds_2;Blood-Grounds;;;;;;;;;x
no_bloodgrounds_3;Blood-Grounds;;;;;;;;;x
no_bloodgrounds_4;Blood-Grounds;;;;;;;;;x
no_bloodgrounds_5;Blood-Grounds;;;;;;;;;x
no_bloodgrounds_6;Blood-Grounds;;;;;;;;;x
no_bloodgrounds_7;Blood-Grounds;;;;;;;;;x
no_bloodgrounds_8;Blood-Grounds;;;;;;;;;x
no_bloodgrounds_desc;The Beastmen build no cities for order and construction are anathema to them. They wander far, following the scent of fresh meat and hunting to death whatever trespasses into the ancient blood-grounds that the Beastmen patrol. Although the blood-grounds comprise of many leagues of dread woodland there are nexus points, where the herds tend to gather, perhaps at a junction of the beast-paths, or a favoured hunting spot.;;;;;;;;;;;;;x
no_beastman_encampment_1;Squalid Encampment;;;;;;;;;x
no_beastman_encampment_2;Squalid Encampment;;;;;;;;;x
no_beastman_encampment_3;Squalid Encampment;;;;;;;;;x
no_beastman_encampment_4;Squalid Encampment;;;;;;;;;x
no_beastman_encampment_5;Bloodied Lair;;;;;;;;;x
no_beastman_encampment_6;Bloodied Lair;;;;;;;;;x
no_beastman_encampment_7;Bloodied Lair;;;;;;;;;x
no_beastman_encampment_8;Cursed Labyrinth;;;;;;;;;x
no_beastman_encampment_desc;Squalid camps are crude affairs, often consisting of little more than a raging pyre surrounded by a mass of rude burrows and rough pelt barriers. Sometimes other skins, still dripping with gore, will be held up by sticks and branches to form makeshift tents. More powerful Beastmen have positions closest to the fire while weaker creatures set their pathetic abodes further out of the circle.;;;;;;;;;;;;;x
no_beastpath_1;Beast-Paths;;;;;;;;;x
no_beastpath_2;Beast-Paths;;;;;;;;;x
no_beastpath_3;Beast-Paths;;;;;;;;;x
no_beastpath_4;Beast-Paths;;;;;;;;;x
no_beastpath_desc;Over millennia of use, the beast-paths have become deep ruts in the ground, strewn with the bones of the enemy and other detritus. So dense is the undergrowth that grows on the embankments, that the chances are that no human tracker or huntsman seeking a beast-path would find one simply by pure coincidence. Any huntsman who have managed to stumble upon a beast-path would be extremely wise to turn and flee, for a warherd might be travelling the path and his own bones may soon be added to those discarded upon it.;;;;;;;;;x
no_cloven_burrow_b_1;Rude Burrow;;;;;;;;;x
no_cloven_burrow_b_2;Rude Burrow;;;;;;;;;x
no_cloven_burrow_b_3;Rude Burrow;;;;;;;;;x
no_cloven_burrow_b_4;Rude Burrow;;;;;;;;;x
no_cloven_burrow_b_5;Rude Burrow;;;;;;;;;x
no_cloven_burrow_b_6;Rude Burrow;;;;;;;;;x
no_cloven_burrow_b_desc;Burrows are never more than temporary shelters for the Gors, as they will quickly move onto to another part of the blood-grounds. Yet when they do seek shelter in a root-and-earthen enclave they will often seal such area with hide, freshly flayed from some unfortunate prey, be they mannish filth or some other poor creature. These same hides can be used in battle, hardened and placed on their crude shields.;;;;;;;;;x
no_cloven_burrow_1;Rude Burrow;;;;;;;;;x
no_cloven_burrow_2;Rude Burrow;;;;;;;;;x
no_cloven_burrow_3;Rude Burrow;;;;;;;;;x
no_cloven_burrow_4;Rude Burrow;;;;;;;;;x
no_cloven_burrow_5;Rude Burrow;;;;;;;;;x
no_cloven_burrow_desc;Burrows are never more than temporary shelters for the Gors, as they will quickly move onto to another part of the blood-grounds. Yet when they do seek shelter in a root-and-earthen enclave they will often seal such area with hide, freshly flayed from some unfortunate prey, be they mannish filth or some other poor creature. These same hides can be used in battle, hardened and placed on their crude shields.;;;;;;;;;x
no_centigor_hollow_b_1;Centigor Hollow;;;;;;;;;x
no_centigor_hollow_b_2;Centigor Hollow;;;;;;;;;x
no_centigor_hollow_b_3;Centigor Hollow;;;;;;;;;x
no_centigor_hollow_b_4;Centigor Hollow;;;;;;;;;x
no_centigor_hollow_b_desc;Beastmen use Centigors as messengers sending them far and wide across the blood-grounds, forming a very basic network between the warherds. This isn't the most complex or reliable form of communication but as well as can be expected from a race that despises civilisation. On their travels, Centigors are known to stop in the lee of cliffs or hollows to wait out the elements, inevitably indulging in revelry, delaying messages even further.;;;;;;;;;x
no_centigor_hollow_1;Centigor Hollow;;;;;;;;;x
no_centigor_hollow_2;Centigor Hollow;;;;;;;;;x
no_centigor_hollow_3;Centigor Hollow;;;;;;;;;x
no_centigor_hollow_4;Centigor Hollow;;;;;;;;;x
no_centigor_hollow_5;Centigor Hollow;;;;;;;;;x
