#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###Categorizeable
RULE_OPTION_ELDER_RACES_ON;Elder Races Allowed;;;;;;;;;x
RULE_OPTION_ELDER_RACES_AI_ON;Elder Races Allowed for AI;;;;;;;;;x
#Insults
INSULT_BRAY;Bray;;;;;;;;;x
INSULT_BRAYHORNLESS;Hornless Bray;;;;;;;;;x
#Tamurkhan Traits
nurgle_maggot_lord;Maggot Lord;;;;;;;;;x
#Tamurkhan Events
maggot_lord_consumes_FROM_tt;Consume [From.GetFullName];;;;;;;;;x
maggot_lord_consumes_ROOT_tt;The Maggot Lord approaches you menancingly...;;;;;;;;;x
EVTOPTTAMUR50020;I Shall Feast on you Today...;;;;;;;;;x
TAMUR6_DESCA;You approach [target_character.GetFullName] with intent to decide consume his body into your being... ;;;;;;;;;x
TAMUR6_OPTA;I shall make your body mine;;;;;;;;;x
TAMUR6_OPTB;I shall Consume you;;;;;;;;;x
TAMUR6_OPTC;I shall Kill you;;;;;;;;;x
TAMUR6_OPTD;You shall be my Prisoner;;;;;;;;;x
TAMUR1_DESC;You wake in the morning in cold sweat looking feeling nauseus. upon closer inspection you notice your body has become an host to swarm of maggots, truly an ominous sight...;;;;;;;;;x
TAMUR1_OPTB;Cut them out! CUT THEM OUT!;;;;;;;;;x
TAMUR2_DESC;The Maggots in your body have started taking toll on your mental fortitude telling you to do things you normally would not do enstranging your family any friends in process...;;;;;;;;;x
TAMUR2_OPTA;Yes yes... my master...;;;;;;;;;x
TAMUR3_DESC;Your mind finally crumbles, and new consience becomes apparent. You have finally achieved the total control of this body it is time to enact your plans...;;;;;;;;;x
TAMUR3_OPTA;I Am Finally Back;;;;;;;;;x
TAMUR4_OPTA;CURSES!;;;;;;;;;x
TAMUR4_DESC;Your Host body has crumbled to unuseable form... it is time to find a new host you must act quickly...;;;;;;;;;x
TAMUR5_DESCA;You start noticing your skin color starting to look pale and your body no longer generates as fast as it used to...;;;;;;;;;x
TAMUR5_DESCB;Your body has started visibly rotting but it still manages to regenate itself through dark magics.;;;;;;;;;x
TAMUR5_DESCC;Your body is at it's breaking point no longer regenerating and small parts of your body are already starting to fall off... you might need to start looking for a new host.;;;;;;;;;x
TAMUR5_DESCD;CURSES! your body no longer is capable of sustaining it self and has finally fully collapsed...;;;;;;;;;x
TAMUR5_DESCF;The maggots have deeply ingrained onto your body refusing to leave it, you can only surmise this does not mean anything good for your health...;;;;;;;;;x
#Laws
dwarf_clan_power_law;Clan Hierarchy;;;;;;;;;x
dwarf_clan_power_law_0;Warrior Clan;;;;;;;;;x
dwarf_clan_power_law_1;Elite Clan;;;;;;;;;x
dwarf_clan_power_law_2;Ranger Clan;;;;;;;;;x
dwarf_clan_power_law_3;Slayer Clan;;;;;;;;;x
skaven_clan_power_law;Clan Hierarchy;;;;;;;;;x
skaven_clan_power_law_desc;The skaven clans structure themselves how ever they wish at all times to represent the needs of their clan leader.;;;;;;;;;x
skaven_clan_power_law_2;Scavanger Clan;;;;;;;;;x
skaven_clan_power_law_1;Elite Clan;;;;;;;;;x
skaven_clan_power_law_0;Skaven Clan;;;;;;;;;x
skaven_clan_power_law_2_desc;This clan Partakes in scavenging the dead in any battle field they can find on the surface and the underground to strenghten their coffers.;;;;;;;;;x
skaven_clan_power_law_1_desc;This clan Prides themselves in their elite warriors first and foremost.;;;;;;;;;x
skaven_clan_power_law_0_desc;This clan is filled with cowardly skaven to the brim to maximize their numbers.;;;;;;;;;x
#Modifiers
voice_of_greater_daemon;Voice of [GetGreaterDaemonName];;;;;;;;;x
String_AmonChakai;Amon 'Chakai;;;;;;;;;x
String_Alkhor;Alkhor;;;;;;;;;x
String_Darkhdwel;Darkh'dwel;;;;;;;;;x
String_Nkari;N'Kari;;;;;;;;;x
String_Arcalux;Arcalux;;;;;;;;;x
String_Kabandha;Ka'Bandha;;;;;;;;;x
String_Baalrukh;Baalrûkh;;;;;;;;;x
String_belakor;Be'lakor;;;;;;;;;x
quetza_wastes;Wastes of Quetza;;;;;;;;;x
quetza_wastes_desc;The territories around quetza was heavily ravaged by the concoctions of the Clan Pestilence and the Daemon Prince of Nurgle during the Pestilence's incursion long time ago... ;;;;;;;;;;;;x
mousillon_wastes;Curse of Mousillon;;;;;;;;;;;;x
mousillon_wastes_desc;Ever since its fall, Mousillon is a cursed, impoverished land that is plagued by constant misfortunes, disease and drawing the attention of dark powers.;;;;;;;;;;;;x
#Retinues
DOWRET_OSTENBLACKGUARD;Ostlander Black Guard;;;;;;;;;;;;x
#Landed Titles
GUILDS_OF;Merchant Guilds of;;;;;;;;;;;;x
d_marienburg_directorate;Marienburg;;;;;;;;;;;;x
d_marienburg_directorate_adj;Marienburger;;;;;;;;;;;;x
STAADHOLDER;Staadtholder;;;;;;;;;;;;x
FOAMSTAADHOLDER;Your lordship;;;;;;;;;;;;x
DIRECTOR;Director;;;;;;;;;;;;x
FOAMSTAADHOLDER;Your illustriousness;;;;;;;;;;;;x
#Artifacts
staff_of_obsinite;Staff of Obsinite;;;;;;;;;;;;x
staff_of_obsinite_desc;Staff made out of glassy rock of obsinite.;;;;;;;;;;;;x
revivication_crystal;Revivication Crystal;;;;;;;;;;;;x
revivication_crystal_desc;The crystal protects those who worship the Serpent God, healing wounds and bringing supplicants back from the point of death.;;;;;;;;;;;;x
cube_of_darkness;Cube of Darkness;;;;;;;;;;;;x
cube_of_darkness_desc;Viewed up close, this small black cube contains millions of tiny pin-pricks of blinking light, each circling a sphere of pure darkness. By implementing the correct pattern of thoughts, the cube may be opened for a fraction of a second, inexplicably drawing the very Winds of Magic into its depths.;;;;;;;;;;;;x
skavenpelt_banner;Skavenpelt Banner;;;;;;;;;;;;x
own_5_neighbour_tributaries_skaven;Have 5 Neighbouring Skaven Culture Group Tributaries;;;;;;;;;;;;;x
#Regions
world_under_cathay;Under-Cathay;Under-Cathay;Under-Cathay;;Under-Cathay;;;;;;;;;x
world_skavenblight;Skavenblight;Skavenblight;Skavenblight;;Skavenblight;;;;;;;;;x
#titles
b_alassof;Alassof;Alassof;Alassof;;Alassof;;;;;;;;;x
b_alhendur;Alhendur;Alhendur;Alhendur;;Alhendur;;;;;;;;;x
b_ar_dorn;Ar Dorn;Ar Dorn;Ar Dorn;;Ar Dorn;;;;;;;;;x
b_olricfjord;Olricfjord;Olricfjord;Olricfjord;;Olricfjord;;;;;;;;;x
b_strovengaard;Strovengaard;Strovengaard;Strovengaard;;Strovengaard;;;;;;;;;x
b_strovenhof;Strovenhof;Strovenhof;Strovenhof;;Strovenhof;;;;;;;;;x
b_halvala;Halvala;Halvala;Halvala;;Halvala;;;;;;;;;x
b_hrafnahof;Hrafnahof;Hrafnahof;Hrafnahof;;Hrafnahof;;;;;;;;;x
b_kviadol;Kviadol;Kviadol;Kviadol;;Kviadol;;;;;;;;;x
b_kirkja_mermedus;Kirkja Mermedus;Kirkja Mermedus;Kirkja Mermedus;;Kirkja Mermedus;;;;;;;;;x
b_ragnarmar;Ragnarmar;Ragnarmar;Ragnarmar;;Ragnarmar;;;;;;;;;x
b_fjaegardhold;Fjaegardhold;Fjaegardhold;Fjaegardhold;;Fjaegardhold;;;;;;;;;x
b_longship_graveyard;Longship Graveyard;Longship Graveyard;Longship Graveyard;;Longship Graveyard;;;;;;;;;x
b_altar_of_crimson_harvest;Altar of Crimson Harvest;Altar of Crimson Harvest;Altar of Crimson Harvest;;Altar of Crimson Harvest;;;;;;;;;x
d_isdrakken_fjord;Isdrakken;Isdrakken;Isdrakken;;Isdrakken;;;;;;;;;x
d_isdrakken_fjord_adj;Isdrakken;;Isdrakkener;;;;;;;;;;;x
k_drakkenfjordr;Drakkenfjordr;Drakkenfjordr;Drakkenfjordr;;Drakkenfjordr;;;;;;;;;x
k_drakkenfjords_adj;Drakkener;;Drakkener;;;;;;;;;;;x
d_port_royale;Port Royale;Port Royale;Port Royale;;Port Royale;;;;;;;;;x
d_port_royale_adj;Royale;;Royale;;;;;;;;;;;x
d_nuevo_luccini;Nuevo Luccini;Nuevo Luccini;Nuevo Luccini;;Nuevo Luccini;;;;;;;;;x
d_nuevo_luccini_adj;Nuevo Luccino;Nuevo Luccino;Nuevo Luccino;;Nuevo Luccino;;;;;;;;;x
#Decisions
meditate_pop_order;Medidate at Place of Power;;;;;;;;;;;;;x
meditate_pop_chaos;Medidate at Place of Power;;;;;;;;;;;;;x
meditate_pop_order_desc;Medidate where the Winds of Magic flow the strongest to gain Insight.;;;;;;;;;;;;;x
meditate_pop_chaos_desc;Medidate where the winds of Chaos flow the strongest to gain Insight.;;;;;;;;;;;;;x
corrupt_pop;Corrupt Place of Power;;;;;;;;;;;;;x
restore_pop;Restore Place of Power;;;;;;;;;;;;;x
corrupt_pop_desc;Corrupt local magical flow to further the chaotic winds of magic.;;;;;;;;;;;;;x
restore_pop_desc;Restore Place of Power to Control the chaotic winds of magic better.;;;;;;;;;;;;;x
#Tributary
#Modifiers
drained_place_of_power;Drained Place of Power;;;;;;;;;;;;;x
active_place_of_power_man;Place of Power;;;;;;;;;;;;;x
inactive_place_of_power_man;Inactive Place of Power;;;;;;;;;;;;;x
corrupt_place_of_power_man;Corrupted Place of Power;;;;;;;;;;;;;x
active_place_of_power_wood;Asrai Place of Power;;;;;;;;;;;;;x
inactive_place_of_power_wood;Inactive Asrai Place of Power;;;;;;;;;;;;;x
corrupt_place_of_power_wood;Corrupted Asrai Place of Power;;;;;;;;;;;;;x
active_place_of_power_elf;Asur Place of Power;;;;;;;;;;;;;x
inactive_place_of_power_elf;Inactive Asur Place of Power;;;;;;;;;;;;;x
corrupt_place_of_power_elf;Corrupted Asur Place of Power;;;;;;;;;;;;;x
warpstone_meteor_desc;Warpstone Meteor - §GMining Progress([Location.blackstone_mining_progress.GetValue]/15)§!;;;;;;;;;;;;;x
TRIBUTARY_COLONY_NAME;Colonial Nation;;;;;;;;;;;;;x
TRIBUTARY_COLONY_PLURAL;Colonial Nations;;;;;;;;;;;;;x
SUZERAIN_COLONY_NAME;Colonial Overlord;;;;;;;;;;;;;x
TRIBUTARY_COLONY_TRIBUTE;Tariffs;;;;;;;;;;;;;x
d_skulltakers;Skulltakers;Skulltakers;Skulltakers;;Skulltakers;;;;;;;;;x
d_skulltakers_adj;Skulltakers;Skulltakers;Skulltakers;;Skulltakers;;;;;;;;;x
c_skulltakers;Skulltaker Warriors;Skulltaker Warriors;Skulltaker Warriors;;Skulltaker Warriors;;;;;;;;;x
c_skulltakers_adj;Skulltaker Warriors;Skulltaker Warriors;Skulltaker Warriors;;Skulltaker Warriors;;;;;;;;;x
