########
# DUMP #
########
b_aangmar;Aangmar;;;;;;;;;;;;;;x
b_ymirhol;Ymirhol;;;;;;;;;;;;;;x
b_vanilmanu;Vanilmanu;;;;;;;;;;;;;;x
b_largush;Largush;;;;;;;;;;;;;;x
b_eyries;Eyries;;;;;;;;;;;;;;x
b_garaz_kro;Garaz-Kro;;;;;;;;;;;;;;x
b_ungrim_kol;Ungrim Kol;;;;;;;;;;;;;;x
b_baringdon;Baringdon;;;;;;;;;;;;;;x
b_eaglehol;Eaglehol;;;;;;;;;;;;;;x
b_hruken;Hruken;;;;;;;;;;;;;;x
b_korbin;Korbin;;;;;;;;;;;;;;x
b_cloudtop;Cloudtop;;;;;;;;;;;;;;x
b_cloudpeak;Cloudpeak;;;;;;;;;;;;;;x
b_karag_beregar;Karag Beregar;;;;;;;;;;;;;;x
b_dereskal;Dereskal;;;;;;;;;;;;;;x
b_grung_borg;Grung-Borg
b_zapah;Zapah;;;;;;;;;;;;;;x
b_shamandir;Shamandir;;;;;;;;;;;;;;x
b_agult;Agult;;;;;;;;;;;;;;x
b_skrap;Skrap;;;;;;;;;;;;;;x
b_phalanax;Phalanax;;;;;;;;;;;;;;x
b_urkhan;Urkhan;;;;;;;;;;;;;;x
b_grossfurre;Grossfurre;;;;;;;;;;;;;;x
b_breunha;Breunha;;;;;;;;;;;;;;x
b_berden;Berden;;;;;;;;;;;;;;x
b_eslohe;Eslohe;;;;;;;;;;;;;;x
b_middenmoor;Middenmoor;;;;;;;;;;;;;;x
b_schasenschlosse;Schasenschlosse;;;;;;;;;;;;;;x
b_fussen;Fussen;;;;;;;;;;;;;;x
b_stapelhugel;Stapelhugel;;;;;;;;;;;;;;x
b_heidenmoor;Heidenmoor;;;;;;;;;;;;;;x
b_dusselhof;Dusselhof;;;;;;;;;;;;;;x
b_hechingen;Hechingen;;;;;;;;;;;;;;x
b_herdelberg;Herdelberg;;;;;;;;;;;;;;x
b_schwarzgraben;Schwarzgraben;;;;;;;;;;;;;;x
b_schwarzhof;Schwarzhof;;;;;;;;;;;;;;x
b_grobohausen;Grobohausen;;;;;;;;;;;;;;x
b_hornenburg;Hornenburg;;;;;;;;;;;;;;x
b_brahalt;Brahalt;;;;;;;;;;;;;;x
b_gorssel;Gorssel;;;;;;;;;;;;;;x
b_gorsburg;Gorsburg;;;;;;;;;;;;;;x
b_lahmorg;Lahmorg;;;;;;;;;;;;;;x
b_pomenerish;Pomenerish;;;;;;;;;;;;;;x
b_giesten;Giesten;;;;;;;;;;;;;;x
b_kashof;Kashof;;;;;;;;;;;;;;x
b_schaden;Schaden;;;;;;;;;;;;;;x
b_schadenburg;Schadenburg;;;;;;;;;;;;;;x
b_misty_hills;Misty Hills;;;;;;;;;;;;;;x
b_mirdenschlosse;Mirdenschlosse;;;;;;;;;;;;;;x
b_hardinburg;Hardinburg;;;;;;;;;;;;;;x
b_schadeuna;Schadeuna;;;;;;;;;;;;;;x
b_seuschenhof;Seuschenhof;;;;;;;;;;;;;;x
b_lithril;Lithril;;;;;;;;;;;;;;x
b_leban;Leban;;;;;;;;;;;;;;x
b_dauremor;Dauremor;;;;;;;;;;;;;;x
b_harstup;Harstup;;;;;;;;;;;;;;x
b_drachenhoble;Drachenhoble;;;;;;;;;;;;;;x
b_roshneth;Roshneth;;;;;;;;;;;;;;x
b_laureverd,Laureverd;;;;;;;;;;;;;;x
b_bavarhof;Bavarhof;;;;;;;;;;;;;;x
b_obelraun;Obelraun;;;;;;;;;;;;;;x
b_morghanburg;Morghanburg;;;;;;;;;;;;;;x
b_bessel;Bessel;;;;;;;;;;;;;;x
b_khornehof;Khornehof;;;;;;;;;;;;;;x
b_miedenburg;Miedenburg;;;;;;;;;;;;;;x
b_lanhsiningen;Lanhsiningen;;;;;;;;;;;;;;x
b_mourdhaus;Mordhaus;;;;;;;;;;;;;;x
b_sammelhein,Sammelhein;;;;;;;;;;;;;;x
b_hovelhof;Hovelhof;;;;;;;;;;;;;;x
b_orbul;Orbul;;;;;;;;;;;;;;x
b_azriliz;Azriliz;;;;;;;;;;;;;;x
b_grimkaz;Grimkaz;;;;;;;;;;;;;;x
b_rhukmar;Rhukmar;;;;;;;;;;;;;;x
b_drazril;Drazril;;;;;;;;;;;;;;x
b_mitanni;Mitanni;;;;;;;;;;;;;;x
b_kazzite;Kazzite;;;;;;;;;;;;;;x
b_chemos,Chemos;;;;;;;;;;;;;;x
b_humazabab;Humazabab;;;;;;;;;;;;;;x
b_van_hel;Van Hel;;;;;;;;;;;;;;x
b_de_belladonna;De Belladonna;;;;;;;;;;;;;;x
b_hanseat;Hanseat;;;;;;;;;;;;;;x
b_von_hasener;Von Hasener;;;;;;;;;;;;;;x
b_du_casse;Du Casse;;;;;;;;;;;;;;x
b_lafitte;Lafitte;;;;;;;;;;;;;;x
b_wynn;Wynn;;;;;;;;;;;;;;x
b_ordronaux;Ordronaux;;;;;;;;;;;;;;x
b_le_bec;Le Bec;;;;;;;;;;;;;;x
b_hoegaarden;Hoegaarden;;;;;;;;;;;;;;x
b_de_raamsdonk;Raamsdonk;;;;;;;;;;;;;;x
b_van_daalen;Van Daalen;;;;;;;;;;;;;;x
b_van_de_peppel;Van De Peppel;;;;;;;;;;;;;;x
b_veenstra;Veenstra;;;;;;;;;;;;;;x
b_batenburg;Batenburg;;;;;;;;;;;;;;x
b_van_de_kooij;Van De Kooij;;;;;;;;;;;;;;x
b_noordhoek;Noordhoek;;;;;;;;;;;;;;x
b_breedveld;Breedveld;;;;;;;;;;;;;;x
b_olmstadt;Olmstadt;;;;;;;;;;;;;;x
b_steinhager;Steinhager;;;;;;;;;;;;;;x
b_ruggbroder;Ruggbroder;;;;;;;;;;;;;;x
b_teugen;Teugen;;;;;;;;;;;;;;x
b_haagen;Haagen;;;;;;;;;;;;;;x
b_shein;Shien;;;;;;;;;;;;;;x
b_orlov;Orlov;;;;;;;;;;;;;;x
b_pyhaniemi;Pyhaniemi;;;;;;;;;;;;;;x
b_fingerpori;Fingerpori;;;;;;;;;;;;;;x
b_padaste;Padaste;;;;;;;;;;;;;;x
b_busarello;Busarello;;;;;;;;;;;;;;x
b_biagi;Biagi;;;;;;;;;;;;;;x
b_ducati;Ducati;;;;;;;;;;;;;;x
b_rustici;Rustici;;;;;;;;;;;;;;x
b_aurino;Aurino;;;;;;;;;;;;;;x
b_grombi;Grombi;;;;;;;;;;;;;;x
b_drakkigrin;Drakkigrin;;;;;;;;;;;;;;x
b_kurgani;Kurgani;;;;;;;;;;;;;;x
b_griz;Griz;;;;;;;;;;;;;;x
b_durazgrund;Durazgrund;;;;;;;;;;;;;;x
b_khragbrom;Khragbrom;;;;;;;;;;;;;;x
b_elgidrengi;Elgidrengi;;;;;;;;;;;;;;x
b_chivasson;Chivasson;;;;;;;;;;;;;;x
b_demerzak;Demerzak;;;;;;;;;;;;;;x
b_tezras;Tezras;;;;;;;;;;;;;;x
b_abulafia;Abulafia;;;;;;;;;;;;;;x
b_naseer;Naseer;;;;;;;;;;;;;;x
b_ganem;Ganem;;;;;;;;;;;;;;x
b_jarrah;Jarrah;;;;;;;;;;;;;;x
b_atiq;Atiq;;;;;;;;;;;;;;x
b_bunda;Bunda;;;;;;;;;;;;;;x
b_ichtal;Ichtal;;;;;;;;;;;;;;x
b_ikkol;Ikkol;;;;;;;;;;;;;;x
b_gurmanche;Gurmanche;;;;;;;;;;;;;;x
b_de_yanez;De Yanez;;;;;;;;;;;;;;x
b_de_palencia;De Palencia;;;;;;;;;;;;;;x
b_de_san_martin;De San Martin;;;;;;;;;;;;;;x
b_sanudo;Sanudo;;;;;;;;;;;;;;x
b_anso;Anso;;;;;;;;;;;;;;x
b_de_alatriste;De Alatriste;;;;;;;;;;;;;;x
b_paz;Paz;;;;;;;;;;;;;;x
b_de_arrabal;De Arrabal;;;;;;;;;;;;;;x
b_ibanez;Ibanez;;;;;;;;;;;;;;x
b_espronceda;Espronceda;;;;;;;;;;;;;;x
b_eketra;Eketra;;;;;;;;;;;;;;x
b_alfthan;Alfthan;;;;;;;;;;;;;;x
b_falgart;Falgart;;;;;;;;;;;;;;x
b_tangen;Tangen;;;;;;;;;;;;;;x
b_cortes;Cortes;;;;;;;;;;;;;;x
b_pirazzo;Pirazzo;;;;;;;;;;;;;;x
b_ponce_de_leon;Ponce De Leon;;;;;;;;;;;;;;x
b_de_coronado;De Coronado;;;;;;;;;;;;;;x
b_de_sotomayor;De Sotomayor;;;;;;;;;;;;;;x
b_alhawt;Alhawt;;;;;;;;;;;;;;x
b_zwartdoorn;Zwartdoorn;;;;;;;;;;;;;;x
b_tianshi;Tianshi;;;;;;;;;;;;;;x
b_remano;Remano;;;;;;;;;;;;;;x
b_antreprenor;Antreprenor;;;;;;;;;;;;;;x
b_zulik;Zulik;;;;;;;;;;;;;;x
d_black_chasm;Black Chasm;;;;;;;;;;;;;;x
d_imperial_college_of_magic;Imperial College of Magic;;;;;;;;;;;;;;x
waaagh_make_county_capital;Convert to Warcamp;;;;;;;;;;;;;;x
waaagh_make_county_capital_desc;Convert this county to your current capital.;;;;;;;;;;;;;;x
special_char_throgg;Throgg;;;;;;;;;;;;;;x
special_char_throgg;The King of the Trolls, also once known as Wintertooth, is among the most unnaturally intelligent of his vile kind, intent on bringing the world under the rule of a new ice age with himself at its head.;;;;;;;;;;;;;;x
stromfels_group;Stromfels;;;;;;;;;;;;;;x
Cultureee ;Culture: ;Culture ;Kulture ;;Cultura ;;;;;;;;;x
Religionee ;Religion: ;Religion ;;;Religion ;;;;;;;;;x
INDEPENDENT;Independent\nRuler;Souverain\nindépendant;\nUnabhängig;;\nIndependiente;\nIndipendente;;;;;;;;x
REPUBLICSeeBLABLA;Republics exercise their influence via trade.\nAt their head, powerful families feud in a\nbitter struggle for leadership.;Les Républiques marchandes exercent leur influence par le commerce. A leur tête on trouve de puissantes familles qui rivalisent pour le pouvoir.;Handelsrepubliken blabla;;Repúblicas mercantiles blabla;;;;;;;;;x
MULTIee;Multiplayer;Multijoueur;;;;;;;;;;;;x
REPUBLICSee;Republics;Républiques;republiken;;Repúblicas;;;;;;;;;x
CHRONICLE_START;This is the Chronicle of House [Root.GetOnlyDynastyName], in which is contained the record of its yearly fortunes, glories and difficulties.;Voici les chroniques de la maison [Root.GetOnlyDynastyName], qui relatent la gloire, la fortune et les mésaventures des années passées.;Dies ist die Chronik des Hauses [Root.GetOnlyDynastyName], in der die Glücksfälle, der Ruhm und die Schwierigkeiten jeden Jahres verzeichnet sind.;;Esta es la Crónica de la Casa de [GetOnlyDynastyName], la cual contiene el registro de sus fortunas anuales, sus glorias y sus dificultades.;;;;;;;;;x
CHRONICLE_START_republic;This is the Chronicle of House [Root.GetOnlyDynastyName], in which is contained the record of its yearly fortunes, glories and difficulties.;Allons-donc, voilà la leçon d'histoire, en tant que précepteur, je me dois de vous assurer une éducation parfaite. Vous ais-je déjà dit que j'avais été Chroniqueur au service de la Famille [Root.GetOnlyDynastyName] ? Nul besoin de vous parler de leurs réussites commerciales, néanmoins connaître leur histoire ne peut que vous aidez à améliorer et chercher à devenir aussi grands qu'eux. Commençons par les faits qui se sont déroulés sous le règne de [From.GetTitledName].;Dies ist die Chronik des Hauses [Root.GetOnlyDynastyName], in der die Glücksfälle, der Ruhm und die Schwierigkeiten jeden Jahres verzeichnet sind.;;Esta es la Crónica de la Casa de [GetOnlyDynastyName], la cual contiene el registro de sus fortunas anuales, sus glorias y sus dificultades.;;;;;;;;;x
CHRONICLE_START_generic;This is the Chronicle of House [Root.GetOnlyDynastyName], in which is contained the record of its yearly fortunes, glories and difficulties.;Voici les chroniques de la maison [Root.GetOnlyDynastyName], qui relatent la gloire, la fortune et les mésaventures des années passées.;Dies ist die Chronik des Hauses [Root.GetOnlyDynastyName], in der die Glücksfälle, der Ruhm und die Schwierigkeiten jeden Jahres verzeichnet sind.;;Esta es la Crónica de la Casa de [GetOnlyDynastyName], la cual contiene el registro de sus fortunas anuales, sus glorias y sus dificultades.;;;;;;;;;x
CHRONICLE_START_muslim;This is the Chronicle of House [Root.GetOnlyDynastyName], in which is contained the record of its yearly fortunes, glories and difficulties.;Au nom d'Allah, le tout puissant, le miséricordieux, loué soit-il, c'est à moi scribe de la noble maison [Root.GetOnlyDynastyName] qu'il appartient de relater ici les hauts faits, fortune et revers de cette glorieuse dynastie, puisse-t-elle perdurer à jamais ! \nC'est au cours du règne de [From.GetTitledName] que commence cette épopée.;Dies ist die Chronik des Hauses [Root.GetOnlyDynastyName], in der die Glücksfälle, der Ruhm und die Schwierigkeiten jeden Jahres verzeichnet sind.;;Esta es la Crónica de la Casa de [GetOnlyDynastyName], la cual contiene el registro de sus fortunas anuales, sus glorias y sus dificultades.;;;;;;;;;x
CHRONICLE_START_catholic;This is the Chronicle of House [Root.GetOnlyDynastyName], in which is contained the record of its yearly fortunes, glories and difficulties.;Voici les chroniques de la maison [Root.GetOnlyDynastyName], qui relatent la gloire, la fortune et les mésaventures des années passées.;Dies ist die Chronik des Hauses [Root.GetOnlyDynastyName], in der die Glücksfälle, der Ruhm und die Schwierigkeiten jeden Jahres verzeichnet sind.;;Esta es la Crónica de la Casa de [GetOnlyDynastyName], la cual contiene el registro de sus fortunas anuales, sus glorias y sus dificultades.;;;;;;;;;x
CHRONICLE_OF_HOUSE;The Chronicle of the glorious \nHouse [GetOnlyDynastyName];Les Chroniques de la glorieuse \nMaison [GetOnlyDynastyName];Die Chronik des \nHauses [GetOnlyDynastyName];;La Crónica de la \nCasa de [GetOnlyDynastyName];;;;;;;;;x;;
###ÄNSI
#
# AMAZON DUMP
#
faction_complacent_queen;Compacent Queen;;;;;;;;;;;;;
faction_complacent_queen_desc;An Amazon Queen should be fierce and ruthless. A weak leader can only lead to trouble.;;;;;;;;;;;;;
faction_complacent_queen_title;Complacent Queen;;;;;;;;;;;;;
faction_complacent_queen_ultimatum;Demand Abdication;;;;;;;;;;;;;
faction_complacent_queen_ultimatum_desc;Your Queen is weak, she must be replaced. Whether she has still some fire to fight for her crown or not, this ultimatum will just be a formality.;;;;;;;;;;;;;
faction_complacent_queen_ultimatum_timer;Complacent Queen Timer;;;;;;;;;;;;;
AMAZON_EXC_REQUIREMENT;Is a sanctioned free male.;;;;;;;;;;;;;
#
# ARABYAN DUMP
#
d_hadmaut_islands;Sorcerers Islands;;;;;;;;x
#
# ASRAI DUMP
#
not_avatar;Mortal;;;;;;;;;;;;;
not_avatar_desc;By tradition, Athel Loren is held by the conjoined rule of two divine Avatars of the Elven Gods Isha and Kurnous, yet the Elf currently claiming the throne has not received such blessing.;;;;;;;;;;;;;
without_kurnous;Missing Avatar;;;;;;;;;;;;;
without_kurnous_desc;There is no avatar of Kurnous to lead the Asrai to their glorious Wild Hunts. Without him, Athel Loren is weakened and his inhabitants restless.;;;;;;;;;;;;;
without_isha;Missing Avatar;;;;;;;;;;;;;
without_isha_desc;There is no avatar of Isha to protect the sacred glades of Athel Loren. Without her, the great forest is weakened and his inhabitants restless.;;;;;;;;;;;;;
without_avatars;Missing Avatars;;;;;;;;;;;;;
without_avatars_desc;The gods have abandoned Athel Loren. Without them to protect and lead them, the Asrai fear for their very survival.;;;;;;;;;;;;;
restless_spirits;Restless Spirits;;;;;;;;;;;;;
restless_spirits_desc;This ruler has not shown proper reverence for the mysterious denizens of Athel Loren.;;;;;;;;;;;;;
asrai_kidnap_named;Kidnap Child;;;;;;;;;;x
asrai_ward_apprentice_named;Take Apprentice;;;;;;;;;;;;;
#
# ASUR DUMP
#
faction_isolationist_elves;Isolationists;;;;;;;;;;;;;;
faction_isolationist_elves_title;Isolationists;;;;;;;;;;;;;;
faction_isolationist_elves_desc;It is common in Ulthuan for Elves to preach detachment from the rest of the world, to prevent corruption from pouring in. Going against this traditional way of thinking is not well regarded by some Princes.;;;;;;;;;;;;;;
faction_isolationist_elves_ultimatum;Demand liege to close borders;;;;;;;;;;;;;;
faction_isolationist_elves_ultimatum_desc;Ulthuan should not meddle with other lesser cultures. It is time for the Phoenix King to accept that.;;;;;;;;;;;;;;
faction_interventionist_elves;Interventionists;;;;;;;;;;;;;;
faction_interventionist_elves_title;Interventionists;;;;;;;;;;;;;;
faction_interventionist_elves_desc;Some in Ulthuan agree it is the sacred duty of the Asur, as the superior race, to act as guardians and protectors to the lesser races, and keep the world safe from corruption.;;;;;;;;;;;;;;
faction_interventionist_elves_ultimatum;Demand liege to open borders;;;;;;;;;;;;;;
faction_interventionist_elves_ultimatum_desc;Ulthuan should not cower away from the world, hopelessly leaving the other races to their own limited means. It is time for the Phoenix King to accept that.;;;;;;;;;;;;;;
debate_title;Public Debate;;;;;;;;;;;;;;
asur_meeting_decision;Private Meeting;;;;;;;;;;;;;
asur_meeting_decision_desc;Your many connections amongst the refined Asuryan aristocracy allow you to organize a meeting between you and a fellow Asur, an invitation too polite and prestigious to refuse, after which, you will be able to put your skills of orator to good use and see if you can come to some arrangement with [Root.GetTitledFirstName].\n\n Once you've met with the other ruler, you shall be able to discuss matters of marriage, favors and gifts.;;;;;;;;;;;;;
asur_buy_favour;Endear Favor;;;;;;;;;;;;;
asur_buy_favour_desc;Isolationist elves can use their connections and considerable prestige to press one of their friends into conceding them a favor.\n Be wary your relationship with [From.GetFirstName] and the traits of both will determine whether [From.GetSheHe]'ll decide to concede your plea or not.;;;;;;;;;;;;;
make_asur_supercourtier;Send to the Phoenix Court;;;;;;;;;;;;;
make_asur_supercourtier_desc;Invest to send [Root.GetFirstName] to the illustrious court of the Phoenix King. If the monarch of all Ulthuan accepts [From.GetHerHim], [Root.GetSheHe] will be part of the most exclusive place in Asuryan society, talk with some of the greatest Princes in Ulthuan and be part of the great political clockwork that is the Phoenix Throne.\n If the Phoenix King owes you a favor, that will make it much more likely for [Root.GetFirstName] to be accepted, but it will remove said standing favor as well.;;;;;;;;;;;;;
phoenix_queen_modifier;Phoenix Queen;;;;;;;;;;;;
phoenix_queen_modifier_desc;Tradition states the Phoenix Crown to be wore by a man, whereas the Queen takes the spiritual leadership of Avelorn as Everqueen. Going against such a tradition is not well thought of.;;;;;;;;;;;;
everking_modifier;Everking;;;;;;;;;;;;
everking_modifier_desc;Tradition states Avelorn to be held by the Everqueen. Going against such a tradition is not well thought of.;;;;;;;;;;;;
phoenix_evermonarch_modifier;Evil Tyrant;;;;;;;;;;;;
phoenix_evermonarch_modifier_desc;Since time immemorial, Ulthuan has been governed by the conjoined rule of a Phoenix King and an Everqueen, to be arrogant enough to claim absolute dominion over the Asur is cause for great outrage amongst High Elves.;;;;;;;;;;;;
flames_uncrossed;Not Crowned;;;;;;;;;;;;
flames_uncrossed_desc;This King has not yet tested himself passing through the flames of Asuryan. Until he submits himself to this trial, his claim to rulership remains dubious amongst the other Princes.;;;;;;;;;;;;
opinion_burned_by_asuryan;Burned by Asuryan;;;;;;;;;;;;
opinion_renounced_cadai;Renounced Cadai;;;;;;;;;;;;
unclear_stand;Unclear Stance;;;;;;;;;;;;
unclear_stand_desc;This Asur has not yet made clear is stance over the possible involvement of Ulthuan in external affairs.;;;;;;;;;;;;
#
# ASUR COLONY DUMP
#
create_new_colony;Create New Colony;;;;;;;;;x
create_new_colony_desc;Create a new colony from any land held by yourself or vassals outside of Ulthuan.;;;;;;;;;x
embrace_colonial_culture;Embrace Colonial Culture;;;;;;;;;x
embrace_colonial_culture_desc;I am no longer living on Ulthuan, it is time to embrace our new way of life.;;;;;;;;;x
renounce_colonial_culture;Renounce Colonial Culture;;;;;;;;;x
renounce_colonial_culture_desc;I am no longer living outside Ulthuan, it is time to act like a true lord of Ulthuan.;;;;;;;;;x
create_new_colony.1;Create New Colony.;;;;;;;;;x
EVTDESCA_HighElfColony.1;To ease the administrative burden on the Phoenix Court your liege has decided to organise your realm into a new unified colony ruled by yourself.;;;;;;;;;x
EVTDESCB_HighElfColony.1;To ease the administrative burden on the Phoenix Court your liege has decided to organise your realm into a new unified colony ruled by [NewColonyRuler.GetTitledFirstName].;;;;;;;;;x
EVTDESCC_HighElfColony.1;To ease the administrative burden on the Phoenix Court your liege has decided to organise all land outside of Ulthuan in the realm into a new unified colony ruled by [NewColonyRuler.GetTitledFirstName].;;;;;;;;;x
EVTDESCD_HighElfColony.1;To ease the administrative burden on the Phoenix Court you have decided to organise all land outside of Ulthuan you have come into possession of into a new unified colony ruled by [NewColonyRuler.GetTitledFirstName].;;;;;;;;;x
TT_HighElfColony.1;You will be compensated for land given away.;;;;;;;;;x
EVTDESC_HighElfColony.2;As part of your decision to reorganise your foreign holdings into a new colony you must pick a leader from among the nobility already present.;;;;;;;;;x
HighElfColony.2OPTA;[ColonyRuler1.GetTitledFirstName].;;;;;;;;;x
HighElfColony.2OPTB;[ColonyRuler2.GetTitledFirstName].;;;;;;;;;x
HighElfColony.2OPTC;[ColonyRuler3.GetTitledFirstName].;;;;;;;;;x
HighElfColony.2OPTD;[ColonyRuler4.GetTitledFirstName].;;;;;;;;;x
#
# BRETONNIAN DUMP
#
tnt_counter_attack;Your opponent charges back at you.;;;;;;;;;;;;x
tnt_final;Final clash that will determine the winner;;;;;;;;;;;;x
TOURNAMENTTITLE2;Tourney of [From.Capital.GetName];Tournoi de [From.Capital.GetName];;;Torneo de [From.Capital.GetName];;;;;;;;;x
TOURNAMENTTITLE3;Tourney of [Root.Capital.GetName];Tournoi de [Root.Capital.GetName];;;Torneo de [Root.Capital.GetName];;;;;;;;;x
tournament_invite_1;Let all Knights and Lords of the region be invited;Permettez à tous les Chevaliers et Seigneurs de la région d'être invités.;;;Permite que todos los caballeros y Lords de la región sean invitados;;;;;;;;;x
tournament_invite_2;Let all local Knights and Lords be invited;Permettez à tous les Chevaliers et Seigneurs des environs d'être invités.;;;Permite que todos los caballeros y Lords locales sean invitados;;;;;;;;;x
grand_tourny_1st_1;Grand Tournament Victories: 1;Victoires Grand Tournoi: 1;;;Victorias en Gran Torneo: 1;;;;;;;;;x
grand_tourny_1st_2;Grand Tournament Victories: 2;Victoires Grand Tournoi: 2;;;Victorias en Gran Torneo: 2;;;;;;;;;x
grand_tourny_1st_3;Grand Tournament Victories: 3;Victoires Grand Tournoi: 3;;;Victorias en Gran Torneo: 3;;;;;;;;;x
grand_tourny_1st_4;Grand Tournament Victories: 4;Victoires Grand Tournoi: 4;;;Victorias en Gran Torneo: 4;;;;;;;;;x
grand_tourny_1st_5;Grand Tournament Victories: 5+;Victoires Grand Tournoi: 5+;;;Victorias en Gran Torneo: 5+;;;;;;;;;x
grand_tourny_2nd_1;Grand Tournament Second Places: 1;Secondes places Grand Tournoi: 1;;;Segundas plazas en Gran Torneo: 1;;;;;;;;;x
grand_tourny_2nd_2;Grand Tournament Second Places: 2;Secondes places Grand Tournoi: 2;;;Segundas plazas en Gran Torneo: 2;;;;;;;;;x
grand_tourny_2nd_3;Grand Tournament Second Places: 3;Secondes places Grand Tournoi: 3;;;Segundas plazas en Gran Torneo: 3;;;;;;;;;x
grand_tourny_2nd_4;Grand Tournament Second Places: 4;Secondes places Grand Tournoi: 4;;;Segundas plazas en Gran Torneo: 4;;;;;;;;;x
grand_tourny_2nd_5;Grand Tournament Second Places: 5+;Secondes places Grand Tournoi: 5+;;;Segundas plazas en Gran Torneo: 5+;;;;;;;;;x
grand_tourny_3rd_1;Grand Tournament Third Places: 1;Troisièmes places Grand Tournoi: 1;;;Terceras plazas en Gran Torneo: 1;;;;;;;;;x
grand_tourny_3rd_2;Grand Tournament Third Places: 2;Troisièmes places Grand Tournoi: 2;;;Terceras plazas en Gran Torneo: 2;;;;;;;;;x
grand_tourny_3rd_3;Grand Tournament Third Places: 3;Troisièmes places Grand Tournoi: 3;;;Terceras plazas en Gran Torneo: 3;;;;;;;;;x
grand_tourny_3rd_4;Grand Tournament Third Places: 4;Troisièmes places Grand Tournoi: 4;;;Terceras plazas en Gran Torneo: 4;;;;;;;;;x
grand_tourny_3rd_5;Grand Tournament Third Places: 5+;Troisièmes places Grand Tournoi: 5+;;;Terceras plazas en Gran Torneo: 5+;;;;;;;;;x
normal_tourny_1st_1;Regional Tournament Victories: 1;Victoires Tournoi Régional: 1;;;Victorias en Torneo Regional: 1;;;;;;;;;x
normal_tourny_1st_2;Regional Tournament Victories: 2;Victoires Tournoi Régional: 2;;;Victorias en Torneo Regional: 2;;;;;;;;;x
normal_tourny_1st_3;Regional Tournament Victories: 3;Victoires Tournoi Régional: 3;;;Victorias en Torneo Regional: 3;;;;;;;;;x
normal_tourny_1st_4;Regional Tournament Victories: 4;Victoires Tournoi Régional: 4;;;Victorias en Torneo Regional: 4;;;;;;;;;x
normal_tourny_1st_5;Regional Tournament Victories: 5+;Victoires Tournoi Régional: 5+;;;Victorias en Torneo Regional: 5+;;;;;;;;;x
normal_tourny_2nd_1;Regional Tournament Second Places: 1;Secondes places Tournoi Régional: 1;;;Segundas plazas en Torneo Regional: 1;;;;;;;;;x
normal_tourny_2nd_2;Regional Tournament Second Places: 2;Secondes places Tournoi Régional: 2;;;Segundas plazas en Torneo Regional: 2;;;;;;;;;x
normal_tourny_2nd_3;Regional Tournament Second Places: 3;Secondes places Tournoi Régional: 3;;;Segundas plazas en Torneo Regional: 3;;;;;;;;;x
normal_tourny_2nd_4;Regional Tournament Second Places: 4;Secondes places Tournoi Régional: 4;;;Segundas plazas en Torneo Regional: 4;;;;;;;;;x
