#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
# Last Edit: 11.16.17 -Komioski
#####################
# NEHEKHARAN EVENTS #
#####################
EVTDESCsnehekharan14;One of the pretenders has tried to lock you away, far from the throne that rightfully belongs to you. But there are still many servants you could reach with your mind. Slowly, your retainers made their way to your dungeon and allowed you to escape.;;;;;;;;;;;;;;
EVTOPTAsnehekharan14;Free at last.;;;;;;;;;;;;;;
EVTDESCsnehekharan15;The pretender you decided to lock away has managed to call upon [From.GetHerHis] loyal servants and found a way to sneak away from your dungeons, to plot [From.GetHerHis] campaign for Nehekhara once more.;;;;;;;;;;;;;;
EVTOPTAsnehekharan15;Bah!;;;;;;;;;;;;;;
NOMAD_UPRISING;Nehekkan Uprising;;;;;;;;;;;;;;
EVTDESCsnehekharan16;The Nehekkan tribes in [Root.GetName] will no longer stand for your oppressive rule and have decided to rise up against you.;;;;;;;;;;;;;;
EVTOPTAsnehekharan16;Useless vagrants!;;;;;;;;;;;;;;
EVTDESCsnehekharan17;The Nehekkan tribes in [From.GetName] will no longer stand for your oppressive rule and have decided to rise up against your vassal.;;;;;;;;;;;;;;
EVTOPTAsnehekharan17;Useless vagrants!;;;;;;;;;;;;;;
EVTDESCsnehekharan18;A Nehekkan tribe has sent word to ask permission to freely roam within the province of [Root.GetName].;;;;;;;;;;;;;;
EVTOPTAsnehekharan18;They are free to stay.;;;;;;;;;;;;;;
EVTOPTBsnehekharan18;I won't allow this.;;;;;;;;;;;;;;
EVTOPTCsnehekharan18;No vagrant shall ever put foot in this province for as long as I rule.;;;;;;;;;;;;;;
EVTDESCsnehekharan19;Emissaries from the tribe of desert dwellers you allowed inside [Root.GetName] have been sent to your court, asking for supplies in a period of shortage for their chiefs.;;;;;;;;;;;;;;
EVTOPTZsnehekharan19;Just settle down in this land.;;;;;;;;;;;;;;
EVTOPTAsnehekharan19;We can spare something.;;;;;;;;;;;;;;
EVTOPTBsnehekharan19;Get lost, you filthy beggars!;;;;;;;;;;;;;;
EVTDESCsnehekharan21;For weeks you've received complaints from your subjects regarding the undead troops roaming across your lands on your liege's command. There has been no attack, but the people are unsettled by the skeletons standing sometimes for days, staring at their homes.;;;;;;;;;;;;;;
EVTOPTAsnehekharan21;I'll talk with their master.;;;;;;;;;;;;;;
EVTOPTBsnehekharan21;Just pretend they're not there.;;;;;;;;;;;;;;
EVTDESCsnehekharan22;Your [GetFromRelation] [From.GetTitledFirstName] has sent a complaint about your troops. Apparently the glorious armies of Nehekhara stationed to protect [From.GetHerHis] province are unsettling the locals.;;;;;;;;;;;;;;
EVTOPTAsnehekharan22;I command them to fall back and change their path.;;;;;;;;;;;;;;
EVTOPTBsnehekharan22;I command them to reassure the locals of their good intentions.;;;;;;;;;;;;;;
EVTOPTCsnehekharan22;This is no concern of us.;;;;;;;;;;;;;;
EVTDESCsnehekharan23;Luckily [From.GetTitledFirstName] seems to understand the problem and has had [From.GetHerHis] undead troops discretely fall back, pursuing less exposed patrols, hopefully placating the fears of the living.;;;;;;;;;;;;;;
EVTOPTAsnehekharan23;Good to hear.;;;;;;;;;;;;;;
EVTDESCsnehekharan23005;Your [GetFromRelation] [From.GetTitledFirstName] has sent an envoy to thank you for your wisdom regarding the issue of your troops scaring [From.GetHerHis] subjects.;;;;;;;;;;;;;;
EVTOPTAsnehekharan23005;I still don't see what was scary about them.;;;;;;;;;;;;;;
EVTDESCsnehekharan24;Unfortunately, [From.GetTitledFirstName] has ruled otherwise on your plea to retreat some of the undead from your countryside. In fact, there are now frequent reports of people scared away from the province by skeletons trying to speak with them in hissing voices and dead languages.;;;;;;;;;;;;;;
EVTOPTAsnehekharan24;What are they doing?!;;;;;;;;;;;;;;
EVTDESCsnehekharan24005;Your [GetFromRelation] [From.GetTitledFirstName] is still unsatisfied with your solution to the problem of the craven subjects in [From.GetHerHis] provinces. The living keep on mistrusting and shying away, despite your servants' attempts at reassuring them.;;;;;;;;;;;;;;
EVTOPTAsnehekharan24005;Are they hiding something?;;;;;;;;;;;;;;
EVTDESCsnehekharan25;You thought the worst when receiving news of the undead approaching directly your subjects, but, astonishingly enough, your people managed to find common ground with the creatures and are starting to get along fine with each other, trusting the immortal soldiers to be ever-watchful over their land and possessions.;;;;;;;;;;;;;;
EVTOPTAsnehekharan25;Who'd have thought?;;;;;;;;;;;;;;
EVTDESCsnehekharan25005;Just as you assumed, it was only a question of showing the integrity and discipline of Nehekharan troops to reassure the people under [From.GetTitledFirstName].;;;;;;;;;;;;;;
EVTOPTAsnehekharan25005;It's obvious.;;;;;;;;;;;;;;
EVTDESCsnehekharan26;The response of [From.GetTitledFirstName] was the same as that of [From.GetHerHis] soldier: silence. You keep on receiving complaints about your subjects, but there's not really much you can do.;;;;;;;;;;;;;;
EVTOPTAsnehekharan26;Why they have to be so creepy?;;;;;;;;;;;;;;
EVTDESCsnehekharan26005;Your vassal finally stopped with [From.GetHerHis] meaningless complaints about your soldiers scaring the local populace. After all, if they've done nothing wrong, what do they have to fear about?;;;;;;;;;;;;;;
EVTOPTAsnehekharan26005;Indeed.;;;;;;;;;;;;;;
EVTDESCsnehekharan27;Since you can remember you've heard incredible and terrible stories about your liege lord and the palace of immortal corpses they live in. Now that there's an opportunity to travel there, you're not sure you want to.;;;;;;;;;;;;;;
EVTOPTAsnehekharan27;I'm not scared!;;;;;;;;;;;;;;
EVTOPTBsnehekharan27;Maybe when I'm older...;;;;;;;;;;;;;;
EVTDESCsnehekharan28;Amongst the visitors from the lands of the living under your rule, you've been surprised to see a strange creature. Although covered in flesh, it is smaller than any being you remember, be it human, dwarf or halfling, with short limbs and big eyes.;;;;;;;;;;;;;;
EVTOPTAsnehekharan28;I shall speak with [From.GetHerHim].;;;;;;;;;;;;;;
EVTOPTBsnehekharan28;A creature so small has to be meaningless.;;;;;;;;;;;;;;
EVTDESCsnehekharan29;The tall and dessicated undead, wrapped in golden robes, is finally in front of you and starts speaking in a strange and hissing voice, despite [From.GetHerHis] mouth hanging still. The creature leans forward, as if [From.GetSheHe] was about to grab you.;;;;;;;;;;;;;;
EVTOPTAsnehekharan29;H-Hello! How do you do?;;;;;;;;;;;;;;
EVTOPTBsnehekharan29;*Fight back!*;;;;;;;;;;;;;;
EVTOPTCsnehekharan29;*Flee*;;;;;;;;;;;;;;
EVTDESCsnehekharan30;Not only you discovered to your surprise that the creature is in fact your vassal, [From.GetSheHe] explained you that [From.GetSheHe] is a child, that's why [From.GetSheHe] is so small. That still sounds strange, you don't remember ever being like that, even when alive.;;;;;;;;;;;;;;
EVTOPTAsnehekharan30;At least [From.GetSheHe] can talk properly.;;;;;;;;;;;;;;
EVTDESCsnehekharan30005;In the end the undead just wanted to talk with you, [From.GetSheHe] didn't mean any harm and looked just surprised to know you are a kid.;;;;;;;;;;;;;;
EVTOPTAsnehekharan30005;Just for now, though!;;;;;;;;;;;;;;
EVTDESCsnehekharan31;The creature was more dangerous than you realized. When you tried to approach it and see what it was, it screamed something and attacked you, shortly after running away with one of your sacred ribs.;;;;;;;;;;;;;;
EVTOPTAsnehekharan31;Come back here!;;;;;;;;;;;;;;
EVTDESCsnehekharan31005;The undead guards are still looking for you, but you think they'll be more busy recovering the trophy you snatched from [From.GetHerHis] ribcage to worry about you getting out of this tomb.;;;;;;;;;;;;;;
EVTOPTAsnehekharan31005;I still showed [From.GetHerHim]!;;;;;;;;;;;;;;
EVTDESCsnehekharan32;At your very sight the little creature started twitching and, before you could even say something, it was running away, screaming with an high-pitched voice.;;;;;;;;;;;;;;
EVTOPTAsnehekharan32;What the...?;;;;;;;;;;;;;;
EVTDESCsnehekharan32005;Luckily, you managed to save yourself from the evil undead before it could suck your soul. You'll never return to this cursed tomb.;;;;;;;;;;;;;;
EVTOPTAsnehekharan32005;Never!;;;;;;;;;;;;;;
EVTDESCsnehekharan33;Don't know why, maybe because of the lack of eyes, but the undead lord has ignored you for all the time you've been in [From.GetHerHis] palace.;;;;;;;;;;;;;;
EVTOPTAsnehekharan33;Maybe it's for the best.;;;;;;;;;;;;;;
EVTDESCsnehekharan34;You've suffered a great shortage of water this year, with many oasis running low or dry. You've tried to plead to your undead overlords, but they've been silent for the most part.;;;;;;;;;;;;;;
EVTOPTAsnehekharan34;I'll ask directly to my liege.;;;;;;;;;;;;;;
EVTOPTBsnehekharan34;It's no use.;;;;;;;;;;;;;;
EVTDESCsnehekharan35;You've received word from one of your Nehekkan vassals. [From.GetTitledFirstName] for some strange reason is asking for a great deal of water for [From.GetHerHim]self and [From.GetHerHis] subjects. You do remember water had no flavour for the living either, so you're not sure why [From.GetSheHe] would need any...;;;;;;;;;;;;;;
EVTOPTAsnehekharan35;If they want to damp themselves, let them.;;;;;;;;;;;;;;
EVTOPTBsnehekharan35;This is nonsense.;;;;;;;;;;;;;;
EVTDESCsnehekharan36;Fortunately your liege has seen the desperate needs of your tribe and has sent some of [From.GetHerHis] servants to gather water for your subjects.;;;;;;;;;;;;;;
EVTOPTAsnehekharan36;The gods be praised!;;;;;;;;;;;;;;
EVTDESCsnehekharan36005;Unfortunately your liege has been as silent as [From.GetHerHis] servants and refused to give any help in the search for water.;;;;;;;;;;;;;;
EVTOPTAsnehekharan36005;We'll find something eventually...;;;;;;;;;;;;;;
EVTDESCsnehekharan37;You remember enjoying being at a table with friends, partaking in the fruits of the land, when you were alive. Yet all food tastes like ash and all wine like sand. There's no pleasure in feasting and no joy in conversation. Your servants are silent and empty, your lords envious pretenders of past and future generations.;;;;;;;;;;;;;;
EVTOPTAsnehekharan37;I hate this!;;;;;;;;;;;;;;
EVTOPTBsnehekharan37;This is just too sad...;;;;;;;;;;;;;;
EVTDESCAsnehekharan38;You still have some memories of the days when you were alive, the anger, the passion... Yet all is still and cold now. You rule jointly with another pretender, maybe your new wife could be interested in trying to relive what was like to love a man, however rotten be his corpse?;;;;;;;;;;;;;;
EVTDESCBsnehekharan38;You still have some memories of the days when you were alive, the anger, the passion... Yet all is still and cold now. You rule jointly with another pretender, maybe your new husband could be interested in trying to relive what was like to love a woman, however rotten be her corpse?;;;;;;;;;;;;;;
EVTOPTAsnehekharan38;Worth a try.;;;;;;;;;;;;;;
EVTOPTBsnehekharan38;It doesn't matter. I'm past that.;;;;;;;;;;;;;;
EVTDESCAsnehekharan40;For some weeks now the pretender you decided to rule along with has started making some strange pressures. You're unsure what could be achieved: besides hardly remembering what's supposed to be done, you're pretty sure whatever you would need are rotting in a canopic jar who knows where...;;;;;;;;;;;;;;
EVTDESCBsnehekharan40;For some weeks now the pretender you decided to rule along with has started making some strange pressures. You're unsure what could be achieved: besides hardly remembering what's supposed to be done, the embalmed and desiccated corpse you 'live' with is not the most inviting creature you'd want to touch.;;;;;;;;;;;;;;
EVTOPTAsnehekharan40;Let's give it a try.;;;;;;;;;;;;;;
EVTOPTBsnehekharan40;We're beyond this.;;;;;;;;;;;;;;
EVTDESCAsnehekharan41;Despite your best efforts, your spouse doesn't seem to be interested in the least in exploring the old boundaries of marriage.;;;;;;;;;;;;;;
EVTDESCBsnehekharan41;Despite your best efforts, your spouse doesn't seem to be interested in the least in exploring the old boundaries of marriage.;;;;;;;;;;;;;;
EVTOPTAsnehekharan41;Why not?! Can we not feel alive again?;;;;;;;;;;;;;;
EVTDESCAsnehekharan42;You were glad to hear your [GetFromRelation] shares in your curiosity and is eager to try alongside you.;;;;;;;;;;;;;;
EVTDESCBsnehekharan42;You were glad to hear your [GetFromRelation] shares in your curiosity and is eager to try alongside you.;;;;;;;;;;;;;;
EVTOPTAsnehekharan42;Let's get started!;;;;;;;;;;;;;;
EVTDESCAsnehekharan43;Your [GetFromRelation] tried his best, but there was not much to go around with in the first place. A lot of awkward rattling and creaking, faked hissing wailing and dead emotionless gazes. Maybe it wasn't such a great idea...;;;;;;;;;;;;;;
EVTDESCBsnehekharan43;Your [GetFromRelation] tried his best, but there was not much to go around with in the first place. A lot of awkward rattling and creaking, faked hissing wailing and dead emotionless gazes. Maybe it wasn't such a great idea...;;;;;;;;;;;;;;
EVTOPTAsnehekharan43;Ugh...;;;;;;;;;;;;;;
EVTDESCAsnehekharan43005;Your [GetFromRelation] tried [From.GetHerHis] best, but there was not much to go around with in the first place. A lot of awkward rattling and creaking, faked hissing wailing and dead emotionless gazes. Maybe it wasn't such a great idea...;;;;;;;;;;;;;;
EVTDESCBsnehekharan43005;Your [GetFromRelation] tried [From.GetHerHis] best, but there was not much to go around with in the first place. A lot of awkward rattling and creaking, faked hissing wailing and dead emotionless gazes. Maybe it wasn't such a great idea...;;;;;;;;;;;;;;
EVTOPTAsnehekharan43005;Ugh...;;;;;;;;;;;;;;
EVTDESCAsnehekharan44;After last night, whatever memory was left of your past life's sexual experience has gone. In its place a disturbing cacophony of creaking joints, bones and desiccated flesh rubbing on each other and lipless mouths clashing together.;;;;;;;;;;;;;;
EVTDESCBsnehekharan44;After last night, whatever memory was left of your past life's sexual experience has gone. In its place a disgusting cacophony of creaking joints, bones and desiccated flesh rubbing on each other and lipless mouths clashing together.;;;;;;;;;;;;;;
EVTOPTAsnehekharan44;I could puke if I still had a stomach.;;;;;;;;;;;;;;
EVTDESCAsnehekharan44005;After last night, whatever memory was left of your past life's sexual experience has gone. In its place a disgusting cacophony of creaking joints, bones and desiccated flesh rubbing on each other and lipless mouths clashing together.;;;;;;;;;;;;;;
EVTDESCBsnehekharan44005;After last night, whatever memory was left of your past life's sexual experience has gone. In its place a disgusting cacophony of creaking joints, bones and desiccated flesh rubbing on each other and lipless mouths clashing together.;;;;;;;;;;;;;;
EVTOPTAsnehekharan44005;I could puke if I still had a stomach.;;;;;;;;;;;;;;
EVTDESCAsnehekharan45;You're not sure if what you did with your [GetFromRelation] last night was exactly how the living do. You had to get more imaginative to make up for the missing body parts, but still, it was not bad at all.;;;;;;;;;;;;;;
EVTDESCBsnehekharan45;You're not sure if what you did with your [GetFromRelation] last night was exactly how the living do. You had to get more imaginative to make up for the missing body parts, but still, it was not bad at all.;;;;;;;;;;;;;;
EVTOPTAsnehekharan45;We should try again sometime.;;;;;;;;;;;;;;
EVTDESCAsnehekharan45005;You're not sure if what you did with your [GetFromRelation] last night was exactly how the living do. You had to get more imaginative to make up for the missing body parts, but still, it was not bad at all.;;;;;;;;;;;;;;
EVTDESCBsnehekharan45005;You're not sure if what you did with your [GetFromRelation] last night was exactly how the living do. You had to get more imaginative to make up for the missing body parts, but still, it was not bad at all.;;;;;;;;;;;;;;
EVTOPTAsnehekharan45005;We should try again sometime.;;;;;;;;;;;;;;
tk_cover_face;Conceal Decay;;;;;;;;;;;;;
tk_cover_face_desc;Many Nehekharans resent their current status as undead, having being promised an eternal life as gods and now stuck in this tormented state by the wicked sorcery of Nagash.;;;;;;;;;;;;;
tk_show_face;Show Decay;;;;;;;;;;;;;
tk_show_face_desc;Remove your mask, showing openly your horrifying and corrupted image.;;;;;;;;;;;;;
khemri_soldier;Nehekharan Servant;;;;;;;;;;;;;
khemri_soldier_desc;When the foul sorcery of Nagash struck Nehekhara, the ancient remains of the Tomb Kings were protected by the Liche Priest's spells and embalming rituals, who allowed them to retain their memories and will. Such was not the fate of all the commoners who rose back from their graves. Reduced to mere husks, these undead blindly serve their Kings in death as they did during their lives.;;;;;;;;;;;;;
incapacitated;Incapacitated;;;;;;;;;;;;;
incapacitated_desc;The holy corpse of this Tomb King has been severely damaged, but it is not unrecoverable. The ancient ruler's Liche Priests are working day and night to quicken the return of their immortal master.;;;;;;;;;;;;;
khemri_mask;Funerary Mask;;;;;;;;;;;;;
khemri_mask_desc;This undead ruler has decided to hide their ravaged appearance with a decorated mask.;;;;;;;;;;;;;
incapacitated_tomb_king;Incapacitated King;;;;;;;;;;;;;
incapacitated_tomb_king_desc;The Tomb King ruling this land has been temporarily incapacitated. Without their overlord, the skeleton armies of this land have fallen silent in the sand.;;;;;;;;;;;;;
rising_tomb_king;Ariiiise!!;;;;;;;;;;;;;
rising_tomb_king_desc;A Tomb King has just awaken from their slumber after an attempt on their unlife. Rattled by their will, their countless ranks of servants are emerging once more from their graves.;;;;;;;;;;;;;
execute_prisoner;Execute [Root.GetFirstName];;;;;;;;;;;;;
execute_prisoner_desc;As your prisoner, you can kill [Root.GetTitledFirstName], although, [Root.GetHerHis] standing could provoke a reaction from your vassals or the lords of nearby realms.;;;;;;;;;;;;;
opinion_graverobbed_me;Graverobber;;;;;;;;;;;;;
nehekharan_county_conquest_desc;§Y$CLAIMANT$§! remembers far back, when their realm stretched far wider. It is time to restore the ancient glory of Nehekhara, under its rightful ruler.;;;;;;;;;;;;;
CB_NAME_TOMBCOUNTY_CONQUEST;Reclaim [Title.GetBaseName];;;;;;;;;;;;;
WAR_NAME_TOMBCOUNTY_CONQUEST;$ORDER$$FIRST_ADJ$ Reclamation to $OTHER_TITLE$;;;;;;;;;;;;;
nehekharan_subjugation_desc;§Y$CLAIMANT$§! used to rule over all of Nehekhara, long ago. But now, they're only one of the many Kings to claim ownership of the ancient Empire. Both their ancestors and their descendants have come back to life to bring forth the same claims.;;;;;;;;;;;;;
CB_NAME_NEHEKHARAN_SUBJUGATION;Impose your claim on [Title.GetBaseName];;;;;;;;;;;;;
WAR_NAME_NEHEKHARAN_SUBJUGATION;$ORDER$$FIRST_ADJ$ Subjugation of [Title.GetBaseName];;;;;;;;;;;;;
desert_expedition_desc;§Y$CLAIMANT$§! can found and lead an expedition to the old ruins of Nehekhara, to recover some of the ancient artifacts hidden in those desert tombs.;;;;;;;;;;;;;
CB_NAME_DESERT_EXPEDITION;Explore [Title.GetBaseName];;;;;;;;;;;;;
WAR_NAME_DESERT_EXPEDITION;$ORDER$$FIRST_ADJ$ Expedition to $OTHER_TITLE$;;;;;;;;;;;;;
punish_graverobbers_desc;§Y$CLAIMANT$§! has not forgotten this blasphemer's desecration. It might be time to take back what was unrightfully stolen.;;;;;;;;;;;;;
CB_NAME_ANTIGRAVEROBBERS;Recover treasure from [Title.GetBaseName];;;;;;;;;;;;;
WAR_NAME_ANTIGRAVEROBBERS;$ORDER$$FIRST_ADJ$ Punishing Campaign to [Title.GetBaseName];;;;;;;;;;;;;
nehekharan_county_colonisation_desc;§Y$CLAIMANT$§! can attempt to conquer the impervious and deadly deserts of Nehekhara, despite what common sense would tell.;;;;;;;;;;;;;
CB_NAME_TOMBCOUNTY_COLONISATION;Colonisation of [Title.GetBaseName];;;;;;;;;;;;;
WAR_NAME_TOMBCOUNTY_COLONISATION;$ORDER$$FIRST_ADJ$ Colonisation of [Title.GetBaseName];;;;;;;;;;;;;
nehekharan_curse;Cursed Sands;;;;;;;;;;;;;
nehekharan_curse_desc;Ever since the great Necromancer Nagash cast his terrible spell centuries ago, the lands of Nehekhara have been harsh and inhospitable, home only to the dead.;;;;;;;;;;;;;
action_awaken_servants;Awaken Servants;;;;;;;;;;;;;
action_awaken_servants_desc;Send a Heirophant to quicken the awakening of your servants in a selected province.;;;;;;;;;;;;;
nehekka;Nehekka;;;;;;;;;;;;;
nomad_unrest;Nehekkan Unrest;;;;;;;;;;;;;
nomad_unrest_desc;Nehekkans in this province are restless, possibly readying to strike back at their feudal lieges.;;;;;;;;;;;;;
nomad_presence;Nehekkan Presence;;;;;;;;;;;;;
nomad_presence_desc;A tribe of desert dwellers has been known to frequently visit the oasis within this land.;;;;;;;;;;;;;
scared_subjects;Scared Subjects;;;;;;;;;;;;;
scared_subjects_desc;The undead's unsettling behaviour has caused people in this province to grow wary of their immortal overlords.;;;;;;;;;;;;;
opinion_terrified;Scared;;;;;;;;;;;;;
friendly_undead;Friendly Corpses;;;;;;;;;;;;;
friendly_undead_desc;The living inhabitants of this province have managed to achieve some sort of coexistence with the undead ruling over them, at least for the moment.;;;;;;;;;;;;;
embrace_nehekharan_gods;Embrace Nehekharan Faith;;;;;;;;;;;;;
embrace_nehekharan_gods_desc;Embrace the old faith of the dead.;;;;;;;;;;;;;
