EVTOPTAsamazonchild5007;Hm, whatever.;;;;;;;;;;;;;;
EVTDESCAsamazonchild6;You really want to become a strong and famous Amazon when you grow up, but this training is just exhausting. Since some time now, you've tried to avoid some of the sessions, just to take some time to rest.;;;;;;;;;;;;;;
EVTOPTAsamazonchild6;I'm not really lazy…;;;;;;;;;;;;;;
EVTDESCAsamazonchild6001;Despite her willingness to train and her staunch trust in the Amazonian ways, [From.GetFirstName] has grown lazy in the last weeks. She might have been excused for a few days, but now it's becoming too much. She's not going to grow into a fit and able woman by sitting on her behind.;;;;;;;;;;;;;;
EVTOPTAsamazonchild6001;*Enable her*;;;;;;;;;;;;;;
EVTOPTBsamazonchild6001;*Berate her for her lazyness*;;;;;;;;;;;;;;
EVTOPTCsamazonchild6001;*Ignore her*;;;;;;;;;;;;;;
EVTDESCAsamazonchild6002;You were relieved to hear from your [GetFromRelation] there's nothing wrong in taking some breaks between training. You'll just lay back for a while, recover your forces, and start your training, good as new.;;;;;;;;;;;;;;
EVTOPTAsamazonchild6002;Just a few more days…;;;;;;;;;;;;;;
EVTDESCAsamazonchild6003;Your [GetFromRelation] was not as understanding as you expected of your time off. She dragged you off your room this morning and had you run across the village from the entire day as a first compensation for your lost time.;;;;;;;;;;;;;;
EVTOPTAsamazonchild6003;But I'm so tired!;;;;;;;;;;;;;;
EVTDESCAsamazonchild6004;Your [GetFromRelation] has not complained about your time off of training for now. On the other hand, you are starting to feel a bit guilty about waisting so many days. Perhaps it's time to go back to your previous schedule.;;;;;;;;;;;;;;
EVTOPTAsamazonchild6004;Yes, maybe so…;;;;;;;;;;;;;;
EVTDESCAsamazonchild6005;Your [GetFromRelation] was relieved by your understanding of her needs. She now spends even more time skipping sessions and slacking at home, sleeping or eating for most of the day.;;;;;;;;;;;;;;
EVTOPTAsamazonchild6005;Perhaps I should have been more strict…;;;;;;;;;;;;;;
EVTDESCAsamazonchild6006;You made clear your stance to your [GetFromRelation]. Hopefully she has learned now to not slack off on her training. Especially if you are her trainer.;;;;;;;;;;;;;;
EVTOPTAsamazonchild6006;She'd better have.;;;;;;;;;;;;;;
EVTDESCAsamazonchild6007;Your [GetFromRelation] still tends to waste more time at home than she should. Hopefully she'll grow tired of it eventually and get back on schedule for her training.;;;;;;;;;;;;;;
EVTOPTAsamazonchild6007;Whenever she feels more comfortable…;;;;;;;;;;;;;;
EVTDESCAsamazonchild6008;You've lost track of most of the friends you made in training, but you've found other at home, to spend days speaking. It was already for the best to stop training. Even though you might have gained a little weight, at least you don't have to drag yourself home exhausted every night...;;;;;;;;;;;;;;
EVTOPTAsamazonchild6008;Hmm…;;;;;;;;;;;;;;
EVTDESCAsamazonchild6009;All this slacking off and skipping training and hunts is not being good for [From.GetFirstName]. She's grown lazy and fat, wasting her days sitting on her growing behind.;;;;;;;;;;;;;;
EVTOPTAsamazonchild6009;That's pitiful.;;;;;;;;;;;;;;
EVTDESCAsamazonchild7;Sometime it's friendly fights, sometimes.. not. But you like it, whether you win or lose, in the end it's all for your benefit and the training right? ;;;;;;;;;;;;;;
EVTOPTAsamazonchild7;It's just costing a tooth every while…;;;;;;;;;;;;;;
EVTDESCAsamazonchild7001;Your [GetFromRelation] [From.GetFirstName] is growing into quite the spirited girl, picking fights with the other trainees, returning home half of the times with a sore eye or a missing tooth.;;;;;;;;;;;;;;
EVTOPTAsamazonchild7001;*Encourage her*;;;;;;;;;;;;;;
EVTOPTBsamazonchild7001;*Berate her*;;;;;;;;;;;;;;
EVTOPTCsamazonchild7001;*Ignore her*;;;;;;;;;;;;;;
EVTDESCAsamazonchild7002;You were excited to hear of your [GetFromRelation]'s approval of your belligerant attitude. Not that it would matter, after all, if she said anything against it, you would have made her change her mind, one way or the other.;;;;;;;;;;;;;;
EVTOPTAsamazonchild7002;Damn right!;;;;;;;;;;;;;;
EVTDESCAsamazonchild7003;You were very upset when your [GetFromRelation] yelled at you for acting so violently for such allegedly insignificant reasons. You would have striked her, if she didn't look so scary.;;;;;;;;;;;;;;
EVTOPTAsamazonchild7003;Maybe next time I will!;;;;;;;;;;;;;;
EVTDESCAsamazonchild7004;Your [GetFromRelation] has ignored your black eyes for now. You're fine with it, after all, what's her business what you do when you're out? You just need to get better at it, that way only the other girls will return sore at their home.;;;;;;;;;;;;;;
EVTOPTAsamazonchild7004;That's it.;;;;;;;;;;;;;;
EVTDESCAsamazonchild7005;[From.GetFirstName] seemed very happy for your endorsement. Last day she started a fight with a girl two years older just to impress you as you were passing by. She didn't win, but still, it was a notable brawl.;;;;;;;;;;;;;;
EVTOPTAsamazonchild7005;That's my girl!;;;;;;;;;;;;;;
EVTDESCAsamazonchild7006;[From.GetFirstName] was as furious as you were when you disciplined her about keeping her nerves in check. It was a bad evening, but hopefully she has learned her lession.;;;;;;;;;;;;;;
EVTOPTAsamazonchild7006;It better be so.;;;;;;;;;;;;;;
EVTDESCAsamazonchild7007;[From.GetFirstName] is keeping to get in some nasty fights. At this point it might be just to catch your attention, as you could swear she's getting more and more violent against her unlucky victims.;;;;;;;;;;;;;;
EVTOPTAsamazonchild7007;So what?;;;;;;;;;;;;;;
EVTDESCAsamazonchild8;You just can't help it: you do your best, but every time you get into a fight, the other girls end up beating you. Some of the other young Amazons have started purposefully picking up on you, to the point you've become afraid of even leaving your home to go training anymore.;;;;;;;;;;;;;;
EVTOPTAsamazonchild8;I don't wanna!;;;;;;;;;;;;;;
EVTDESCAsamazonchild8001;Some girls have started picking up on your [GetFromRelation], beating and mocking her for her weakly demeanor. They have no fault, of course, but [From.GetFirstName] rather than toughen up and answer in kind, seems to be growing more and more craven.;;;;;;;;;;;;;;
EVTOPTAsamazonchild8001;*Enable her*;;;;;;;;;;;;;;
EVTOPTBsamazonchild8001;*Berate her for her cowardice*;;;;;;;;;;;;;;
EVTOPTCsamazonchild8001;*Ignore her*;;;;;;;;;;;;;;
EVTDESCAsamazonchild8002;[From.GetFirstName] was very understanding with you, giving a hard talk to the other mean girls and allowing you to spend some days home from time to time. It's a little embarassing to be protected by a grown up, but at least you're not getting beaten anymore.;;;;;;;;;;;;;;
EVTOPTAsamazonchild8002;Yes, at least that…;;;;;;;;;;;;;;
EVTDESCAsamazonchild8003;Your [GetFromRelation] proved to be no more understanding than those bullies: she striked and disciplined you, telling you the problem is not with them but with you and that you must be strong if you want to ever become a true Amazon.;;;;;;;;;;;;;;
EVTOPTAsamazonchild8003;But..!;;;;;;;;;;;;;;
EVTDESCAsamazonchild8004;Your [GetFromRelation] doesn't really seem to care about your problems. She barely listened when you told her about the bullies and dismissed the whole thing as something for you to solve on your own.;;;;;;;;;;;;;;
EVTOPTAsamazonchild8004;But..!;;;;;;;;;;;;;;
EVTDESCAsamazonchild8005;Reassuring and helping [From.GetFirstName] with those bullies certainly calmed her down, although you wonder if this will help her in the long run becoming a good Amazon…;;;;;;;;;;;;;;
EVTOPTAsamazonchild8005;At least she feels safe.;;;;;;;;;;;;;;
EVTDESCAsamazonchild8006;The bullies are still picking up on [From.GetFirstName], but at least now she answers in kind from time to time. Hopefully she'll manage to get over it, eventually.;;;;;;;;;;;;;;
EVTOPTAsamazonchild8006;She better be.;;;;;;;;;;;;;;
EVTDESCAsamazonchild8007;You don't know what is happening with [From.GetFirstName] and those bullies, nor you care. Probably things are still bad, giving a look on how she comes back home in the evening.;;;;;;;;;;;;;;
EVTOPTAsamazonchild8007;Well, that's on her.;;;;;;;;;;;;;;
EVTDESCAsamazonchild9;There are so many things that you can do wrong and having all the eyes of the other better trainees pointed on you make you just feel uncomfortable.;;;;;;;;;;;;;;
EVTOPTAsamazonchild9;Can't I train alone?;;;;;;;;;;;;;;
EVTDESCAsamazonchild9001;Your [GetFromRelation] is going through a streak of shyness it appears. She feels insecure and fears the judgement of her peers, thus trying to avoid any social meating with the girls of her age.;;;;;;;;;;;;;;
EVTOPTAsamazonchild9001;*Enable her*;;;;;;;;;;;;;;
EVTOPTBsamazonchild9001;*Berate her for her cowardice*;;;;;;;;;;;;;;
EVTOPTCsamazonchild9001;*Ignore her*;;;;;;;;;;;;;;
EVTDESCAsamazonchild9002;You're glad your [GetFromRelation] is allowing you your space in this delicate time. There's nothing wrong with you after all, you just like to be alone for now.;;;;;;;;;;;;;;
EVTOPTAsamazonchild9002;There's nothing wrong at all.;;;;;;;;;;;;;;
EVTDESCAsamazonchild9003;Your [GetFromRelation] acted really mean in these days, trying to force you to train with the other girls, embarassing you and putting you on the spot. You don't know how could you possibly ever fight alongside this strangers.;;;;;;;;;;;;;;
EVTOPTAsamazonchild9003;I just want to be left alone!;;;;;;;;;;;;;;
EVTDESCAsamazonchild9004;Your [GetFromRelation] is ignoring you, you couldn't ask for anything better. If she doesn't call you up on your shyness, then why should anyone else? Or why should you care about it if they do?;;;;;;;;;;;;;;
EVTOPTAsamazonchild9004;Good, good…;;;;;;;;;;;;;;
EVTDESCAsamazonchild9005;Enabling [From.GetFirstName] might not have been a good idea. While she seems more calm now that she's not pressured into social activities, she might be losing on some fundamental lessons on the Amazonian way of life. If she's ever to become a leader, she can't keep hiding behind you.;;;;;;;;;;;;;;
EVTOPTAsamazonchild9005;We'll see…;;;;;;;;;;;;;;
EVTDESCAsamazonchild9006;Forcing [From.GetFirstName] into the social life of a girl her age might be troubling for her now, but you're confident she will learn a valuable lesson and become accustomed to work and fight alongside other Amazons.;;;;;;;;;;;;;;
EVTOPTAsamazonchild9006;Exactly.;;;;;;;;;;;;;;
EVTDESCAsamazonchild9007;[From.GetFirstName] still keeps for herself, trying to avoid other girls of her age, always remaining in silent unless explicitly asked something.;;;;;;;;;;;;;;
EVTOPTAsamazonchild9007;That's on her.;;;;;;;;;;;;;;
EVTDESCAsamazonchild10;You knew it would happen. You tried really hard, but you knew deep down that you were not worthy: today you fought with some other sisters during your training and ended up being seriously injured.;;;;;;;;;;;;;;
EVTOPTAsamazonchild10;And we weren't even using real weapons!;;;;;;;;;;;;;;
EVTDESCAsamazonchild10001;This is terrible. [From.GetFirstName] somehow managed to get hurt in a training today without even using real weapons. Now she's in her room, moaping, with her arm wrapped in leaves and cloth, incapacitated for at least a week.;;;;;;;;;;;;;;
EVTOPTAsamazonchild10001;*Let her recover*;;;;;;;;;;;;;;
EVTOPTBsamazonchild10001;*Force her to train anyway*;;;;;;;;;;;;;;
EVTOPTCsamazonchild10001;*Ignore her*;;;;;;;;;;;;;;
EVTDESCAsamazonchild10002;You were relieved to know your [GetFromRelation] would allow you a full recovery before sending you back to training. At least she was understanding of your pain. Perhaps next time you'll do better.;;;;;;;;;;;;;;
EVTOPTAsamazonchild10002;Yes!;;;;;;;;;;;;;;
EVTDESCAsamazonchild10003;Nobody could have denied the gravity of your injury, yet [From.GetFirstName] was ready to kick you back into the fields before even a week. The arm still hurts really badly, but you must ignore the pain and keep exercising.;;;;;;;;;;;;;;
EVTOPTAsamazonchild10003;Hnn.. It hurts!;;;;;;;;;;;;;;
EVTDESCAsamazonchild10004;Your [GetFromRelation] did not even visit you once. On one hand, at least you're being left to heal in peace, on the other your own [GetFromRelation] knows you're suffering and still doesn't feel like visiting you at all.;;;;;;;;;;;;;;
EVTOPTAsamazonchild10004;Does she hates me so much?;;;;;;;;;;;;;;
EVTDESCAsamazonchild10005;[From.GetFirstName] was relieved of hearing you would have let her heal without fretting her. Now she's fully recovered and ready to return to her training.;;;;;;;;;;;;;;
EVTOPTAsamazonchild10005;Good.;;;;;;;;;;;;;;
EVTDESCAsamazonchild10006;[From.GetFirstName] still hurts and sometimes returns home bleeding from her wound, but what are you supposed to do? A true Amazon must learn to ignore the pain and fight her way through, that's what's what.;;;;;;;;;;;;;;
EVTOPTAsamazonchild10006;No doubt about it.;;;;;;;;;;;;;;
EVTDESCAsamazonchild10007;You'd think letting her rot in that bed without bothering her would have at least made her happy, but [From.GetFirstName] seems still sad for some reason beyond the wound.;;;;;;;;;;;;;;
EVTOPTAsamazonchild10007;That's her problem.;;;;;;;;;;;;;;
EVTDESCAsamazonchild11;You try your best, but everything turns out wrong for you. You just can't manage to make it as an Amazon. It's all wrong, everybody is against you. You just want to dig a hole and die.;;;;;;;;;;;;;;
EVTOPTAsamazonchild11;I want to dieee!!;;;;;;;;;;;;;;
EVTDESCAsamazonchild11001;[From.GetFirstName] has grown so frustrated by her recent failures during the training she's started spending her nights brooding and crying in a corner of her room. While she's right to be ashamed of herself, this is hardly the way she'll solve her problems.;;;;;;;;;;;;;;
EVTOPTAsamazonchild11001;*Enable her*;;;;;;;;;;;;;;
EVTOPTBsamazonchild11001;*Berate her for her weakness*;;;;;;;;;;;;;;
EVTOPTCsamazonchild11001;*Ignore her*;;;;;;;;;;;;;;
EVTDESCAsamazonchild11002;You don't want to go out, you don't want to train. Your [GetFromRelation] might have tried to be nice with you, but it only made you feel even more ashamed. ;;;;;;;;;;;;;;
EVTOPTAsamazonchild11002;There is no point in going on…;;;;;;;;;;;;;;
EVTDESCAsamazonchild11003;Life is so unfair. Your [GetFromRelation] wouldn't even grant you to sleep to death and dragged you out, forcing you into the training sessions once more.;;;;;;;;;;;;;;
EVTOPTAsamazonchild11003;Noo! Let me die!!;;;;;;;;;;;;;;
EVTDESCAsamazonchild11004;[From.GetFirstName] ignores your pain, but why shouldn't she? You are pathetic after all. A useless reject of an Amazon who will never accomplish anything.;;;;;;;;;;;;;;
EVTOPTAsamazonchild11004;…;;;;;;;;;;;;;;
EVTDESCAsamazonchild11005;You tried to be kind with [From.GetFirstName], but it might have ended up in the opposite of the desired effect: she still wastes herself away in solitude and self-loathing.;;;;;;;;;;;;;;
EVTOPTAsamazonchild11005;That's a lost cause.;;;;;;;;;;;;;;
EVTDESCAsamazonchild11006;[From.GetFirstName] maybe crying and moping, but at least she has a reason to now. You will keep on pushing her out physically for as long as needed until she gets her act up together.;;;;;;;;;;;;;;
EVTOPTAsamazonchild11006;Only way to be sure.;;;;;;;;;;;;;;
EVTDESCAsamazonchild11007;Your [GetFromRelation] is still crying in some corner, probably. She really is a lost cause. She has the chance to learn from a great teacher and be an Amazon, what more does she need?;;;;;;;;;;;;;;
EVTOPTAsamazonchild11007;It's hopeless…;;;;;;;;;;;;;;
EVTDESCAsamazonchild11008;You've stopped going out altogether, you barely eat, you avoid the light and spend your nights crying at the moons. There is no point in going on. You never really had a chance at becoming an Amazon. That's the truth.;;;;;;;;;;;;;;
EVTOPTAsamazonchild11008;It is…;;;;;;;;;;;;;;
EVTDESCAsamazonchild11009;[From.GetFirstName] is still brooding. She hasn't done any progress and all this laying motionless for days and skipping meals made her weak and sickly. This pale skeletrical creature has nothing of an Amazon's pride or look.;;;;;;;;;;;;;;
EVTOPTAsamazonchild11009;Nothing at all.;;;;;;;;;;;;;;
EVTDESCAsamazonchild12;These ideas of having a society revolve entirely on war and violence is sick and wrong. You've taken your stand today on the field and refused to touch any of the training weapons. Sure, the teacher beat you and the other girls made fun of you, but you know you're standing for what's right.;;;;;;;;;;;;;;
EVTOPTAsamazonchild12;And I won't stand down!;;;;;;;;;;;;;;
