#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
# Last Edit: 11.2.17 -Komioski
################
# DWARF EVENTS #
################
SJDwarfevents.16.option1;Well done, [Root.GetName]!;;;;;;;;;x
SJDwarfevents.17.desc;While repairing the castle's entrance, it accidentally collapsed in on itself so you have been forced to reinforce the garrison with a couple of sellswords to guard the entrance in the meantime.;;;;;;;;;x
SJDwarfevents.17.option1;How unfortunate!;;;;;;;;;x
SJDwarfevents.18.desc;The reparations of the castles battlements have gone far better than expected, the battlements are not only stronger but also considerably more redoubtable!;;;;;;;;;x
SJDwarfevents.18.option1;That will ward off any attackers;;;;;;;;;x
SJDwarfevents.19.desc;The widening of the castle's battlements has not gone as planned as it ended up being very unstable and it has collapsed at some points along the wall. A complete rebuild of the walls is necessary.;;;;;;;;;x
SJDwarfevents.19.option1;Oh oh...;;;;;;;;;x
SJDwarfevents.20.desc;Your rival deserves to feel pain and what better way to make someone feel pain than to destroy what that person loves. In this case it is your rivals statues...;;;;;;;;;x
SJDwarfevents.20.option1;Say goodbye to your statues!;;;;;;;;;x
SJDwarfevents.20.option2;No, that is below me;;;;;;;;;x
SJDwarfevents.21.desc;One morning when you come down to your statue workshop you suddenly see most of the statues have been crushed by some heavy tool. Several years of work now lie shattered on the floor.;;;;;;;;;x
SJDwarfevents.21.option1;MY STATUES!!!;;;;;;;;;x
SJDwarfevents.22.desc;[From.GetTitledName] has finally felt the pain that [From.GetSheHe] deserves. Rumours say that [From.GetSheHe] is devastated by [From.GetHerHis] loss and you can't stop yourself from grinning at the news.;;;;;;;;;x
SJDwarfevents.22.option1;I am so sneaky!;;;;;;;;;x
SJDwarfevents.23.desc;The road network in one of your provinces is severely lacking after a small flood which destroyed most of the bridges. But you and your masons might be able to rebuild them again...;;;;;;;;;x
SJDwarfevents.23.option1;And we will build them even better this time;;;;;;;;;x
SJDwarfevents.23.option2;I wasn't planning on travelling there anyway;;;;;;;;;x
SJDwarfevents.24.desc;You haven't thought for a long time about creating a statue of one of three most important of the Ancestral Gods - Valaya, Grimnir or Grungni. But who will you choose?;;;;;;;;;x
SJDwarfevents.24.option1;Grimnir, the warrior!;;;;;;;;;x
SJDwarfevents.24.option2;Grungni, the smith!;;;;;;;;;x
SJDwarfevents.24.option3;Valaya, the protector!;;;;;;;;;x
SJDwarfevents.24.option4;I don't believe in Gods!;;;;;;;;;x
SJDwarfevents.25.desc;Your hated rival can finally pay the final price which is nothing less than your rival's death! You have been thinking about a masterful plan involving some highly unstable mining tunnels...;;;;;;;;;x
SJDwarfevents.25.option1;REVENGE!!!;;;;;;;;;x
SJDwarfevents.25.option2;I am not a murderer...;;;;;;;;;x
SJDwarfevents.26.desc;To succeed with your plan you must first find a tunnel that is highly unstable and one that would collapse at a seconds notice. And of course, you also must get your rival to the spot...;;;;;;;;;x
SJDwarfevents.26.option1;The sweet taste of revenge!;;;;;;;;;x
SJDwarfevents.27.desc;While walking around in the tunnels you suddenly get interrupted by a loud rumbling sound. You begin to run back and you barely manage to get away from the tunnel before it collapses.;;;;;;;;;x
SJDwarfevents.27.option1;That was to close!;;;;;;;;;x
SJDwarfevents.28.desc;While walking around in the tunnels you suddenly get interrupted by a loud rumbling sound. You begin to run back but you don't get far before a huge rock falls down upon you, killing you immediately.;;;;;;;;;x
SJDwarfevents.28.option1;Noooooo!;;;;;;;;;x
SJDwarfevents.29.desc;The plan was a failure. [From.GetName] managed to escape in time barely avoiding the large pieces of rock falling from the celling.;;;;;;;;;x
SJDwarfevents.29.option1;What a shame;;;;;;;;;x
SJDwarfevents.30.desc;Your plan was a success! The falling boulders crushed [From.GetName], killing [From.GetHerHim] instantly.;;;;;;;;;x
SJDwarfevents.30.option1;I am so good at intrigue;;;;;;;;;x
SJDwarfevents.31.desc;You have put your masonry skills to the test and started building a completely new mining system in one of your provinces and it ended up very successfully.;;;;;;;;;x
SJDwarfevents.31.option1;Excellent;;;;;;;;;x
SJDwarfevents.32.desc;You are now a masterful mason! There are few limits to what you can and cannot build and other Dwarfs often look upon you with envy in their eyes.;;;;;;;;;x
SJDwarfevents.32.option1;Sounds exciting!;;;;;;;;;x
SJDwarfevents.33.desc;You have lately been working on improving your throne room's engravings and you can't stop yourself from being very pleased with the result.;;;;;;;;;x
SJDwarfevents.33.option1;A wonderful throne room made by a wonderful [Root.GetManWoman]!;;;;;;;;;x
SJDwarfevents.34.desc;You have for a long time thought about making a large statue of yourself and then put that statue in some place where everyone can see it, like the entrance for example.;;;;;;;;;x
SJDwarfevents.34.option1;I am worthy of the honour!;;;;;;;;;x
SJDwarfevents.34.option2;Pride goes before fall;;;;;;;;;x
SJDwarfevents.35.option2;This was a one time thing;;;;;;;;;x
SJDwarfevents.36.desc;The Human beer served to you was nowhere near the taste of Dwarf beer, almost making you vomit. You feel a big urge to tell them exactly what you feel about their so called beer!;;;;;;;;;x
SJDwarfevents.36.option1;Are you trying to poison me, manling!?;;;;;;;;;x
SJDwarfevents.36.option2;I guess I better get used to the taste...;;;;;;;;;x
SJDwarfevents.37.desc;You have recently invited the Dwarf [From.GetName] for a drink or two in your chamber but when [From.GetSheHe] tried it [From.GetSheHe] immediately started complaining about the beverages served.;;;;;;;;;x
SJDwarfevents.37.option1;No we DO NOT have Dwarf beer here so stop complaining!;;;;;;;;;x
SJDwarfevents.37.option2;I think you will like my Dwarf beer more...;;;;;;;;;x
SJDwarfevents.37.option3;I should have bought some Dwarf beer before I invited [From.GetHerHim] over;;;;;;;;;x
SJDwarfevents.38.desc;[From.GetName] got very angry when I voiced my opinion about the awful Human beer served and [From.GetSheHe] dismissed me with all of the needed courtesy.;;;;;;;;;x
SJDwarfevents.38.option1;Hah, weak Manlings!;;;;;;;;;x
SJDwarfevents.39.desc;When you voiced your opinion on the coloured water that the Humans call beer [From.GetSheHe] gave you some Dwarf beer instead. The conversation continued on smoothly with the help of a beer or two...;;;;;;;;;;x
SJDwarfevents.39.option1;Nothing can beat Dwarf beer!;;;;;;;;;x
SJDwarfevents.40.desc;Is it the Manlings who keep the Orcs at bay? Are the Elflings famous for their engineering? No, it is the Dwarfs and only Dwarfs who can do that and we should be proud of that!;;;;;;;;;x
SJDwarfevents.40.option1;We are glorious!;;;;;;;;;x
SJDwarfevents.40.option2;Pride goes before fall;;;;;;;;;x
SJDwarfevents.42.desc;An ordinary part in a "regular" Dwarf's life is the regular visit to the local tavern to both drink the excellent beer served but to also spend some time with friends. But you are no "regular" Dwarf right?;;;;;;;;;x
SJDwarfevents.42.option1;I should not let my responsibilities weigh me down!;;;;;;;;;x
SJDwarfevents.42.option2;I think I will skip this time;;;;;;;;;
SJDwarfevents.42.option3;I don't have any time for that. Because I got work to do!;;;;;;;;;x
SJDwarfevents.43.desc;The first things that enter your mind when you walk through the door into the cosy little tavern are the constant laughters and the singing from a dozen drunken Dwarfs on the right side of the tavern. To the left a couple of human merchants sit, trying out the Dwarf beer for the first time with several loud exclamations in their foreign tongue. Most other seats have already been taken by the Dwarf miners who just ended their mining shift and are now eager to have a drink, except for the seats far in the corner to the left who are almost completely covered in shadows. You take some fast steps forward but slow down when you realise that you don't know where to sit.;;;;;;;;;x
SJDwarfevents.43.option1;I will sit by myself;;;;;;;;;x
SJDwarfevents.43.option2;I have always wanted to know humans better;;;;;;;;;x
SJDwarfevents.43.option3;I will go and join the singing Dwarfs at their table;;;;;;;;;x
SJDwarfevents.44.desc;Suddenly a longbearded Dwarf with several large scars enters the tavern. He scans the room with his watchul eyes before he starts to walk towards your table. "May I join?" he asks.;;;;;;;;;x
SJDwarfevents.44.option1;Sure;;;;;;;;;x
SJDwarfevents.44.option2;Come up with some plausible excuse for saying no;;;;;;;;;x
SJDwarfevents.45.desc;The veteran tells you some of the most fascinating stories of his adventures. But he also says that he has grown tired of adventuring and wants to settle down. Maybe you could offer him that?;;;;;;;;;x
SJDwarfevents.45.option1;Welcome!;;;;;;;;;x
SJDwarfevents.45.option2;I don't think that would be a good idea;;;;;;;;;x
SJDwarfevents.46.desc;When you sit by yourself and have nothing to do except for drinking, it is quite hard to resist drinking. Dwarfs can drink a lot without even flinching but there is a limit...;;;;;;;;;x
SJDwarfevents.46.option1;Who can resist proper Dwarf beer!;;;;;;;;;x
SJDwarfevents.46.option2;I am a Dwarf, not a drunkard!;;;;;;;;;x
SJDwarfevents.47.desc;Suddenly one of your courtiers appears and sits down at your table. You talk to each other till sunrise even though you barely manage to not fall asleep. Will you contact the courtier again?;;;;;;;;;x
SJDwarfevents.47.option2;It was a one time thing;;;;;;;;;x
SJDwarfevents.47.option1;We should do that again, my friend!;;;;;;;;;x
SJDwarfevents.48.desc;It doesn't take long for the human traders to try to sell you something. In this case it is a book which they claim comes from one of the lost Dwarf holds.;;;;;;;;;x
SJDwarfevents.48.option1;I will buy it;;;;;;;;;x
SJDwarfevents.48.option2;It is obviously a fraud;;;;;;;;;;x
SJDwarfevents.49.desc;The book you bought has now been confirmed to be a real one, coming from a hold which must have been destroyed such a long time ago so that no one even knows it's name.;;;;;;;;;x
SJDwarfevents.49.option1;And it contains some very interesting knowledge;;;;;;;;;x
SJDwarfevents.50.desc;The book you bought is a Dwarf book but instead of containing lost knowledge it is a badly written romantic fiction.;;;;;;;;;x
SJDwarfevents.50.option1;Those humans will pay!;;;;;;;;;x
SJDwarfevents.51.desc;The humans tells you the most fascinating stories about their homeland, giving you a further understanding about how the world is outside your hold. Because that was the truth wasn't it?;;;;;;;;;x
SJDwarfevents.51.option1;Very interesting;;;;;;;;;x
SJDwarfevents.52.desc;The humans are the representatives of a rich merchant who wants to set up trade with one of the Dwarf holds on a large scale.;;;;;;;;;x
SJDwarfevents.52.option1;I think we can come up with something profitable for both of us!;;;;;;;;;x
SJDwarfevents.53.desc;It seems like the humans were not merchants but instead debt collectors wanting to get their debt paid. You talked to them for a while before excusing yourself.;;;;;;;;x
SJDwarfevents.53.option1;I wonder where they are going;;;;;;;;;x
SJDwarfevents.54.desc;The Dwarfs were an active bunch singing and drinking without any end in sight.;;;;;;;;;x
SJDwarfevents.54.option1;We are having a great time!;;;;;;;;;x
SJDwarfevents.55.desc;You easily take part in their festivities with a wide smile on your face and you think that you have become friends with one of them.;;;;;;;;;x
SJDwarfevents.55.option1;I will never forget this day;;;;;;;;;x
SJDwarfevents.56.desc;The drunken Dwarfs have challenged you to a drinking competition, will you accept or not?;;;;;;;;;x
SJDwarfevents.56.option1;Of course I will accept it!;;;;;;;;;x
SJDwarfevents.56.option2;No, I got to work tomorrow;;;;;;;;;x
SJDwarfevents.57.desc;You easily out-drink your opponent and claim the price!;;;;;;;;;x
SJDwarfevents.57.option1;Beer! *belch* I LOVE BEEEEEER!;;;;;;;;;x
SJDwarfevents.58.desc;Your opponent drinks five flagons in a matter of seconds even though he must have drunk several flagons already.;;;;;;;;;x
SJDwarfevents.58.option1;And now I have to pay for all of the beer...;;;;;;;;;x
SJDwarfevents.59.desc;The night at the tavern is finally over so you slowly drag yourself home awaiting the terrible hangover that will soon hit you with the force of a bull.;;;;;;;;;;x
SJDwarfevents.59.option1;What a night!;;;;;;;;;x
SJDwarfevents.62.desc;Your beard has now grown so long so that you are no longer seen as a beardling but as a fully grown man. But as a lord so are you expected to enlist in the army, but what regiment will you fight in?;;;;;;;;;;x
SJDwarfevents.62.option1;The crossbow-armed Quarrellers!;;;;;;;;;;x
SJDwarfevents.62.option2;The Dwarf warriors!;;;;;;;;;x
SJDwarfevents.62.option3;The handgun-armed Thunderers!;;;;;;;;;x
SJDwarfevents.62.option4;Fighting?! Sounds dangerous...;;;;;;;;;x
SJDwarfevents.63a.desc;The quarrellers are powerful missile troops that use their crossbows to kill the enemy at range. The bolts that the crossbow fires may not have the armour penetration of the handguns but they have a superior range instead which can prove many times even more deadly than the handguns. Fighting in a disciplined manner,firing volley after volley with the high precision that the crossbow is so famous for and so they are righteously feared by their enemies and awed by their allies. You are their lord but they will still not allow you to join their ranks if they consider you unworthy. The training is mostly ceremonial as most Dwarfs that join the quarrellers already know how to use a crossbow but that does not make it any less important to not fail.;;;;;;;;;x
SJDwarfevents.63b.desc;The Dwarf warriors are the bulk of the Dwarf military might, locked in a hand-to-hand combat with the enemy. Fighting in their famous shieldwall formations, these fierce opponents are close to unstoppable if they manage to keep their formation intact. Every Dwarf warrior uses their own personal armour but most Dwarfs still fight with an axe and shield, and wear a chainmail as well. You are their lord but they will still not allow you to join their ranks if they consider you unworthy. The training is mostly ceremonial as most Dwarfs that join the Dwarf warriors already know how to use an axe but that does not make it any less important to not fail.;;;;;;;;;x
SJDwarfevents.63c.desc;The thunderers use handguns to kill the enemy with great effect. The bullets can penetrate nearly every set of armour killing a charging chaos warrior in an instant. The thunderers shoot in methodical volleys with the screams of their enemies as a direct result of that. You are their lord but they will still not allow you to join their ranks if they consider you unworthy. The training is mostly ceremonial as most Dwarfs that join the thunderers already know how to use a handgun but that does not make it any less important to not fail.;;;;;;;;;x
SJDwarfevents.63.option1;Should I be worried?;;;;;;;;x
SJDwarfevents.64a.desc;You manage to hit the target in most of your shots and you feel that your initial worry of failing was probably unnecessary.;;;;;;;;;x
SJDwarfevents.64b.desc;Each and every swing you make with your axe feels so natural, making you believe that your initial worry of getting failed was probably unnecessary.;;;;;;;;;x
SJDwarfevents.64.option1;What a relief...;;;;;;;;;x
SJDwarfevents.65.desc;You are utterly hopeless with your weapon and the overseer of the test has at several times sneered at you when he passed by. You won't succeed and you know it.;;;;;;;;;x
SJDwarfevents.65.option1;I can always hope... right?;;;;;;;;;x
SJDwarfevents.66a.desc;The final test went very well so you can now call yourself a quarreller!;;;;;;;;;x
SJDwarfevents.66b.desc;The final test went very well so you can now call yourself a Dwarf warrior!;;;;;;;;;x
SJDwarfevents.66c.desc;The final test went very well so you can now call yourself a thunderer!;;;;;;;;;x
SJDwarfevents.66.option1;Well done!;;;;;;;;;x
SJDwarfevents.67.desc;You failed the final test miserably and you leave the training field in shame.;;;;;;;;;x
SJDwarfevents.67.option1;I am not worthy of calling myself a Dwarf!;;;;;;;;;x
SJDwarfevents.68.desc;You are of such a great age so that you can now join the veteran regiments on the battlefield. Few Dwarfs get this honour and you can count yourself lucky to be one of them.;;;;;;;;;x
SJDwarfevents.68.option1;I will join the longbeards!;;;;;;;;;x
SJDwarfevents.68.option2;I will join the ironbreakers!;;;;;;;;;x
SJDwarfevents.69.desc;[Liege.GetTitledName] has bestowed the great honour of being in his hammerer bodyguard to you. Only the best and most seasoned warriors may serve in this elite bodyguard.;;;;;;;;;x
SJDwarfevents.69.option1;I accept, my liege;;;;;;;;;x
SJDwarfevents.70a.desc;Your head is not clear enough to serve in the hammerer bodyguard anymore. It may be a wise idea to leave your place vacant so that someone else may join the hammerers instead.;;;;;;;;;x
SJDwarfevents.70b.desc;Due to your injury you are sadly not able to stay in the hammerer bodyguard anymore.;;;;;;;;;x
SJDwarfevents.70c.desc;Because of the fact that your liege has thrown you into jail you are not allowed to be in the hammerer bodyguard anymore.;;;;;;;;;x
SJDwarfevents.70d.desc;Your liege is now a [Liege.PrimaryTitle.GetRulerTitle] and can therefore no longer have a hammerer bodyguard. You are no longer a hammerer.;;;;;;;;;x
SJDwarfevents.70.option1;Oh no!;;;;;;;;;x
SJDwarfevents.71.desc;You are no longer a hammerer. Probably due to the fact that the individual you were set to protect no longer is your direct liege.;;;;;;;;;x
SJDwarfevents.71.option1;Oh no!;;;;;;;;;x
SJDwarfevents.72.desc;In the midst of battle you suddenly realise that you have pushed the enemy so far back so that you are now in the middle of the enemy army. You turn around and try to fight your way back.;;;;;;;;;x
SJDwarfevents.72.option1;I guess I better start fighting my way back;;;;;;;;;x
SJDwarfevents.73.desc;In the midst of battle you notice that one of your enemies has suddenly charged your regiment. He is far away at the moment but he is moving up fast and the others in the regiment haven't seen him.;;;;;;;;;x
SJDwarfevents.73.option1;You aim your handgun at the enemy.;;;;;;;;;x
SJDwarfevents.74.desc;Far of into the distance you see one of the enemies creating great havoc among your lines. He is very far away but bringing him down would be a great honour and testimony of your skill.;;;;;;;;;x
SJDwarfevents.74.option1;You aim your crossbow at the enemy.;;;;;;;;;x
SJDwarfevents.75a.desc;The best way to improve your fighting skills is to practice, a lot and preferably against real people. Maybe there is someone at your court you could test your fighting skills against?;;;;;;;;;x
SJDwarfevents.75b.desc;The best way to improve your aim is to practice, a lot and competing with others could help. Maybe there is someone at your court you could test your sharpshooting skills against?;;;;;;;;;x
SJDwarfevents.75.option1;I guess I better go find someone;;;;;;;;;x
SJDwarfevents.76a.desc;You found a sparring partner and he was willing to practice his fighting skills against you. It was a close fight and you think he enjoyed it as much as you did.;;;;;;;;;x
SJDwarfevents.76b.desc;You found a Dwarf and he was willing to practice his aiming skills against you. It was a close match and you think he enjoyed it as much as you did.;;;;;;;;;x
SJDwarfevents.76.option1;What a day!;;;;;;;;;x
SJDwarfevents.77.desc;In the midst of battle you suddenly see a Dwarf without an axe duck and weave from one of your enemies. You begin to run as fast as you can towards the Dwarf before it is to late.;;;;;;;;;x
SJDwarfevents.77.option1;Kazuk!;;;;;;;;;x
SJDwarfevents.78.desc;Your enemy easily dispatches you of your sword, sending it far away from your grasp. You try to duck and avoid your enemy's deadly swings but it is still just a matter of time before he hits.;;;;;;;;;x
SJDwarfevents.78.option1;Save me Grimnir!;;;;;;;;;x
SJDwarfevents.79.desc;Just as the enemy is going to finish off the Dwarf you throw your axe, cleaving its skull in two. You walk forward and see [From.GetTitledName] laying on the ground covered in blood but still alive.;;;;;;;;;x
SJDwarfevents.79.option1;You can thank me later.;;;;;;;;;x
SJDwarfevents.80.desc;Just as the enemy is going to finish you off, a sudden blur comes from behind your enemy and the enemy's head gets cleaved in two making the headless body tumble down to the ground.;;;;;;;;;x
SJDwarfevents.80.option1;Thank you [From.GetTitledName], for saving me!;;;;;;;;;x
SJDwarfevents.81.desc;You and another Dwarf are humorously bickering about who has shot the most enemies. The competing nature of your relation has made both of you shoot with precision and speed that you could only dream of before.;;;;;;;;;x
SJDwarfevents.81.option1;We should do that again some time!;;;;;;;;;x
SJDwarfevents.83.desc;You fight back to back with another longbeard with dead enemies left and right as the result. Few enemies can stand in your way and you feel more alive than ever before!;;;;;;;;;x
SJDwarfevents.83.option1;KAZUUUUUK!!!;;;;;;;;;x
SJDwarfevents.85.desc;Your hammer leaves a trail of blood and bones in its wake, leaving no enemies in your path unscathed. Your allies join you in your bloodlust rally with undenied fervor against your enemies.;;;;;;;;;x
SJDwarfevents.85.option1;Feel my wrath!;;;;;;;;;x
SJDwarfevents.86.desc;You have joined the table with some old Dwarf veterans and they are all busy boasting about what enemies they have killed and it doesn't take long before you join them in their boasting.;;;;;;;;;x
SJDwarfevents.86.option1;I am the best fighter ever known!;;;;;;;;;x
SJDwarfevents.87.desc;You are now old enough to call yourself an adult, leaving your time as a beardling behind you.;;;;;;;;;x
SJDwarfevents.87.option1;I am free!;;;;;;;;;x
SJDwarfevents.88a.desc;At the training field you see a Dwarf firing with his crossbow. You can't help yourself from showing your contempt openly and the Dwarf soon sees you and sneezes.;;;;;;;;;x
SJDwarfevents.88b.desc;At the training field you see a Dwarf firing with his handgun. You can't help yourself from showing your contempt openly and the Dwarf soon sees you and sneezes.;;;;;;;;;x
SJDwarfevents.88.option1;How can anyone ever want to use that awful weapon?;;;;;;;;;x
SJDwarfevents.88.option2;It is not worth fighting for;;;;;;;;;x
SJDwarfevents.89a.desc;In the middle of your aiming practice with your handgun you notice how [From.GetName] contemptuously watches you from afar. You can feel the anger brewing within you.;;;;;;;;;x
SJDwarfevents.89b.desc;In the middle of your aiming practice with your crossbow you notice how [From.GetName] contemptuously watches you from afar. You can feel the anger brewing within you.;;;;;;;;;x
SJDwarfevents.89.option1;Idiot;;;;;;;;;x
SJDwarfevents.90a.desc;Your son [From.GetName] has not become a quarreller as he is expected to become but instead he has chosen to become one of those despicable thunderers. Will you accept his decision?;;;;;;;;;x
SJDwarfevents.90b.desc;Your son [From.GetName] has not become a thunderer as he is expected to become but instead he has chosen to become one of those despicable quarrellers. Will you accept his decision?;;;;;;;;;x
SJDwarfevents.90.option2;I accept your decision, even though I do not approve of it.;;;;;;;;;x
SJDwarfevents.90.option1;You are not my son anymore!;;;;;;;;;x
SJDwarfevents.91.desc;I accept your decision, even though I do not approve of it.;;;;;;;;;x
SJDwarfevents.92.desc;HOW DARE YOU DEFY ME! You are not my son anymore!;;;;;;;;;x
SJDwarfevents.92.option1;I am in charge of my destiny, not you!;;;;;;;;;x
SJDwarfevents.94.desc;After your heated discussion a couple of days ago with your son [From.GetFirstName] he has suddenly disapeared without informing anyone about his absence. Has he run away?;;;;;;;;;x
SJDwarfevents.94.option1;Oh oh...;;;;;;;;;x
SJDwarftooltips.tooltip1;You give the Dwarf some supplies and then send him away;;;;;;;;;x
SJDwarftooltips.tooltip2;You begin with some basic masonry;;;;;;;;;x
SJDwarftooltips.tooltip3;You improve your masonry skills;;;;;;;;;x
SJDwarftooltips.tooltip4;You begin your preparations;;;;;;;;;x
SJDwarftooltips.tooltip5;You offer him your training and expertise;;;;;;;;;x
SJDwarftooltips.tooltip6;You begin your training;;;;;;;;;x
SJDwarftooltips.tooltip8;[From.GetName] will be upset...;;;;;;;;;x
SJDwarftooltips.tooltip9;You get a response...;;;;;;;;;x
SJDwarftooltips.tooltip10;You order five barrels of Dwarf beer;;;;;;;;;x
SJDwarftooltips.tooltip12;[From.GetName] is still disappointed as [From.GetSheHe] wants Dwarf beer now;;;;;;;;;x
SJDwarftooltips.tooltip13;You go to the local tavern;;;;;;;;;x
SJDwarftooltips.tooltip14;You let him stay;;;;;;;;;x
SJDwarftooltips.tooltip15;The book improves your learning;;;;;;;;;
SJDwarftooltips.tooltip16;The book is a fraud;;;;;;;;;x
SJDwarftooltips.tooltip17;The debt collectors continue their journey;;;;;;;;;x
SJDwarftooltips.tooltip18;You win;;;;;;;;;x
SJDwarftooltips.tooltip19;You lose;;;;;;;;;x
SJDwarftooltips.tooltip20;You begin your training;;;;;;;;;x
SJDwarftooltips.tooltip21;You manage to get back to your army, but not without getting wounded;;;;;;;;;x
SJDwarftooltips.tooltip22;You manage to get back to your army unscathed.;;;;;;;;;x
SJDwarftooltips.tooltip23;You manage to kill the charging enemy in time;;;;;;;;;x
SJDwarftooltips.tooltip24;The enemy manages to hurt you before going down;;;;;;;;;x
SJDwarftooltips.tooltip25;The mysterious warrior goes down by your bolt;;;;;;;;;x
SJDwarftooltips.tooltip26;The bolt misses;;;;;;;;;x
SJDwarftooltips.tooltip27;Will you manage to get to him in time?;;;;;;;;;x
SJ_become_a_mason_decision;Learn Masonry;;;;;;;;;x
SJ_become_a_mason_decision_desc;Learn how to build everything from buildings to statues, over the next hundred years...;;;;;;;;;x
hammerer_regiments;Form the Hammerer Regiments;;;;;;;;;x
hammerer_regiments_desc;Return the splendour and magnificence of the hammerers that they deserve to have by building them their own headquarter and allow them to recruit new hammerers from the elites of the elites within your ranks.;;;;;;;;;x
SJ_dwarfs_complain_about_beer_timer;hidden;;;;;;;;;x
SJ_built_large_statue_of_ROOT;Built large statue of [Root.GetHerselfHimself];;;;;;;;;x
SJ_improved_mining_system;Improved Mining System;;;;;;;;;x
SJ_increased_garrison;Increased Garrison;;;;;;;;;x
SJ_decreased_garrison;Decreased Garrison;;;;;;;;;x
SJ_found_rich_gold_vein_as_Dwarf;Rich Gold Vein Found Recently;;;;;;;;;x
SJ_more_bridges_built;Improved infrastructure;;;;;;;;;x
SJ_hard_working;Hard Work;;;;;;;;;x
SJ_found_dwarfen_book_containing_lost_knowledge;Found Dwarf book containing lost knowledge;;;;;;;;;x
ran_away;Ran aAay;;;;;;;;;x
ran_away_desc;This character ran away from his homestead in disgrace, the reason why is a deeply buried secret...;;;;;;;;;x
