#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
# Last Edit: 11.2.17 -Komioski
##################
# DRUCHII EVENTS #
##################
###Druchii feast;;;;;;;;;;;;;x
EVTDESC_druchifeast_1151;There is a murmur among the guests of the feast, as a mage enters to entertain you. With great flourish, he explains that the coming show will astound even the most cyncial spectator. He proceeds to put a small boy into a basket on the floor, wherafter he swiftly chops the basket into little pieces with a sword. When he removes the shreds of the basket, there is no sign of the boy, no blood, nothing...;Alors qu'un mage entre pour vous divertir, un murmure se répand dans la foule. Avec grande emphase, il explique que le spectacle qui va suivre sera à même d'étonner même le plus cynique des spectateurs. Il place ensuite un petit garçon dans un panier puis, de son épée, taillade le panier et le met en pièces. Lorsqu'il soulève ce qui reste du panier, le petit garçon a disparu, pas une goutte de sang, rien du tout...;Gemurmel erhebt sich, als ein Magier hervortritt um Euch zu unterhalten. Mit großen Gesten erklärt er, dass sein Auftritt selbst den zynischsten Beobachter verblüffen wird. Daraufhin steckt er einen kleinen Jungen in einen großen, auf dem Boden stehenden Korb - und beginnt, den Korb mit einem Schwert in Stücke zu hauen. Als er die Fetzen des Korbs schließlich entfernt, ist da kein Zeichen des Jungen, kein Blut, nichts...;;Hay un murmullo entre los invitados al banquete, mientras un mago entra a entretenerte. Con grandes florituras, explica que la próxima actuación dejará estupefacto hasta al más cínico. Comienza a introducir a un pequeño crío en una cesta en el suelo, entonces corta el cesto en trocitos con una espada. Retira los jirones de la cesta y no hay rastro del crío, ni sangre, nada...;;;;;;;;;x
EVTOPTA_druchifeast_1151;Amazing!;Épatant !;Wunderbar!;;¡Increíble!;;;;;;;;;x
EVTOPTB_druchifeast_1151;Guards - arrest that man!;Gardes ! Arrêtez cet homme !;Wachen - nehmt ihn fest!;;¡Guardias, arrestad a ese hombre!;;;;;;;;;x
EVTDESC_druchifeast_1152;There is a murmur among the guests of the feast, as a mage enters to entertain you. With great flourish, he places three cups before you on the table. He places a ball under one cup, and then tells you to observe closely and tell you where the ball is after he finishes moving the cups. He then shifts the cups around with lightning speed, all the while prattling on and telling you to pay attention. He then asks you to pick a cup.;Alors qu'un mage entre pour vous divertir, un murmure se répand dans la foule. Avec grande emphase, il place tdruchifeasts coupes devant vous sur la table. Il place ensuite une balle sous l'une des coupes et vous demande de prêter la plus grande attention : vous allez devoir deviner où se trouve la balle. Il déplace ensuite les coupes à la vitesse tout en déblatérant et en vous demandant de vous concentrer. Il vous demande alors de choisir une coupe.;Gemurmel erhebt sich, als ein Magier hervortritt, um Euch zu unterhalten. Mit großen Gesten stellt er drei Becher auf den Tisch vor Euch. Er platziert eine kleine Kugel unter einem davon und fordert Euch auf, gut zu beobachten und ihm zu verraten, wo die Kugel nach dem Bewegen der Becher ist. Dann verschiebt er die Becher blitzartig hin und her, während er weiter plappert und aufzupassen ermahnt. Schließlich sollt Ihr einen Becher wählen.;;Hay un murmullo entre los invitados al banquete, mientras un mago entra a entretenerte. Con grandes florituras, coloca tres copas en la mesa. Coloca una bola bajo una copa, y te dice que observes detenidamente y digas dónde está la bola cuando termine de mover las copas. Entonces mueve las copas a la velocidad del rayo, todo mientras parlotea y te dice que prestes atención. Entonces te pide que elijas una copa.;;;;;;;;;x
EVTOPTA_druchifeast_1152;Left.;Celle de gauche.;Links.;;Izquierda.;;;;;;;;;x
EVTOPTB_druchifeast_1152;Middle.;Celle du milieu.;Mitte.;;Centro.;;;;;;;;;x
EVTOPTC_druchifeast_1152;Right.;Celle de ddruchifeastte.;Rechts.;;Derecha.;;;;;;;;;x
EVTDESC_druchifeast_1153;The magician looks at you with a knowing and superior smile as he reveals the ball. It seems you chose the wrong cup.;Le magicien vous toise de son air supérieur et dévoile l'emplacement de la balle. Visiblement, vous n'avez pas choisi la bonne coupe.;Der Magier schaut Euch mit wissendem Lächeln an und enthüllt die Kugel. Scheinbar habt Ihr den falschen Becher gewählt.;;El mago te mira con una sonrisa de superioridad y revela la bola. Parece que elegiste la que no era.;;;;;;;;;x
EVTOPTA_druchifeast_1153;Oh snap.;Zut !;Oh verdammt.;;Lo tengo.;;;;;;;;;x
EVTOPTB_druchifeast_1153;I think you are cheating!;Je pense que vous avez triché !;Ich glaube, Ihr betrügt!;;¡Creo que haces trampas!;;;;;;;;;x
EVTOPTC_druchifeast_1153;I saw you cheating, you trickster!;Je vous ai vu tricher, sale escroc !;Ich sah Euch mogeln, Ihr Gauner!;;¡Te he visto hacer trampas, embaucador!;;;;;;;;;x
