#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###Morrian##
county_of_sylvanian;Lordship of;;;;;;;;;;;;;x
duchy_of_sylvanian;Duchy of;;;;;;;;;;;;;x
kingdom_of_sylvanian;Principality of;;;;;;;;;;;;;x
empire_of_sylvanian;Kingdom of;;;;;;;;;;;;;x
barony_sylvanian;Barony;;;;;;;;;;;;;x
county_sylvanian;County;;;;;;;;;;;;;x
duchy_sylvanian;Duchy;;;;;;;;;;;;;x
kingdom_sylvanian;Principality;;;;;;;;;;;;;x
empire_sylvanian;Kingdom;;;;;;;;;;;;;x
###City###
city_baron_sylvanian;Mayor;;;;;;;;;;;;;x
city_count_sylvanian;Lord Mayor;;;;;;;;;;;;;x
city_duke_sylvanian;Lord Chancellor;;;;;;;;;;;;;x
city_king_sylvanian;Prince;;;;;;;;;;;;;x
city_emperor_sylvanian;Grand Prince;;;;;;;;;;;;;x
city_barony_of_sylvanian;City of;;;;;;;;;;;;;x
city_county_of_sylvanian;Free City of;;;;;;;;;;;;;x
city_duchy_of_sylvanian;League of;;;;;;;;;;;;;x
city_kingdom_of_sylvanian;Principality of;;;;;;;;;;;;;x
city_empire_of_sylvanian;Grand Principality of;;;;;;;;;;;;;x
city_barony_sylvanian;City;;;;;;;;;;;;;x
city_county_sylvanian;Free City;;;;;;;;;;;;;x
city_duchy_sylvanian;League;;;;;;;;;;;;;x
city_kingdom_sylvanian;Principality;;;;;;;;;;;;;x
city_empire_sylvanian;Grand Principality;;;;;;;;;;;;;x

#The society name
cult_of_morr;Fellowship of the Shroud;;;;;;;;;;;;;x
string_cult_of_morr;Fellowship of the Shroud;;;;;;;;;;;;;x
#The society description
cult_of_morr_desc;The Fellowship of the Shroud or The High and Chivalric Order of Deserved Rest, better known as the Raven Knights. They are dedicated to destroying all Undead wherever they find them, but many are dedicated specifically to the destruction of Vampires. They welcome any devout foe of the Undead to their order, whether soldier or academic.;;;;;;;;;;;;;x
#Leader description
cult_of_morr_leader_desc;The Grandmaster of the Knights of the Raven.;;;;;;;;;;;;;x
#Name of the ranks
cult_of_morr_rank_1_female;Squire;;;;;;;;;;;;;x
cult_of_morr_rank_2_female;Knight;;;;;;;;;;;;;x
cult_of_morr_rank_3_female;Raven Knight;;;;;;;;;;;;;x
cult_of_morr_rank_4_female;Grandmaster;;;;;;;;;;;;;x
cult_of_morr_rank_1_male;Squire;;;;;;;;;;;;;x
cult_of_morr_rank_2_male;Knight;;;;;;;;;;;;;x
cult_of_morr_rank_3_male;Raven Knight;;;;;;;;;;;;;x
cult_of_morr_rank_4_male;Grandmaster;;;;;;;;;;;;;x
#Name of the currency
currency_name_cult_of_morr;Dust;;;;;;;;;;;;;x
#Rank up button name
request_to_rank_up_within_cult_of_morr;Request to rank up.;;;;;;;;;;;;;x
#For tooltip that require being a member
IS_cult_of_morr_TRIGGER;Is a member of the Fellowship of the Shroud.;;;;;;;;;;;;;x
#Rank up decision if you made a custom one, alongside the required custom_local
request_to_rank_up_within_cult_of_morr;Request a Promotion.;;;;;;;;;;;;;x
request_to_rank_up_within_cult_of_morr_tt;Has §Y[Root.Society.GetCurrency]§! greater or equal to [Root.GetSocietyRankUpTooltip1];;;;;;;;;;;;;x
#
#The localization for the currency gain
society_gain_tier_duke_tooltip;Is a Duke: §G+3.0§!;;;;;;;;;x # §G mean green
society_gain_tier_catholic_tooltip;Is Catholic: §R-3.0§!;;;;;;;;;x # §R is red
#
#Modifiers
cult_of_morr_successful_mission;One Successful Mission;;;;;;;;;;;;;x
cult_of_morr_failed_mission;One Failed Mission;;;;;;;;;;;;;x
cult_of_morr_successful_mission_stacked;Many Successful Missions;;;;;;;;;;;;;x #the _stacked is for when there is several modifiers added to each others, so make them plural.
cult_of_morr_failed_mission_stacked;Many Failed Missions;;;;;;;;;;;;;x
morr_centralization;Cult of Morr Centralized;;;;;;;;;;;;;x
#
#This event is for joining
EVTDESC_cultofmorr_102;We would be honored, if you joined the High and Chivalric Order of Deserved Rest.;;;;;;;;;;;;;x
EVTOPTA_cultofmorr_102;I would love to join.;;;;;;;;;;;;;x
EVTOPTB_cultofmorr_102;On a second thought...;;;;;;;;;;;;;x
#
#This event is for rank up
EVTDESC_cultofmorr_122;Greetings [Root.GetSocietyRank] [Root.GetFirstName],\nYou can rank up. [Root.Society.GetName].\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTOPTA_EVTDESC_cultofmorr_122_122;My dedication has been recognized!;;;;;;;;;;;;;x
#
#Name for a quest and powers
quest_vamire_hunt_fallback;Vampire hunting;;;;;;;;;;;;;x
quest_vamire_hunt_desc;You have been tasked with hunting down a Vampire. We can not let its unholy appearance stalk the lands.;;;;;;;;;;;;;x
quest_vamire_hunt_tooltip;§GRight click§! on the portrait of a vampire to hunt it down.;;;;;;;;;;;;;x
quest_undead_hunt_fallback;Hunting vampires, the false "Gods";;;;;;;;;;;;;x
quest_undead_hunt_desc;A town has fallen under vampiric domination. You need to cleanse it of their false gods;;;;;;;;;;;;;x
quest_undead_hunt_tooltip;§GRight click§ on a settlement that fell prey to vampirism to cleanse it.;;;;;;;;;;;;;x
decline_quest_tooltip;If you decline, you won't be offered another quest for the next few years.;;;;;;;;;;;;;x
#
#Quest event
EVTDESC_cultofmorr_141;As a Raven Knight, your duty is to rid the world of abominations known as Vampires. Their existence mocks Morr and the Deserved rest. Eradicate one, for the order!;;;;;;;;;;;;;x
EVTOPTA_cultofmorr.141;I am ready to face the abominations.;;;;;;;;;;;;;x
EVTOPTB_cultofmorr.141;But... I am not ready yet!;;;;;;;;;;;;;x
EVTDESC_cultofmorr_142;I have eradicated the beast! Its presence mocks Morr no more.;;;;;;;;;;;;;x
EVTOPTA_cultofmorr_142;Now to crack myself a cold one.;;;;;;;;;;;;;x
EVTDESC_cultofmorr_151;Vampires spread their influence over the petrified populace, using them as cattle and slaves. Your duty is to eradicate such presence and liberate the suffering people from their vampiric shackles!;;;;;;;;;;;;;x
EVTOPTA_cultofmorr.151;Consider it done.;;;;;;;;;;;;;x
EVTOPTB_cultofmorr.151;I'm not an adventurer.;;;;;;;;;;;;;x
EVTDESC_cultofmorr_152;The humans here are worshipping the Vampire filth as gods! This cannot stand, I need to wipe these monsters from the world.;;;;;;;;;;;;;x
EVTOPTA_cultofmorr_152;Try to kill only the undead population.;;;;;;;;;;;;;x
EVTOPTB_cultofmorr_152;Kill the undead and their worshippers.;;;;;;;;;;;;;x
EVTDESC_cultofmorr_153;You have arrived at the God-forsaken settlement. How will you go about combating the Vampire threat?;;;;;;;;;;;;;x
EVTOPTA_cultofmorr_153;Just go in.;;;;;;;;;;;;;x
EVTOPTB_cultofmorr_153;Sneak in.;;;;;;;;;;;;;x
EVTOPTC_cultofmorr_153;Convince the locals that they're not Gods.;;;;;;;;;;;;;x
EVTDESC_cultofmorr_154;You go in, killing all the undead, however the human slaves are trying to stop you from killing their masters.;;;;;;;;;;;;;x
EVTOPTA_cultofmorr_154;Death is the only truth.;;;;;;;;;;;;;x
EVTDESC_cultofmorr_155;The town has been cleansed of the undead menace. The surviving townsmen are in hiding out of fear of joining their "now definitely dead" kinsmen.;;;;;;;;;;;;;x
EVTOPTA_cultofmorr_155;A job well done.;;;;;;;;;;;;;x
###EVTDESC_cultofmorr_200; ;;;;;;;;;;;;;x
###EVTOPTB_cultofmorr_200; ;;;;;;;;;;;;;x
EVTDESC_cultofmorr_201;You fought vigorously against the undead and their thralls, but in the end you are overpowered and you breathe your last.;;;;;;;;;;;;;x
EVTOPTB_cultofmorr_201;Morr's Gardens awaits.;;;;;;;;;;;;;x
EVTDESC_cultofmorr_156;You decided it's best to sneak in and not make your presence known to their thralls.;;;;;;;;;;;;;x
EVTOPTA_cultofmorr_156;Now to the Vampire's Lair.;;;;;;;;;;;;;x
EVTDESC_cultofmorr_157;You've gotten in undetected and swiftly kill all the vampiric bastards, saving the town of their corruption.;;;;;;;;;;;;;x
EVTOPTA_cultofmorr_157;Now to just get out.;;;;;;;;;;;;;x
EVTDESC_cultofmorr_158;You tried to convince the locals that the Vampires are not their gods, that they are monsters that feed unpon their life force, and to help you kill their former masters.;;;;;;;;;;;;;x
EVTOPTA_cultofmorr_158;Let's hope I can bring reason to these backwards folk... ohh you poor souls.;;;;;;;;;;;;;x
EVTDESC_cultofmorr_159;You convince them to forsake their fake gods and help you slay them, but you can't help but think that it's only because they fear you more than them.;;;;;;;;;;;;;x
EVTOPTA_cultofmorr_159;They will probably go back to worshipping their false gods.;;;;;;;;;;;;;x
EVTDESC_MORRPOWER_112;The [From.GetAscetic] [From.GetBestName] has finally arrived at my court. [From.GetFirstName] is a most noble and wise [From.getmanwoman] and I will happily receive [From.GetHerHis] council in matters of religion and scholarly pursuits.;;;;;;;;;;;;;x
EVTOPTA_MORRPOWER_112;Welcome, [Root.GetMOGreeting][From.GetBestName]!;[Root.GetMOGreeting], [From.GetBestName] !;;;;;;;;;;;;;x
EVTDESCA_undead_cleansing_marshal_liege;The land of [From.Location.GetName] is infested by undead. Your subjects have pleaded many times for you to fund an expedition to exterminate them.;;;;;;;;;;;;;x
EVTOPTA_undead_cleansing_marshal_liege;Sounds reasonable.;;;;;;;;;;;;;x
EVTOPTB_undead_cleansing_marshal_liege;We cannot spare anything for this.;;;;;;;;;;;;;x
EVTDESC_undead_cleansing_success;Your expedition did their job and exterminated every last undead filth that infested your land.;;;;;;;;;;;;;x
EVTOPTA_undead_cleansing_success;Good, Morr will be proud.;;;;;;;;;;;;;x
EVTDESC_undead_cleansing_failure;The expedition had catastrophic results: not only have the undead repelled your forces, but the battle has stirred them into action, and now, if they gain further momentum, they might gather into a full horde.;;;;;;;;;;;;;x
EVTOPTA_undead_cleansing_failure;We must be prepared!;;;;;;;;;;;;;x
EVTDESC_undead_uprising_revolt;A dangerous horde of Undead has risen [From.GetName]! A Necromantic Lord has rallied all of the Undead hiding in your lands, and more are being risen as we speak, with the aim of overcoming our defences, killing innocents and looting the province!;;;;;;;;;;;;;x
EVTOPTA_undead_uprising_revolt;Quickly put them down!;;;;;;;;;;;;;x
EVTOPTA_undead_uprising_revolt_undead;This insolence will not be tolerated!;;;;;;;;;;;;;x
EVTDESC_undead_uprising_revolt_liege;A dangerous horde of Undead has risen [From.GetName]! An Necromantic Lord has rallied all of the Undead hiding in your lands, and more are being risen as we speak, with the aim of overcoming our defences, killing innocents and looting the province!;;;;;;;;;;;;;x
EVTOPTA_undead_uprising_revolt_liege;Blasted undead!;;;;;;;;;;;;;x
EVTDESC_MORR_110;So, do you want to play as Otto von Nordheim or Bernhardt van Hal? (If picked, he will stop being a Witch Hunter);;;;;;;;;;;;;x
EVTOPTA_MORR_110;Otto von Nordheim;;;;;;;;;;;;;x
EVTOPTB_MORR_110;Bernhardt van Hal;;;;;;;;;;;;;x



#Traits
vampire_hunter;Vampire Hunter;;;;;;;;;;;;;x
vampire_hunter_desc;As a Vampire Hunter, you have underwent special training to hunt and kill Vampires, but anybody that can kill the Night's Dark Masters should also be feared on the field of combat.;;;;;;;;;;;;;x

#Events
morrpower.100;Becoming a Vampire Hunter;;;;;;;;;;;;;x
EVTDESC_morrpower_100;Your time within the Fellowship of the Shroud have taught you what you need to know on how to best the Night's Dark Masters;;;;;;;;;;;;;x
EVTOPTA_morrpower_100;Don't die too quickly, your career has just started!;;;;;;;;;;;;;x

#Power
vampire_hunting_training;Vampire Hunter Training;;;;;;;;;;;;;x
vampire_hunting_training_desc;As a member of the Fellowship of the Shroud, you can undergo special training to achieve much needed skill to fight against Vampires. These skills will aid you on your hunts and help you on battlefields, especially against undead armies.;;;;;;;;;;;;;x
vampire_hunting_training_power;Vampire Hunter Training;;;;;;;;;;;;;x
vampire_hunting_training_power_desc;Enables §Gright-clicking§! on your own character portrait, in order to give yourself a special Vampire Hunter trait.;;;;;;;;;;;;;x
province_morr_kill_decision;Kill the local Vampire Elites;;;;;;;;;;;;;x
province_morr_kill_decision_desc;Kill the local Vampire Elites;;;;;;;;;;;;;x
province_morr_kill_decision_tt;You'll get a series of events in which you'll choose how you'd like to go about killing the Vampires.;;;;;;;;;;;;;x
convert_to_morrian;Embrace Morr;;;;;;;;;;;;;x
convert_to_morrian_power_desc;Being part of the Fellowship of the Shroud, you have become very familiar with the Cult of Morr and have decided to embrace him as your patron god.;;;;;;;;;;;;;x
EVTDESC_morr_100;You have not yet been Doomed by a Doomsayer, which is said to bring ill fortune. The ritual will take but a day and a small sacrifice to Morr.;;;;;;;;;;;;;x
EVTOPTA_morr_100;I'm ready for Morr to give me my dooming.;;;;;;;;;;;;;x
EVTOPTB_morr_100;I don't think being Doomed by the god of death sounds like a good idea...;;;;;;;;;;;;;x
EVTDESC_morr_101;You have not yet been Doomed and not having a dooming is said to bring bad luck.;;;;;;;;;;;;;x
EVTOPTA_morr_101;Ask your guardian to get a Doomsayer to foretell your dooming.;;;;;;;;;;;;;x
EVTOPTB_morr_101;Doomsayers are freaking scary and who would want to be doomed anyway?;;;;;;;;;;;;;x
EVTDESC_morr_102;Your ward has asked you if you can get a Doomsayer to foretell their doom. The ritual will take no time, but a small sacrifice to Morr is required.;;;;;;;;;;;;;x
EVTOPTA_morr_102;Of course.;;;;;;;;;;;;;x
EVTOPTB_morr_102;The little brat doesn't deserve it.;;;;;;;;;;;;;x

is_cult_of_morr_trigger_tt;is a Raven Knight;;;;;;;;;;;;;x
RETTYPE_KNIGHTMORR;Knights of Morr;;;;;;;;;;;;;x
undead_uprising_desc;??Y$CLAIMANT$??! can wage war to take any land for his horde.;;;;;;;;;;;;x
CB_NAME_UNDEAD_UPRISING;Undead Uprising;;;;;;;;;;;;x
WAR_NAME_UNDEAD_UPRISING;$ORDER$$FIRST_ADJ$ Undead Uprising of $OTHER_TITLE$;;;;;;;;;;;;x
scattered_undead;Scattered undead;;;;;;;;;;;;x
scattered_undead_desc;This ruler has recently thwarted the attempts of an undead horde that has risen up.;;;;;;;;;;;;x
opinion_undead_invader;Undead Invader;;;;;;;;;;;;x
remove_the_undead;Cleanse the Province;;;;;;;;;;;;;x
remove_the_undead_desc;Send in your best men to cleanse the province of the undead.;;;;;;;;;;;;;x
remove_the_undead_tt;Undead lingering at [Root.Location.GetName] are terrorizing the local populace. Note that stirring the undead might attract necromancers or vampires to use these mindless undead for their own purpose.;;;;;;;;;;;;;x
undead_cleansing;Undead Cleansing;;;;;;;;;;;;x
###Decisions###
create_cult_morr;Centralize the Cult of Morr;;;;;;;;;;;;x
create_cult_morr_desc;If the Cult of Morr is going to be as organized as the other cults, we must have a have a system for our Augur as well as for a High Augur.;;;;;;;;;;;;x
###Titles###
k_cult_of_morr;Cult of Morr;;;;;;;;;;;;;x
k_cult_of_morr_adj;Morr's;;;;;;;;;;;;;x
d_siegfriedhof;Siegfriedhof;;;;;;;;;;;;;x
d_siegfriedhof_adj;Siegfriedhof;;;;;;;;;;;;;x
###Dooming###
dooming_Z;Dooming;;;;;;;;;;;;x
dooming_Z_desc; ;;;;;;;;;;;;x
dooming_1;Dooming;;;;;;;;;;;;x
dooming_1_desc;Terrible things will happen to thy fingers if thou dippest them into too many pies;;;;;;;;;;;;x
dooming_2;Dooming;;;;;;;;;;;;x
dooming_2_desc;A four legged beast shall be thine death;;;;;;;;;;;;x
dooming_3;Dooming;;;;;;;;;;;;x
dooming_3_desc;Thy end shall be hilarious, just not thee;;;;;;;;;;;;x
dooming_4;Dooming;;;;;;;;;;;;x
dooming_4_desc;Thy shalt laugh in the face of death, but the last laugh shall be Morr's;;;;;;;;;;;;x
dooming_5;Dooming;;;;;;;;;;;;x
dooming_5_desc;Thou shalt fall under the weight of thine own gold;;;;;;;;;;;;x
dooming_6;Dooming;;;;;;;;;;;;x
dooming_6_desc;Beware the man that is not a man;;;;;;;;;;;;x
dooming_7;Dooming;;;;;;;;;;;;x
dooming_7_desc;Good advice will arrive too late;;;;;;;;;;;;x
dooming_8;Dooming;;;;;;;;;;;;x
dooming_8_desc;A drunken blunder shall end your comedy;;;;;;;;;;;;x
dooming_9;Dooming;;;;;;;;;;;;x
dooming_9_desc;Thy doom is so terrible, mortal mind cannot conceive it, nor mortal tongue tell it;;;;;;;;;;;;x
dooming_10;Dooming;;;;;;;;;;;;x
dooming_10_desc;Do not trust the rug;;;;;;;;;;;;x
dooming_11;Dooming;;;;;;;;;;;;x
dooming_11_desc;A spear will pass through your belly and you will linger long in pain before your demise;;;;;;;;;;;;x
dooming_12;Dooming;;;;;;;;;;;;x
dooming_12_desc;The hangman's noose, aye, or headsman's chop, shall end thy days;;;;;;;;;;;;x
dooming_13;Dooming;;;;;;;;;;;;x
dooming_13_desc;Debauchery and revelry shall end in misery;;;;;;;;;;;;x
dooming_14;Dooming;;;;;;;;;;;;x
dooming_14_desc;Disease and pestilence loom over thine nether regions;;;;;;;;;;;;x
dooming_15;Dooming;;;;;;;;;;;;x
dooming_15_desc;It is a great honour to be made mad by the gods;;;;;;;;;;;;x
dooming_16;Dooming;;;;;;;;;;;;x
dooming_16_desc;Morr comes screaming to thy door;;;;;;;;;;;;x
dooming_17;Dooming;;;;;;;;;;;;x
dooming_17_desc;Madness and insanity shall haunt thy final hours;;;;;;;;;;;;x
dooming_18;Dooming;;;;;;;;;;;;x
dooming_18_desc;Morr has got thy number;;;;;;;;;;;;x
dooming_19;Dooming;;;;;;;;;;;;x
dooming_19_desc;Morr will come calling when thou art without clothing;;;;;;;;;;;;x
dooming_20;Dooming;;;;;;;;;;;;x
dooming_20_desc;No tears but thy own shall be shed when Morr comes a-knocking;;;;;;;;;;;;x
dooming_21;Dooming;;;;;;;;;;;;x
dooming_21_desc;Size matters not;;;;;;;;;;;;x
dooming_22;Dooming;;;;;;;;;;;;x
dooming_22_desc;The hand that takes thy life is thine own;;;;;;;;;;;;x
dooming_23;Dooming;;;;;;;;;;;;x
dooming_23_desc;Thy blood shall water a foreign field;;;;;;;;;;;;x
dooming_24;Dooming;;;;;;;;;;;;x
dooming_24_desc;Thou shalt share thy grave with a dog;;;;;;;;;;;;x
dooming_25;Dooming;;;;;;;;;;;;x
dooming_25_desc;Thy death shall mirror your birth;;;;;;;;;;;;x
dooming_26;Dooming;;;;;;;;;;;;x
dooming_26_desc;Trust not gifts from the Border Princedoms;;;;;;;;;;;;x
dooming_27;Dooming;;;;;;;;;;;;x
dooming_27_desc;When the bell tolls midnight, all shall not be well, as thy end awaits thee;;;;;;;;;;;;x
dooming_28;Dooming;;;;;;;;;;;;x
dooming_28_desc;You die alone, unmourned and unloved;;;;;;;;;;;;x
dooming_29;Dooming;;;;;;;;;;;;x
dooming_29_desc;When the birds start to sing, you shall forever be silent;;;;;;;;;;;;x
dooming_30;Dooming;;;;;;;;;;;;x
dooming_30_desc;You will die, and yet walk on;;;;;;;;;;;;x
dooming_31;Dooming;;;;;;;;;;;;x
dooming_31_desc;When thee dost hold a mans life in one hand, thy life shall be held in his;;;;;;;;;;;;x
dooming_32;Dooming;;;;;;;;;;;;x
dooming_32_desc;The great maw shall devour thee;;;;;;;;;;;;x
dooming_33;Dooming;;;;;;;;;;;;x
dooming_33_desc;Starvation shall reduce thee to an empty husk;;;;;;;;;;;;x
dooming_34;Dooming;;;;;;;;;;;;x
dooming_34_desc;Sloppiness shall be thy undoing;;;;;;;;;;;;x
dooming_35;Dooming;;;;;;;;;;;;x
dooming_35_desc;It'll fall off when you least expect it;;;;;;;;;;;;x
dooming_36;Dooming;;;;;;;;;;;;x
dooming_36_desc;Fear shall be thy downfall;;;;;;;;;;;;x
dooming_37;Dooming;;;;;;;;;;;;x
dooming_37_desc;Thou shall perish so others may live;;;;;;;;;;;;x
dooming_38;Dooming;;;;;;;;;;;;x
dooming_38_desc;The more you complain, the longer Morr lets you live;;;;;;;;;;;;x
dooming_39;Dooming;;;;;;;;;;;;x
dooming_39_desc;Beware of the Black mage, for he shall stab thee;;;;;;;;;;;;x
dooming_40;Dooming;;;;;;;;;;;;x
dooming_40_desc;A child shall be Morr's herald;;;;;;;;;;;;x
dooming_41;Dooming;;;;;;;;;;;;x
dooming_41_desc;Thy body may rot, but thy soul shall forever haunt the land;;;;;;;;;;;;x
dooming_42;Dooming;;;;;;;;;;;;x
dooming_42_desc;Beware the black cat;;;;;;;;;;;;x
dooming_43;Dooming;;;;;;;;;;;;x
dooming_43_desc;Beware the passing raven, for it doth herald the end;;;;;;;;;;;;x
dooming_44;Dooming;;;;;;;;;;;;x
dooming_44_desc;Beware the lurkers in the dark;;;;;;;;;;;;x
dooming_45;Dooming;;;;;;;;;;;;x
dooming_45_desc;Accident will happen;;;;;;;;;;;;x
dooming_46;Dooming;;;;;;;;;;;;x
dooming_46_desc;All is not as it seems;;;;;;;;;;;;x
dooming_47;Dooming;;;;;;;;;;;;x
dooming_47_desc;A small misfortune leads to a bigger misfortune which leads to thy death;;;;;;;;;;;;x
dooming_48;Dooming;;;;;;;;;;;;x
dooming_48_desc;Among great celebration you shall leave this world;;;;;;;;;;;;x
dooming_49;Dooming;;;;;;;;;;;;x
dooming_49_desc;That which does not kill you has delayed the inevitable;;;;;;;;;;;;x
dooming_50;Dooming;;;;;;;;;;;;x
dooming_50_desc;Fear the fair maiden from the east;;;;;;;;;;;;x
